dataset_id,dataset_slug,dataset_page,resource_id,resource_title,resource_last_modified,error_type,organization_or_owner,resource_found_by,is_valid_v_0.1.0,is_valid_v_0.2.0,is_valid_one_version
602e769382f6b01d4953b641,arbres-urbains,https://www.data.gouv.fr/fr/datasets/arbres-urbains/,feced38e-ca55-43a0-983b-6db0e2632c02,legende-sgl-arbres-urbains.pdf,2021-02-18T17:43:46.171000,wrong-file-format,,1 - schema request,False,False,False
602e769382f6b01d4953b641,arbres-urbains,https://www.data.gouv.fr/fr/datasets/arbres-urbains/,96f4164d-956d-4c1c-b161-68724eb0ccdc,sgl-arbres-urbains-wgs84.csv,2021-02-18T17:21:11.091000,,commune-de-saint-germain-en-laye,1 - schema request,False,False,False
602e769382f6b01d4953b641,arbres-urbains,https://www.data.gouv.fr/fr/datasets/arbres-urbains/,13add5f3-d3db-407a-8a72-a069379a2e44,sgl-arbres-urbains-wgs84.geojson,2021-02-18T17:17:52.388000,wrong-file-format,,1 - schema request,False,False,False
602e7df208e50d3d3b2f2e33,attributs-des-arbres-urbains-de-la-ville-de-bauge-en-anjou-2020,https://www.data.gouv.fr/fr/datasets/attributs-des-arbres-urbains-de-la-ville-de-bauge-en-anjou-2020/,ce7201b0-756d-4a6f-b17c-db006fad774a,Fiche_descriptive_Baugé-en-Anjou_arbres_urbains_2020,2021-02-18T16:15:36.790000,wrong-file-format,,1 - schema request,False,False,False
602e7df208e50d3d3b2f2e33,attributs-des-arbres-urbains-de-la-ville-de-bauge-en-anjou-2020,https://www.data.gouv.fr/fr/datasets/attributs-des-arbres-urbains-de-la-ville-de-bauge-en-anjou-2020/,70a1aee0-2075-4568-afd1-d01a0c06462b,Baugé-en-Anjou_arbres_urbains_2020,2021-02-18T16:14:59.923000,,bauge-en-anjou,1 - schema request,False,False,False
