dataset_id,dataset_title,dataset_slug,dataset_page,resource_id,resource_title,resource_url,resource_last_modified,error_type,organization_or_owner,resource_found_by,initial_version_name,is_valid_v_0.1.0,is_valid_v_0.2.0,is_valid_v_0.2.1,is_valid_one_version,most_recent_valid_version,is_downloaded,is_schema_version_to_update,is_schema_to_add,is_schema_to_drop,resource_schema_update_success,producer_notification_success,schema_name,is_schema_version_updated,is_schema_added,is_schema_dropped
602e769382f6b01d4953b641,Arbres urbains,arbres-urbains,https://demo.data.gouv.fr/fr/datasets/arbres-urbains/,feced38e-ca55-43a0-983b-6db0e2632c02,legende-sgl-arbres-urbains.pdf,https://static.data.gouv.fr/resources/arbres-urbains/20210218-174341/legende-sgl-arbres-urbains.pdf,2021-02-18T17:43:46.171000,wrong-file-format,,1 - schema request,,False,False,False,False,,False,False,False,True,True,,NaturalSolutions/schema-arbre,False,False,True
602e769382f6b01d4953b641,Arbres urbains,arbres-urbains,https://demo.data.gouv.fr/fr/datasets/arbres-urbains/,96f4164d-956d-4c1c-b161-68724eb0ccdc,sgl-arbres-urbains-wgs84.csv,https://static.data.gouv.fr/resources/arbres-urbains/20210218-172059/sgl-arbres-urbains-wgs84.csv,2021-02-18T17:21:11.091000,,commune-de-saint-germain-en-laye,1 - schema request,,False,False,False,False,,False,False,False,True,True,,NaturalSolutions/schema-arbre,False,False,True
602e769382f6b01d4953b641,Arbres urbains,arbres-urbains,https://demo.data.gouv.fr/fr/datasets/arbres-urbains/,13add5f3-d3db-407a-8a72-a069379a2e44,sgl-arbres-urbains-wgs84.geojson,https://static.data.gouv.fr/resources/arbres-urbains/20210218-171732/sgl-arbres-urbains-wgs84.geojson,2021-02-18T17:17:52.388000,wrong-file-format,,1 - schema request,,False,False,False,False,,False,False,False,True,True,,NaturalSolutions/schema-arbre,False,False,True
602e7df208e50d3d3b2f2e33,Attributs des arbres urbains de la Ville de Baugé-en-Anjou (2020),attributs-des-arbres-urbains-de-la-ville-de-bauge-en-anjou-2020,https://demo.data.gouv.fr/fr/datasets/attributs-des-arbres-urbains-de-la-ville-de-bauge-en-anjou-2020/,ce7201b0-756d-4a6f-b17c-db006fad774a,Fiche_descriptive_Baugé-en-Anjou_arbres_urbains_2020,https://static.data.gouv.fr/resources/attributs-des-arbres-urbains-de-la-ville-de-bauge-en-anjou/20210218-160418/groupe-16-fiches-descriptive-jeu-de-donnees-les-arbres-urbains-1-.pdf,2021-02-18T16:15:36.790000,wrong-file-format,,1 - schema request,,False,False,False,False,,False,False,False,True,True,,NaturalSolutions/schema-arbre,False,False,True
602e7df208e50d3d3b2f2e33,Attributs des arbres urbains de la Ville de Baugé-en-Anjou (2020),attributs-des-arbres-urbains-de-la-ville-de-bauge-en-anjou-2020,https://demo.data.gouv.fr/fr/datasets/attributs-des-arbres-urbains-de-la-ville-de-bauge-en-anjou-2020/,70a1aee0-2075-4568-afd1-d01a0c06462b,Baugé-en-Anjou_arbres_urbains_2020,https://static.data.gouv.fr/resources/attributs-des-arbres-urbains-de-la-ville-de-bauge-en-anjou/20210218-155803/workflow-132898-replace-584337-1-.csv,2021-02-18T16:14:59.923000,,bauge-en-anjou,1 - schema request,,False,False,False,False,,False,False,False,True,True,,NaturalSolutions/schema-arbre,False,False,True
