id,nom,insee,geopoint,adresse,emplacements,no_appel,info,last_modified,datagouv_dataset_id,datagouv_resource_id,datagouv_organization_or_owner
31555-T-019,POTEZ (RPT HENRY POTEZ),31555,"1.48094386781, 43.5795973931",ROND POINT HENRY POTEZ TOULOUSE,4,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
31555-T-018,BOUILLIERE (PL EDOUARD BOUILLIERE),31555,"1.39259003271, 43.5694206214",5 METRO BASSO CAMBO TOULOUSE,10,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
31555-T-017,GONORD (AV JEAN GONORD),31555,"1.49192942984, 43.5868037415",8 CITE DE L'ESPACE TOULOUSE,3,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
31555-T-016,CAPITOLE (PL DU CAPITOLE),31555,"1.44357134185, 43.6039214979",3 PL DU CAPITOLE TOULOUSE,7,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
31555-T-015,SALIN (PL DU SALIN),31555,"1.44404066818, 43.5938679074",10 PL DU SALIN TOULOUSE,5,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
31555-T-012,BAYLAC (PL DU DR JOSEPH BAYLAC),31555,"1.39771462443, 43.6080102327",1 PL DU DR JOSEPH BAYLAC TOULOUSE,6,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
31555-T-011,DISSARD (RUE MARIE LOUISE DISSARD),31555,"1.37218402768, 43.6000889346",HALTE SNCF LIGNE C ST MARTIN TOULOUSE,2,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
31555-T-010,BONREPOS (BD DE BONREPOS),31555,"1.45285109715, 43.6121807432",64 GARE SNCF   MATABIAU TOULOUSE,20,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
31555-T-009,CARNOT (BD LAZARE CARNOT),31555,"1.45181589081, 43.6010806251",9 BD LAZARE CARNOT TOULOUSE,8,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
31555-T-008,WILSON (PL DU PDT THOMAS WILSON),31555,"1.44702891094, 43.6049814103",13 PL DU PDT THOMAS WILSON TOULOUSE,10,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
31555-T-007,(VA VA007692),31555,"1.43757283025, 43.5843279887",ENTREE  STADIUM TOULOUSE,8,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
31555-T-006,CARMES (PL DES CARMES),31555,"1.44550295391, 43.5974987606",1 PL DES CARMES TOULOUSE,3,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
31555-T-005,COSMONAUTES (RUE DES COSMONAUTES),31555,"1.4961152588, 43.5600454248",30 RUE DES COSMONAUTES TOULOUSE,4,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
31555-T-004,BOUILLIERE (PL EDOUARD BOUILLIERE),31555,"1.39198545131, 43.5695182068",5 METRO BASSO CAMBO TOULOUSE,4,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
31555-T-003,BAYONNE (RTE DE BAYONNE),31555,"1.39704276524, 43.6081654043",2 RTE DE BAYONNE TOULOUSE,6,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
31555-T-002,NADAL (PL AGAPITO NADAL),31555,"1.41871358743, 43.5935102549",5 METRO ARENES TOULOUSE,4,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
31555-T-001,STRASBOURG (BD DE STRASBOURG),31555,"1.44602150571, 43.6081479087",33 BD DE STRASBOURG TOULOUSE,3,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
31555-T-000,UNIS (AV DES ETATS UNIS),31555,"1.43325834747, 43.6270055899",3 METRO BARRIERE DE PARIS TOULOUSE,7,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
31506-T-021,POSTE (PL DE LA POSTE),31506,"1.53266608889, 43.554532572",2 PL DE LA POSTE SAINT-ORENS-DE-GAMEVILLE,2,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
31555-T-028,ARC (PL JEANNE D ARC),31555,"1.44654449475, 43.6092048853",12 PL JEANNE D ARC TOULOUSE,3,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
31555-T-029,URSS (AV DE L URSS),31555,"1.44935662478, 43.5808725918",56 AV DE L URSS TOULOUSE,3,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
31555-T-030,MICHEL (GRANDE-RUE SAINT MICHEL),31555,"1.44709150753, 43.5865553228",18 GRANDE RUE SAINT MICHEL TOULOUSE,2,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
38185-T-002,Gare – Frise,38185,"5.71363, 45.19129",Rue de la Frise,,0476544254,travaux,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
38314-T-001,Gare de Pontcharra,38314,"6.008, 45.434",Place de la Gare,3,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
38281-T-001,Saint Jean,38281,"5.632017, 45.243095",Avenue Saint Jean,,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
38239-T-001,Gare de Moirans,38239,"5.5819, 45.3224",Route de la Gare,,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
38229-T-001,Gresivaudan-Aiguinards,38229,"5.762533, 45.210125",Avenue du Gresivaudan,,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
38185-T-008,Grand Place,38185,"5.73187, 45.15934",Avenue de l’Europe,,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
38185-T-007,Joffre,38185,"5.7325, 45.18401",Boulevard Marechal Joffre,,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
38185-T-006,Victor Hugo,38185,"5.724516, 45.189495",Place Victor Hugo,,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
38185-T-005,Lorraine,38185,"5.715604, 45.189905",Place de la Gare,,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
38185-T-004,Gare – Casimir Brenier,38185,"5.715636, 45.191326",Rue Casimir Brenier,,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
38185-T-003,Gare – Emile Gueymard,38185,"5.715028, 45.191447",Rue Emile Gueymard,,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
38185-T-001,Vallier,38185,"5.7118754, 45.1800016",Boulevard Joseph Vallier,6,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
31555-T-031,NADAL (PL AGAPITO NADAL),31555,"1.41874436913, 43.5933676398",4 PL AGAPITO NADAL TOULOUSE,1,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
38151-T-001,Esmonin,38151,"5.728535, 45.15876",Avenue Edmond Esmonin,,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
31555-T-041,CRABE (CHE DE LA CRABE),31555,"1.37128726669, 43.6111719042",0 CHE DE LA CRABE TOULOUSE,2,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
31555-T-040,BELIN (AV EDOUARD BELIN),31555,"1.48101547713, 43.5621433352",16 AV EDOUARD BELIN TOULOUSE,2,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
31555-T-039,WILSON (PL DU PDT THOMAS WILSON),31555,"1.44773721757, 43.6047213533",2 PL DU PDT THOMAS WILSON TOULOUSE,12,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
31555-T-038,CASSOU (ESP JEAN CASSOU),31555,"1.46359661151, 43.6157279483",2 METRO JOLIMONT TOULOUSE,4,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
31555-T-037,NARBONNE (RTE DE NARBONNE),31555,"1.46383590924, 43.5607994644",118 METRO UPS TOULOUSE,2,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
31555-T-036,CAFFARELLI (ESP COMPANS CAFFARELLI),31555,"1.43481641301, 43.6105005685",8 ESP COMPANS CAFFARELLI TOULOUSE,5,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
31555-T-035,CURIE (AV IRENE JOLIOT CURIE),31555,"1.42633687568, 43.5552558536",1 AV IRENE JOLIOT CURIE TOULOUSE,6,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
31555-T-034,CYPRIEN (PL INTERIEURE ST CYPRIEN),31555,"1.43152696696, 43.5978536673",3 PL INTERIEURE ST CYPRIEN TOULOUSE,3,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
31555-T-032,EUROPE (AV DE L EUROPE),31555,"1.484044263, 43.5537700943",AV DE L EUROPE TOULOUSE,1,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
87085-T-008,Aéroport,87085,"1.176397, 45.862209",Aéroport,,555383838,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
