dataset_id,dataset_slug,dataset_page,resource_id,resource_title,resource_last_modified,error_type,organization_or_owner,resource_found_by,is_valid_v_0.1.0,is_valid_one_version
5fcd70f393abc3100943096a,dix-plus-hautes-remunerations-en-2019-des-agents-de-la-region-bourgogne-franche-comte,https://www.data.gouv.fr/fr/datasets/dix-plus-hautes-remunerations-en-2019-des-agents-de-la-region-bourgogne-franche-comte/,08cddd3f-a7d0-4577-9808-5f3b0aac6751,tableur excel,2020-11-27T00:00:00,wrong-file-format,,1 - schema request,False,False
5fcd70f393abc3100943096a,dix-plus-hautes-remunerations-en-2019-des-agents-de-la-region-bourgogne-franche-comte,https://www.data.gouv.fr/fr/datasets/dix-plus-hautes-remunerations-en-2019-des-agents-de-la-region-bourgogne-franche-comte/,801666fe-b0af-4652-a7ae-647d35ed0942,Page de présentation Site internet officiel,2020-11-27T00:00:00,wrong-file-format,,1 - schema request,False,False
5fcd70f393abc3100943096a,dix-plus-hautes-remunerations-en-2019-des-agents-de-la-region-bourgogne-franche-comte,https://www.data.gouv.fr/fr/datasets/dix-plus-hautes-remunerations-en-2019-des-agents-de-la-region-bourgogne-franche-comte/,d851dc9b-cf1a-477e-a49c-96f16d0cd2bf,Référence législative du Journal officiel n° 2019-828 du 6 août 2019 de transformation de la fonction publique,2020-12-06T00:00:00,wrong-file-format,,1 - schema request,False,False
5e85f45c21d139adf8b243db,les-10-remunerations-les-plus-elevees-au-sein-des-effectifs-de-la-ville-dantibes,https://www.data.gouv.fr/fr/datasets/les-10-remunerations-les-plus-elevees-au-sein-des-effectifs-de-la-ville-dantibes/,f894034d-194d-45a4-80a7-02722b17580f,antibes-plushautesremunerations.csv,2021-03-11T12:16:19.701000,,ville-dantibes,1 - schema request,False,False
5e85f45c21d139adf8b243db,les-10-remunerations-les-plus-elevees-au-sein-des-effectifs-de-la-ville-dantibes,https://www.data.gouv.fr/fr/datasets/les-10-remunerations-les-plus-elevees-au-sein-des-effectifs-de-la-ville-dantibes/,c9ee14dc-cb1e-457b-b1d1-df60d161147a,antibes-plushautesremunerations.xls,2021-03-11T12:16:01.632000,wrong-file-format,,1 - schema request,False,False
