dataset_id,dataset_slug,dataset_page,resource_id,resource_title,resource_last_modified,organization_or_owner,error_type,resource_found_by,is_valid_v_0.0.1,is_valid_v_0.1.0,is_valid_v_0.1.1,is_valid_v_0.1.2,is_valid_v_0.2.0,is_valid_v_0.2.1,is_valid_one_version,initial_schema_version,most_recent_valid_version,is_schema_version_to_update,is_schema_to_add,is_schema_to_drop
5fa28545fde17d46008f9499,aires-de-covoiturage-1,https://www.data.gouv.fr/fr/datasets/aires-de-covoiturage-1/,ee3dd199-e653-414e-a1a3-032099695ebe,Aires-de-covoiturage.csv,2020-11-04T11:42:58.011000,communaute-de-communes-beaucaire-terre-dargence,,1 - schema request,False,False,False,False,False,False,False,,,False,False,True
5d6eaffc8b4c417cdc452ac3,base-nationale-des-lieux-de-covoiturage,https://www.data.gouv.fr/fr/datasets/base-nationale-des-lieux-de-covoiturage/,46362a9d-053e-4ba0-be58-bca4417a2de8,bnlc.csv,2021-02-08T14:01:21.878000,equipe-transport-data-gouv-fr,,1 - schema request,False,False,False,False,True,True,True,,0.2.1,True,False,False
5bcf4595634f412cc744840c,aires-de-covoiturage-en-france,https://www.data.gouv.fr/fr/datasets/aires-de-covoiturage-en-france/,8e80f056-0ecb-439f-b55e-57a79010ffb0,Fichier nationnal des Aires de covoiturage (et autres parkings identifiés par les collectivités locales),2018-10-24T15:49:05.259000,,wrong-file-format,3 - search request,False,False,False,False,False,False,False,,,False,False,False
5c5ce6a406e3e76a91232bba,points-de-rencontre-de-covoiturage-en-corse,https://www.data.gouv.fr/fr/datasets/points-de-rencontre-de-covoiturage-en-corse/,419b3a99-d83e-43f1-b602-efd94483548c,Export au format CSV,2021-06-30T07:32:36,collectivite-territoriale-de-corse,,3 - search request,False,False,False,False,False,False,False,,,False,False,False
5c5ce6a406e3e76a91232bba,points-de-rencontre-de-covoiturage-en-corse,https://www.data.gouv.fr/fr/datasets/points-de-rencontre-de-covoiturage-en-corse/,e2ceec79-c8b9-4ff3-9a9a-52be2348a16f,Export au format JSON,2021-06-30T07:32:36,,wrong-file-format,3 - search request,False,False,False,False,False,False,False,,,False,False,False
5c5ce6a406e3e76a91232bba,points-de-rencontre-de-covoiturage-en-corse,https://www.data.gouv.fr/fr/datasets/points-de-rencontre-de-covoiturage-en-corse/,3c845ee9-6dba-4e87-8226-eb81b2424113,Export au format GeoJSON,2021-06-30T07:32:36,,wrong-file-format,3 - search request,False,False,False,False,False,False,False,,,False,False,False
5c5ce6a406e3e76a91232bba,points-de-rencontre-de-covoiturage-en-corse,https://www.data.gouv.fr/fr/datasets/points-de-rencontre-de-covoiturage-en-corse/,723924b9-ac59-4b76-858d-7ad3f294306a,Export au format Shapefile,2021-06-30T07:32:36,,wrong-file-format,3 - search request,False,False,False,False,False,False,False,,,False,False,False
5b576b1c88ee381a3d7f1d5b,aires-de-covoiturage-base-de-donnees-commune-des-lieux-et,https://www.data.gouv.fr/fr/datasets/aires-de-covoiturage-base-de-donnees-commune-des-lieux-et/,cf4168c9-7cea-404b-a945-43ed201d1e61,180712_pr_points_relais.csv,2018-08-02T16:34:16.289000,la-fabrique-des-mobilites,,3 - search request,False,False,False,False,False,False,False,,,False,False,False
