dataset_id,dataset_slug,dataset_page,resource_id,resource_title,resource_last_modified,organization_or_owner,error_type,resource_found_by,is_valid_v_0.0.1,is_valid_one_version,initial_schema_version,most_recent_valid_version,is_schema_version_to_update,is_schema_to_add,is_schema_to_drop
60a528e8b656ce01b4c0c0a6,acceslibre,https://www.data.gouv.fr/fr/datasets/acceslibre/,93ae96a7-1db7-4cb4-a9f1-6d778370b640,acceslibre.csv,2021-07-05T01:00:25.835000,acceslibre,,1 - schema request,False,False,,,False,False,True
