dataset_id,dataset_slug,dataset_page,resource_id,resource_title,resource_last_modified,organization_or_owner,error_type,resource_found_by,is_valid_v_0.1.0,is_valid_v_0.1.1,is_valid_v_0.1.2,is_valid_v_0.1.3,is_valid_v_0.1.4,is_valid_one_version,initial_schema_version,most_recent_valid_version,is_schema_version_to_update,is_schema_to_add,is_schema_to_drop
5f6fa03971a139dff97a7431,base-locale-des-lieux-de-stationnement-metz-metropole,https://www.data.gouv.fr/fr/datasets/base-locale-des-lieux-de-stationnement-metz-metropole/,5ccdcfdc-0a8b-4524-9b59-7f0212e4ad5c,Base Locale des Lieux de Stationnement - Metz Métropole,2020-10-08T15:41:38.824000,metz-metropole,,1 - schema request,False,False,False,False,True,True,,0.1.4,True,False,False
5ea1add4a5a7dac3af82310a,base-nationale-des-lieux-de-stationnement,https://www.data.gouv.fr/fr/datasets/base-nationale-des-lieux-de-stationnement/,fd792448-1307-44a0-ad55-3ffca47d6b55,20200430-bnls.csv,2020-08-11T09:50:52.304000,equipe-transport-data-gouv-fr,,1 - schema request,False,False,False,False,False,False,,,False,False,True
5ea1add4a5a7dac3af82310a,base-nationale-des-lieux-de-stationnement,https://www.data.gouv.fr/fr/datasets/base-nationale-des-lieux-de-stationnement/,a2554ef8-aa79-41f0-b8a2-f3d2e9e985a1,20200504-bnls.csv,2020-08-11T09:50:44.270000,equipe-transport-data-gouv-fr,,1 - schema request,False,False,False,False,True,True,,0.1.4,True,False,False
5ea1add4a5a7dac3af82310a,base-nationale-des-lieux-de-stationnement,https://www.data.gouv.fr/fr/datasets/base-nationale-des-lieux-de-stationnement/,8d2e47ba-5a49-4e93-9e3e-0c69756be2ae,20200604-bnls.csv,2020-08-11T09:50:37.608000,equipe-transport-data-gouv-fr,,1 - schema request,False,False,False,False,True,True,,0.1.4,True,False,False
5ea1add4a5a7dac3af82310a,base-nationale-des-lieux-de-stationnement,https://www.data.gouv.fr/fr/datasets/base-nationale-des-lieux-de-stationnement/,84082505-4d0a-4cf4-8b0a-ca327946ac64,20200605-bnls.csv,2020-08-11T09:50:24.742000,equipe-transport-data-gouv-fr,,1 - schema request,False,False,False,False,True,True,,0.1.4,True,False,False
5ea1add4a5a7dac3af82310a,base-nationale-des-lieux-de-stationnement,https://www.data.gouv.fr/fr/datasets/base-nationale-des-lieux-de-stationnement/,6998ff9d-face-4b13-9717-ff6b31447d99,20200618-bnls-.csv,2020-08-11T09:50:16.159000,equipe-transport-data-gouv-fr,,1 - schema request,False,False,False,False,False,False,,,False,False,True
5ea1add4a5a7dac3af82310a,base-nationale-des-lieux-de-stationnement,https://www.data.gouv.fr/fr/datasets/base-nationale-des-lieux-de-stationnement/,8b0ae12d-7eab-4389-8bdd-cc23c0e9e2cc,20200622-bnls.csv,2020-08-11T09:49:55.507000,equipe-transport-data-gouv-fr,,1 - schema request,False,False,False,False,False,False,,,False,False,True
5ea1add4a5a7dac3af82310a,base-nationale-des-lieux-de-stationnement,https://www.data.gouv.fr/fr/datasets/base-nationale-des-lieux-de-stationnement/,54701753-c5b7-4787-b797-9ffea329dafa,20200702-bnls.csv,2020-08-11T09:49:47.055000,equipe-transport-data-gouv-fr,,1 - schema request,False,False,False,False,True,True,,0.1.4,True,False,False
5ea1add4a5a7dac3af82310a,base-nationale-des-lieux-de-stationnement,https://www.data.gouv.fr/fr/datasets/base-nationale-des-lieux-de-stationnement/,5519b35d-e900-467c-956a-6d183e5db70c,20200925-bnls.csv,2020-11-25T10:20:31.295000,equipe-transport-data-gouv-fr,,1 - schema request,False,False,False,False,True,True,,0.1.4,True,False,False
5ea1add4a5a7dac3af82310a,base-nationale-des-lieux-de-stationnement,https://www.data.gouv.fr/fr/datasets/base-nationale-des-lieux-de-stationnement/,e32f7675-913b-4e01-b8c8-0a29733e4407,bnls.csv,2021-05-02T17:29:57.645000,equipe-transport-data-gouv-fr,,1 - schema request,False,False,False,False,True,True,,0.1.4,True,False,False
5ea1add4a5a7dac3af82310a,base-nationale-des-lieux-de-stationnement,https://www.data.gouv.fr/fr/datasets/base-nationale-des-lieux-de-stationnement/,2da08040-2074-499a-8d50-0bf5b4254a86,20201222-bnls.csv,2020-12-22T17:21:47.781000,equipe-transport-data-gouv-fr,,1 - schema request,False,False,False,False,True,True,,0.1.4,True,False,False
5ea1add4a5a7dac3af82310a,base-nationale-des-lieux-de-stationnement,https://www.data.gouv.fr/fr/datasets/base-nationale-des-lieux-de-stationnement/,7140761a-5fc8-4c80-af43-529bc4d7ac5e,20201224-bnls.csv,2020-12-24T09:30:33.151000,equipe-transport-data-gouv-fr,,1 - schema request,False,False,False,False,True,True,,0.1.4,True,False,False
5ea1add4a5a7dac3af82310a,base-nationale-des-lieux-de-stationnement,https://www.data.gouv.fr/fr/datasets/base-nationale-des-lieux-de-stationnement/,a7a64ce5-e858-4fef-9abb-8cdbb44bb7d5,20210101-bnls.csv,2021-01-22T14:21:17.651000,equipe-transport-data-gouv-fr,,1 - schema request,False,False,False,False,True,True,,0.1.4,True,False,False
5ea1add4a5a7dac3af82310a,base-nationale-des-lieux-de-stationnement,https://www.data.gouv.fr/fr/datasets/base-nationale-des-lieux-de-stationnement/,23f1ecca-7e01-449b-868d-fbed986d9fba,20210115-bnls.csv,2021-01-25T09:44:53.238000,equipe-transport-data-gouv-fr,,1 - schema request,False,False,False,False,True,True,,0.1.4,True,False,False
5ea1add4a5a7dac3af82310a,base-nationale-des-lieux-de-stationnement,https://www.data.gouv.fr/fr/datasets/base-nationale-des-lieux-de-stationnement/,7fa48e98-bd80-4a62-a88e-05487799cc15,20210420-bnls.csv,2021-04-27T11:12:22.812000,equipe-transport-data-gouv-fr,,1 - schema request,False,False,False,False,True,True,,0.1.4,True,False,False
5ea1add4a5a7dac3af82310a,base-nationale-des-lieux-de-stationnement,https://www.data.gouv.fr/fr/datasets/base-nationale-des-lieux-de-stationnement/,3763a280-4086-492d-85de-c02abd9018f2,20210427-bnls.csv,2021-04-27T11:13:47.831000,equipe-transport-data-gouv-fr,,1 - schema request,False,False,False,False,True,True,,0.1.4,True,False,False
5ea1add4a5a7dac3af82310a,base-nationale-des-lieux-de-stationnement,https://www.data.gouv.fr/fr/datasets/base-nationale-des-lieux-de-stationnement/,f33cbfe8-5181-48ad-a1d4-a5d99bfa3de1,20210502-bnls.csv,2021-05-02T17:29:46.328000,equipe-transport-data-gouv-fr,,1 - schema request,False,False,False,False,True,True,,0.1.4,True,False,False
5ea1add4a5a7dac3af82310a,base-nationale-des-lieux-de-stationnement,https://www.data.gouv.fr/fr/datasets/base-nationale-des-lieux-de-stationnement/,c096aa7e-c0ea-45be-b641-cf5ddfbe0c99,20201125-bnls.csv,2020-11-25T11:35:26.277000,equipe-transport-data-gouv-fr,,1 - schema request,False,False,False,False,True,True,,0.1.4,True,False,False
5b60645a06e3e73216e1d920,enquete-deplacements-2015-en-loire-atlantique,https://www.data.gouv.fr/fr/datasets/enquete-deplacements-2015-en-loire-atlantique/,154e108f-05c1-4196-bc3a-1b2e52923e39,Export au format CSV,2015-09-30T00:00:00,departement-de-loire-atlantique,,3 - search request,False,False,False,False,False,False,,,False,False,False
5b60645a06e3e73216e1d920,enquete-deplacements-2015-en-loire-atlantique,https://www.data.gouv.fr/fr/datasets/enquete-deplacements-2015-en-loire-atlantique/,6c73400a-960e-44f5-8ef3-84547b79ba99,Export au format JSON,2015-09-30T00:00:00,,wrong-file-format,3 - search request,False,False,False,False,False,False,,,False,False,False
5b60645a06e3e73216e1d920,enquete-deplacements-2015-en-loire-atlantique,https://www.data.gouv.fr/fr/datasets/enquete-deplacements-2015-en-loire-atlantique/,fe0b0422-6360-4382-a08d-be932de5d284,Enquete_deplacements_opendata.zip,2015-09-30T00:00:00,,wrong-file-format,3 - search request,False,False,False,False,False,False,,,False,False,False
5b60645a06e3e73216e1d920,enquete-deplacements-2015-en-loire-atlantique,https://www.data.gouv.fr/fr/datasets/enquete-deplacements-2015-en-loire-atlantique/,86cb73de-be24-44e7-a9d3-62e2db5d86fe,3_Documents_explicatifs.zip,2015-09-30T00:00:00,,wrong-file-format,3 - search request,False,False,False,False,False,False,,,False,False,False
5b60645a06e3e73216e1d920,enquete-deplacements-2015-en-loire-atlantique,https://www.data.gouv.fr/fr/datasets/enquete-deplacements-2015-en-loire-atlantique/,cc11d2c6-4ea5-42ff-a733-faadd398e148,donnees_EDGT44_2015.zip,2015-09-30T00:00:00,,wrong-file-format,3 - search request,False,False,False,False,False,False,,,False,False,False
5b60645a06e3e73216e1d920,enquete-deplacements-2015-en-loire-atlantique,https://www.data.gouv.fr/fr/datasets/enquete-deplacements-2015-en-loire-atlantique/,caa085fb-7cce-4272-8c65-ab5c17634eea,Notice.pdf,2015-09-30T00:00:00,,wrong-file-format,3 - search request,False,False,False,False,False,False,,,False,False,False
5b60645a06e3e73216e1d920,enquete-deplacements-2015-en-loire-atlantique,https://www.data.gouv.fr/fr/datasets/enquete-deplacements-2015-en-loire-atlantique/,371fc4a8-eb26-42f7-8714-9d4474597b8e,bat8-enquete_deplacement.pdf,2015-09-30T00:00:00,,wrong-file-format,3 - search request,False,False,False,False,False,False,,,False,False,False
5b60645a06e3e73216e1d920,enquete-deplacements-2015-en-loire-atlantique,https://www.data.gouv.fr/fr/datasets/enquete-deplacements-2015-en-loire-atlantique/,2cb4dda8-d858-400f-b5c5-2d791fc8670c,Deplacement_txt.zip,2015-09-30T00:00:00,,wrong-file-format,3 - search request,False,False,False,False,False,False,,,False,False,False
56f26f0ea3a729648fbc2067,parcs-relais-en-ile-de-france,https://www.data.gouv.fr/fr/datasets/parcs-relais-en-ile-de-france/,e3ef1dd7-ff36-4249-805c-26dde8b905fc,Export au format CSV,2015-10-28T08:47:58,ile-de-france-mobilites,,3 - search request,False,False,False,False,False,False,,,False,False,False
5cb044008b4c410fa7dad1aa,zone-bleue,https://www.data.gouv.fr/fr/datasets/zone-bleue/,d7e036ad-7df3-4194-a710-ce8f52167593, Document décrivant le modèle de données,2019-04-12T09:55:48.634000,,wrong-file-format,3 - search request,False,False,False,False,False,False,,,False,False,False
5b60645a06e3e73216e1d920,enquete-deplacements-2015-en-loire-atlantique,https://www.data.gouv.fr/fr/datasets/enquete-deplacements-2015-en-loire-atlantique/,4fbd8e57-4ced-4765-82ca-ff4e586fb32c,4_Exploitation_standard_PartieEDGT_TOTAL.zip,2015-09-30T00:00:00,,wrong-file-format,3 - search request,False,False,False,False,False,False,,,False,False,False
5cb044008b4c410fa7dad1aa,zone-bleue,https://www.data.gouv.fr/fr/datasets/zone-bleue/,e7c41250-86f3-4684-97f8-82d3de415cd4,Liste les adresses constituant la zone bleue sur la commune de Saint-Paul-lès-Dax (Format SHAPE),2019-04-12T09:55:23.301000,,wrong-file-format,3 - search request,False,False,False,False,False,False,,,False,False,False
5e7eccbe514104d031fbf416,angers-stationnement,https://www.data.gouv.fr/fr/datasets/angers-stationnement/,5a979e87-6ad1-4df5-af5f-ceebee1e9424,Export au format CSV,2020-03-26T16:19:31,angers-loire-metropole,,3 - search request,False,False,False,False,True,True,,0.1.4,False,True,False
5cb5ec6106e3e71c8f62e169,parkings,https://www.data.gouv.fr/fr/datasets/parkings/,d446e8db-2c82-4eef-b79a-e6d8789e6ad6,Export au format Shapefile,2021-07-04T05:01:20,,wrong-file-format,3 - search request,False,False,False,False,False,False,,,False,False,False
5cb5ec6106e3e71c8f62e169,parkings,https://www.data.gouv.fr/fr/datasets/parkings/,0ce4ca2c-0ae8-47a7-a8ed-d65a74a764ac,Export au format GeoJSON,2021-07-04T05:01:20,,wrong-file-format,3 - search request,False,False,False,False,False,False,,,False,False,False
5cb5ec6106e3e71c8f62e169,parkings,https://www.data.gouv.fr/fr/datasets/parkings/,a7c7a8df-f3b2-4f59-8217-2aaf762b43e1,Export au format JSON,2021-07-04T05:01:20,,wrong-file-format,3 - search request,False,False,False,False,False,False,,,False,False,False
5cb5ec6106e3e71c8f62e169,parkings,https://www.data.gouv.fr/fr/datasets/parkings/,cac66e7f-330b-4580-97f4-3ce354691a6c,Export au format CSV,2021-07-04T05:01:20,grand-paris-seine-ouest,,3 - search request,False,False,False,False,False,False,,,False,False,False
