dataset_id,dataset_slug,dataset_page,resource_id,resource_title,resource_last_modified,organization_or_owner,error_type,resource_found_by,is_valid_v_0.1.0,is_valid_v_0.2.0,is_valid_v_0.4.0,is_valid_v_0.5.0,is_valid_v_0.6.0,is_valid_v_0.7.0,is_valid_v_0.9.0,is_valid_v_1.2.0,is_valid_v_1.2.1,is_valid_one_version,initial_schema_version,most_recent_valid_version,is_schema_version_to_update,is_schema_to_add,is_schema_to_drop
6088a696b8d03e27059baccd,menus-collectifs,https://www.data.gouv.fr/fr/datasets/menus-collectifs/,79450ab2-10bd-47f7-aec7-27c2ccb3c4ac,od_menu_collectifs,2021-07-04T00:00:00,la-rochelle,,3 - search request,False,False,False,False,False,False,False,False,False,False,,,False,False,False
