dataset_id,dataset_slug,dataset_page,resource_id,resource_title,resource_last_modified,error_type,organization_or_owner,resource_found_by,is_valid_v_1.1.0,is_valid_v_2.0.0,is_valid_v_2.0.1,is_valid_one_version,initial_schema_version,most_recent_valid_version,is_schema_version_to_update,is_schema_to_add,is_schema_to_drop
55f1b1d2c751df226d1f9302,terrain-daccueil-pour-les-gens-du-voyage-dans-laube,https://www.data.gouv.fr/fr/datasets/terrain-daccueil-pour-les-gens-du-voyage-dans-laube/,da924e33-0057-4660-b442-11612983a833,N_TERRAIN_GENS_VOYAGE_S_010.TAB (export SHP/WGS-84),2020-02-28T06:54:30.282000,wrong-file-format,,3 - search request,False,False,False,False,,,False,False,False
55f1b1d2c751df226d1f9302,terrain-daccueil-pour-les-gens-du-voyage-dans-laube,https://www.data.gouv.fr/fr/datasets/terrain-daccueil-pour-les-gens-du-voyage-dans-laube/,aadabe11-75b7-4e4c-adf1-1e740ff032c4,N_TERRAIN_GENS_VOYAGE_S_010.TAB (export GeoJSON),2020-02-28T06:54:30.282000,wrong-file-format,,3 - search request,False,False,False,False,,,False,False,False
55f1b1d2c751df226d1f9302,terrain-daccueil-pour-les-gens-du-voyage-dans-laube,https://www.data.gouv.fr/fr/datasets/terrain-daccueil-pour-les-gens-du-voyage-dans-laube/,04c7a95b-62d9-4d27-bce6-63e7a8f7b6bb,N_TERRAIN_GENS_VOYAGE_S_010.TAB (archive),2020-02-28T06:54:30.281000,wrong-file-format,,3 - search request,False,False,False,False,,,False,False,False
59591a32a3a7291dcf9c8103,interventions-regionales-en-faveur-du-logement-locatif-social-offre-nouvelle-aide-a-loperation-2014-a-2015,https://www.data.gouv.fr/fr/datasets/interventions-regionales-en-faveur-du-logement-locatif-social-offre-nouvelle-aide-a-loperation-2014-a-2015/,5e647ebb-4d00-4c8e-869e-0bd9415f5030,Export au format JSON,2015-10-19T08:13:43,wrong-file-format,,3 - search request,False,False,False,False,,,False,False,False
59591a32a3a7291dcf9c8103,interventions-regionales-en-faveur-du-logement-locatif-social-offre-nouvelle-aide-a-loperation-2014-a-2015,https://www.data.gouv.fr/fr/datasets/interventions-regionales-en-faveur-du-logement-locatif-social-offre-nouvelle-aide-a-loperation-2014-a-2015/,e9b018ac-90d6-4cfe-833d-c2b68b77ede5,Export au format CSV,2015-10-19T08:13:43,,region-ile-de-france,3 - search request,False,False,False,False,,,False,False,False
59591a32a3a7291dcf9c8103,interventions-regionales-en-faveur-du-logement-locatif-social-offre-nouvelle-aide-a-loperation-2014-a-2015,https://www.data.gouv.fr/fr/datasets/interventions-regionales-en-faveur-du-logement-locatif-social-offre-nouvelle-aide-a-loperation-2014-a-2015/,73751d6c-e614-436c-ac07-23a044a6bd8e,Export au format JSON,2015-10-19T08:13:43,wrong-file-format,,3 - search request,False,False,False,False,,,False,False,False
59591a32a3a7291dcf9c8103,interventions-regionales-en-faveur-du-logement-locatif-social-offre-nouvelle-aide-a-loperation-2014-a-2015,https://www.data.gouv.fr/fr/datasets/interventions-regionales-en-faveur-du-logement-locatif-social-offre-nouvelle-aide-a-loperation-2014-a-2015/,941cf78a-349a-46d1-95c6-cfc172ad608c,Export au format CSV,2015-10-19T08:13:43,,region-ile-de-france,3 - search request,False,False,False,False,,,False,False,False
56a1f78c88ee3873ca82241e,unites-de-methanisation-subventionnees-par-lademe-en-pays-de-la-loire,https://www.data.gouv.fr/fr/datasets/unites-de-methanisation-subventionnees-par-lademe-en-pays-de-la-loire/,549a2e14-44d6-45d5-bcee-622161f9f7c4,r_methanisation_p_r52 (export SHP/WGS-84),2021-01-20T06:40:04.730000,wrong-file-format,,3 - search request,False,False,False,False,,,False,False,False
56a1f78c88ee3873ca82241e,unites-de-methanisation-subventionnees-par-lademe-en-pays-de-la-loire,https://www.data.gouv.fr/fr/datasets/unites-de-methanisation-subventionnees-par-lademe-en-pays-de-la-loire/,fc2aa193-6d9b-4846-9f67-e7cb9f484c50,r_methanisation_p_r52 (export GeoJSON),2021-01-20T06:40:04.730000,wrong-file-format,,3 - search request,False,False,False,False,,,False,False,False
56a1f78c88ee3873ca82241e,unites-de-methanisation-subventionnees-par-lademe-en-pays-de-la-loire,https://www.data.gouv.fr/fr/datasets/unites-de-methanisation-subventionnees-par-lademe-en-pays-de-la-loire/,a46ad9d9-bbc5-4812-bfc4-b26281d3b2d9,r_methanisation_p_r52 (export SHP/WGS-84),2021-01-20T06:40:04.729000,wrong-file-format,,3 - search request,False,False,False,False,,,False,False,False
56a1f78c88ee3873ca82241e,unites-de-methanisation-subventionnees-par-lademe-en-pays-de-la-loire,https://www.data.gouv.fr/fr/datasets/unites-de-methanisation-subventionnees-par-lademe-en-pays-de-la-loire/,d788e97b-ca6c-4954-9653-0e48f66e8ca4,r_methanisation_p_r52 (export GeoJSON),2021-01-20T06:40:04.729000,wrong-file-format,,3 - search request,False,False,False,False,,,False,False,False
