dataset_id,dataset_slug,dataset_page,resource_id,resource_title,resource_last_modified,error_type,organization_or_owner,resource_found_by,is_valid_v_1.1.0,is_valid_v_2.0.0,is_valid_v_2.0.1,is_valid_one_version,initial_schema_version,most_recent_valid_version,is_schema_version_to_update,is_schema_to_add,is_schema_to_drop
602e86c4f234346ab9e623f9,subventions-aux-associations-de-la-ville-de-bauge-en-anjou-de-2018-a-2020,https://www.data.gouv.fr/fr/datasets/subventions-aux-associations-de-la-ville-de-bauge-en-anjou-de-2018-a-2020/,8ca8e603-0f80-4714-8ef0-1ec9e0b13301,Fiche_descriptive-Baugé-en-Anjou_Subventions_associations_2018-2020,2021-02-18T16:29:36.231000,wrong-file-format,,1 - schema request,False,False,False,False,,,False,False,True
605ca40259a2726526d76426,contributions-et-subventions-2020-1,https://www.data.gouv.fr/fr/datasets/contributions-et-subventions-2020-1/,79bd60f0-3889-4a0d-b490-2742300964ce,donnees-subvention-ccismn-2020.xlsx,2021-03-25T15:54:22.821000,wrong-file-format,,1 - schema request,False,False,False,False,,,False,False,True
5e7b6aea4923cb66b8978c02,donnees-essentielles-de-conventions-de-subvention-attribuees-par-la-ville-dantibes,https://www.data.gouv.fr/fr/datasets/donnees-essentielles-de-conventions-de-subvention-attribuees-par-la-ville-dantibes/,d4d78089-f218-40b6-a86a-d7cc4e624b0c,antibes-subventions-2017.csv,2020-03-25T15:30:18.356000,,ville-dantibes,1 - schema request,False,False,False,False,,,False,False,True
5e7b6aea4923cb66b8978c02,donnees-essentielles-de-conventions-de-subvention-attribuees-par-la-ville-dantibes,https://www.data.gouv.fr/fr/datasets/donnees-essentielles-de-conventions-de-subvention-attribuees-par-la-ville-dantibes/,e59a0551-ffb7-4ac6-968c-6232a38f1cda,antibes-subventions-2018.csv,2020-03-25T15:30:53.477000,,ville-dantibes,1 - schema request,False,False,False,False,,,False,False,True
5e7b6aea4923cb66b8978c02,donnees-essentielles-de-conventions-de-subvention-attribuees-par-la-ville-dantibes,https://www.data.gouv.fr/fr/datasets/donnees-essentielles-de-conventions-de-subvention-attribuees-par-la-ville-dantibes/,1d18e7d8-5385-43af-a1a0-ea3260f924c8,antibes-subventions-2018.xls,2020-03-25T15:31:08.618000,wrong-file-format,,1 - schema request,False,False,False,False,,,False,False,True
5e7b6aea4923cb66b8978c02,donnees-essentielles-de-conventions-de-subvention-attribuees-par-la-ville-dantibes,https://www.data.gouv.fr/fr/datasets/donnees-essentielles-de-conventions-de-subvention-attribuees-par-la-ville-dantibes/,5ebf2253-f792-4fef-8469-d8713eeb0019,antibes-subventions-2019.xls,2020-07-06T14:52:18.127000,wrong-file-format,,1 - schema request,False,False,False,False,,,False,False,True
5e7b6aea4923cb66b8978c02,donnees-essentielles-de-conventions-de-subvention-attribuees-par-la-ville-dantibes,https://www.data.gouv.fr/fr/datasets/donnees-essentielles-de-conventions-de-subvention-attribuees-par-la-ville-dantibes/,ea21eb2a-68a5-4710-adde-58c9dda1500d,antibes-subventions-2019.csv,2020-07-06T14:52:25.637000,,ville-dantibes,1 - schema request,False,False,False,False,,,False,False,True
5e7b6aea4923cb66b8978c02,donnees-essentielles-de-conventions-de-subvention-attribuees-par-la-ville-dantibes,https://www.data.gouv.fr/fr/datasets/donnees-essentielles-de-conventions-de-subvention-attribuees-par-la-ville-dantibes/,72700b3a-4975-4a18-9aa7-b2e0485e5442,antibes-subventions-2020.xls,2021-01-15T16:46:19.842000,wrong-file-format,,1 - schema request,False,False,False,False,,,False,False,True
5e7b6aea4923cb66b8978c02,donnees-essentielles-de-conventions-de-subvention-attribuees-par-la-ville-dantibes,https://www.data.gouv.fr/fr/datasets/donnees-essentielles-de-conventions-de-subvention-attribuees-par-la-ville-dantibes/,b753ca5b-36e2-426b-804a-acb72f20993d,antibes-subventions-2020.csv,2021-01-15T16:46:07.897000,,ville-dantibes,1 - schema request,False,False,False,False,,,False,False,True
5e7b6aea4923cb66b8978c02,donnees-essentielles-de-conventions-de-subvention-attribuees-par-la-ville-dantibes,https://www.data.gouv.fr/fr/datasets/donnees-essentielles-de-conventions-de-subvention-attribuees-par-la-ville-dantibes/,4c5ccecd-62aa-4005-a4be-3ffc224bd5ea,antibes-subventions-2017.xls,2020-03-25T15:30:38.326000,wrong-file-format,,1 - schema request,False,False,False,False,,,False,False,True
5e7b6aea4923cb66b8978c02,donnees-essentielles-de-conventions-de-subvention-attribuees-par-la-ville-dantibes,https://www.data.gouv.fr/fr/datasets/donnees-essentielles-de-conventions-de-subvention-attribuees-par-la-ville-dantibes/,f394239a-821c-48fc-83f7-f77d0978e25f,antibes-subventions-2021.csv,2021-05-21T11:13:59.679000,,ville-dantibes,1 - schema request,False,False,False,False,,,False,False,True
602e98a5aac2a75db08c321b,subventions-liees-au-confinement-covid-19-pays-de-mormal-2020-1,https://www.data.gouv.fr/fr/datasets/subventions-liees-au-confinement-covid-19-pays-de-mormal-2020-1/,6c635db7-0d89-4166-aa81-4d5b69705a8e,subventions.csv,2021-02-18T17:41:47.052000,,pays-de-mormal,1 - schema request,False,False,False,False,,,False,False,True
60a4d04249cee321deb999f5,subventions-2017-du-departement-de-la-dordogne,https://www.data.gouv.fr/fr/datasets/subventions-2017-du-departement-de-la-dordogne/,74273342-0805-4ac8-8c80-e84c78f989c9,cd24-subventions-2017.csv,2021-05-19T10:46:30.807000,,conseil-departemental-de-la-dordogne-1,1 - schema request,False,False,False,False,,,False,False,True
60a4ce953b59a8be1c2bc5d8,subventions-2019-du-departement-de-la-dordogne,https://www.data.gouv.fr/fr/datasets/subventions-2019-du-departement-de-la-dordogne/,17273ac9-3c2d-4a90-95a9-4c817368d4ca,cd24-subventions-2019.csv,2021-05-19T10:39:33.609000,,conseil-departemental-de-la-dordogne-1,1 - schema request,False,False,False,False,,,False,False,True
6062e4e62fa99079ae69e3d3,donnees-essentielles-conventions-subventions-2018,https://www.data.gouv.fr/fr/datasets/donnees-essentielles-conventions-subventions-2018/,9bbfc539-eb00-4594-91b2-a5ecb1dcfa1e,2018-donnees-essentielles.csv,2021-03-30T11:23:03.638000,,departement-de-la-loire,1 - schema request,False,False,False,False,,,False,False,True
60a4cf597671a6cae09e4855,subventions-2018-du-departement-de-la-dordogne,https://www.data.gouv.fr/fr/datasets/subventions-2018-du-departement-de-la-dordogne/,2ae5c8ac-aec2-4f1f-9ba9-b019afad33c1,cd24-subventions-2018.csv,2021-05-19T10:42:38.893000,,conseil-departemental-de-la-dordogne-1,1 - schema request,False,False,False,False,,,False,False,True
602e86c4f234346ab9e623f9,subventions-aux-associations-de-la-ville-de-bauge-en-anjou-de-2018-a-2020,https://www.data.gouv.fr/fr/datasets/subventions-aux-associations-de-la-ville-de-bauge-en-anjou-de-2018-a-2020/,ff229448-2bf5-4db7-9847-5952a1f63405,Baugé-en-Anjou_Subventions_associations_2018-2020,2021-02-18T16:26:35.686000,,bauge-en-anjou,1 - schema request,False,False,False,False,,,False,False,True
5e7b6aea4923cb66b8978c02,donnees-essentielles-de-conventions-de-subvention-attribuees-par-la-ville-dantibes,https://www.data.gouv.fr/fr/datasets/donnees-essentielles-de-conventions-de-subvention-attribuees-par-la-ville-dantibes/,4e357095-fef6-4901-8731-0684069bcb97,antibes-subventions-2021.xls,2021-05-21T11:13:51.911000,wrong-file-format,,1 - schema request,False,False,False,False,,,False,False,True
59591ad7a3a7291dd09c80f6,developpement-des-terrains-synthetiques-de-grands-jeux,https://www.data.gouv.fr/fr/datasets/developpement-des-terrains-synthetiques-de-grands-jeux/,1252d535-bed4-44d3-ba48-47df10291ab0,Export au format GeoJSON,2013-05-30T01:41:13,wrong-file-format,,3 - search request,False,False,False,False,,,False,False,False
59591ad7a3a7291dd09c80f6,developpement-des-terrains-synthetiques-de-grands-jeux,https://www.data.gouv.fr/fr/datasets/developpement-des-terrains-synthetiques-de-grands-jeux/,08df28d9-c968-4014-9857-46da767227b7,Export au format Shapefile,2013-05-30T01:41:13,wrong-file-format,,3 - search request,False,False,False,False,,,False,False,False
59591ad7a3a7291dd09c80f6,developpement-des-terrains-synthetiques-de-grands-jeux,https://www.data.gouv.fr/fr/datasets/developpement-des-terrains-synthetiques-de-grands-jeux/,99614ebf-6bbf-457d-8e05-0c409a4dfa4d,Export au format CSV,2013-05-30T01:41:13,,region-ile-de-france,3 - search request,False,False,False,False,,,False,False,False
59591ad7a3a7291dd09c80f6,developpement-des-terrains-synthetiques-de-grands-jeux,https://www.data.gouv.fr/fr/datasets/developpement-des-terrains-synthetiques-de-grands-jeux/,e26f634b-a88a-4a17-8c79-887b3da75561,Export au format JSON,2013-05-30T01:41:13,wrong-file-format,,3 - search request,False,False,False,False,,,False,False,False
59591ad7a3a7291dd09c80f6,developpement-des-terrains-synthetiques-de-grands-jeux,https://www.data.gouv.fr/fr/datasets/developpement-des-terrains-synthetiques-de-grands-jeux/,07b76317-a3d2-41d2-9c1a-211ee7008a4f,Export au format GeoJSON,2013-05-30T01:41:13,wrong-file-format,,3 - search request,False,False,False,False,,,False,False,False
59591ad7a3a7291dd09c80f6,developpement-des-terrains-synthetiques-de-grands-jeux,https://www.data.gouv.fr/fr/datasets/developpement-des-terrains-synthetiques-de-grands-jeux/,adfd3d3d-0896-416b-a6c8-349e6c55314f,Export au format Shapefile,2013-05-30T01:41:13,wrong-file-format,,3 - search request,False,False,False,False,,,False,False,False
5369a02da3a729239d2062df,soutien-aux-evenements-et-manifestations-sportives-2012-idf,https://www.data.gouv.fr/fr/datasets/soutien-aux-evenements-et-manifestations-sportives-2012-idf/,9528e592-667f-49d0-bbe1-a45168901bd7,Fichier CSV,2014-04-22T07:42:00.803000,,region-ile-de-france,3 - search request,False,False,False,False,,,False,False,False
5369a02da3a729239d2062dd,soutien-aux-evenements-et-manifestations-sportives-2010-idf,https://www.data.gouv.fr/fr/datasets/soutien-aux-evenements-et-manifestations-sportives-2010-idf/,4d42848b-68a0-4826-ad9d-f3dc6a27b631,Fichier JSON,2014-04-22T07:36:21.559000,wrong-file-format,,3 - search request,False,False,False,False,,,False,False,False
5369a02da3a729239d2062dd,soutien-aux-evenements-et-manifestations-sportives-2010-idf,https://www.data.gouv.fr/fr/datasets/soutien-aux-evenements-et-manifestations-sportives-2010-idf/,8ead84bc-1ca6-4279-bbe8-8031528af641,Fichier XLS,2014-04-22T07:36:21.559000,wrong-file-format,,3 - search request,False,False,False,False,,,False,False,False
5369a02da3a729239d2062df,soutien-aux-evenements-et-manifestations-sportives-2012-idf,https://www.data.gouv.fr/fr/datasets/soutien-aux-evenements-et-manifestations-sportives-2012-idf/,70937608-94ab-4ca4-afbf-c5da39d99cd5,Fichier JSON,2014-04-22T07:42:00.803000,wrong-file-format,,3 - search request,False,False,False,False,,,False,False,False
5369a02da3a729239d2062df,soutien-aux-evenements-et-manifestations-sportives-2012-idf,https://www.data.gouv.fr/fr/datasets/soutien-aux-evenements-et-manifestations-sportives-2012-idf/,51a03b49-f693-43f6-bf43-31969b8cd128,Fichier XLS,2014-04-22T07:42:00.803000,wrong-file-format,,3 - search request,False,False,False,False,,,False,False,False
59591ad7a3a7291dd09c80f6,developpement-des-terrains-synthetiques-de-grands-jeux,https://www.data.gouv.fr/fr/datasets/developpement-des-terrains-synthetiques-de-grands-jeux/,a3252c9c-2ac1-4744-8d43-0cc4c31e7a1e,Export au format JSON,2013-05-30T01:41:13,wrong-file-format,,3 - search request,False,False,False,False,,,False,False,False
5369a02da3a729239d2062dd,soutien-aux-evenements-et-manifestations-sportives-2010-idf,https://www.data.gouv.fr/fr/datasets/soutien-aux-evenements-et-manifestations-sportives-2010-idf/,38758e09-f051-45c2-9d31-9415b7cca260,Fichier CSV,2014-04-22T07:36:21.559000,,region-ile-de-france,3 - search request,False,False,False,False,,,False,False,False
59591ad7a3a7291dd09c80f6,developpement-des-terrains-synthetiques-de-grands-jeux,https://www.data.gouv.fr/fr/datasets/developpement-des-terrains-synthetiques-de-grands-jeux/,abab0b80-9e70-4b8f-a1a8-94c547c598d5,Export au format CSV,2013-05-30T01:41:13,,region-ile-de-france,3 - search request,False,False,False,False,,,False,False,False
595915f3a3a7291dcf9c807e,centres-de-formation-du-secteur-social-finances-par-la-region,https://www.data.gouv.fr/fr/datasets/centres-de-formation-du-secteur-social-finances-par-la-region/,e40d0743-d5ce-45f3-8564-a9dbb4825e44,Export au format GeoJSON,2013-05-30T01:41:13,wrong-file-format,,3 - search request,False,False,False,False,,,False,False,False
5369a02da3a729239d2062de,soutien-aux-evenements-et-manifestations-sportives-2011-idf,https://www.data.gouv.fr/fr/datasets/soutien-aux-evenements-et-manifestations-sportives-2011-idf/,35358eac-e5e9-4de5-b18d-74a093692c3a,Fichier JSON,2014-04-22T07:33:19.625000,wrong-file-format,,3 - search request,False,False,False,False,,,False,False,False
5369a02da3a729239d2062de,soutien-aux-evenements-et-manifestations-sportives-2011-idf,https://www.data.gouv.fr/fr/datasets/soutien-aux-evenements-et-manifestations-sportives-2011-idf/,f8cbe9fe-0d2b-435a-9861-b60d0cc294af,Fichier CSV,2014-04-22T07:33:19.625000,,region-ile-de-france,3 - search request,False,False,False,False,,,False,False,False
53699058a3a729239d2039a2,centres-de-formation-du-secteur-social-finances-par-la-region-idf,https://www.data.gouv.fr/fr/datasets/centres-de-formation-du-secteur-social-finances-par-la-region-idf/,7923f7a4-8440-492c-b372-cd0207fa4cf5,Fichier SHAPEFILE,2014-04-22T07:35:01.725000,wrong-file-format,,3 - search request,False,False,False,False,,,False,False,False
53699058a3a729239d2039a2,centres-de-formation-du-secteur-social-finances-par-la-region-idf,https://www.data.gouv.fr/fr/datasets/centres-de-formation-du-secteur-social-finances-par-la-region-idf/,5a63942b-06e9-4b9a-9a89-d22863be9d75,Fichier XLS,2014-04-22T07:35:01.725000,wrong-file-format,,3 - search request,False,False,False,False,,,False,False,False
53699058a3a729239d2039a2,centres-de-formation-du-secteur-social-finances-par-la-region-idf,https://www.data.gouv.fr/fr/datasets/centres-de-formation-du-secteur-social-finances-par-la-region-idf/,506dbd72-1c5e-47b9-944f-7d8a819b6753,Fichier JSON,2014-04-22T07:35:01.725000,wrong-file-format,,3 - search request,False,False,False,False,,,False,False,False
53699058a3a729239d2039a2,centres-de-formation-du-secteur-social-finances-par-la-region-idf,https://www.data.gouv.fr/fr/datasets/centres-de-formation-du-secteur-social-finances-par-la-region-idf/,54e77490-8737-439a-b00f-6d75ace33f63,Fichier CSV,2014-04-22T07:35:01.725000,,region-ile-de-france,3 - search request,False,False,False,False,,,False,False,False
595915f3a3a7291dcf9c807e,centres-de-formation-du-secteur-social-finances-par-la-region,https://www.data.gouv.fr/fr/datasets/centres-de-formation-du-secteur-social-finances-par-la-region/,7963b615-8420-4021-8905-07824b6b2d1a,Export au format Shapefile,2013-05-30T01:41:13,wrong-file-format,,3 - search request,False,False,False,False,,,False,False,False
59591adea3a7291dcf9c811a,soutien-aux-evenements-et-manifestations-sportives-2011,https://www.data.gouv.fr/fr/datasets/soutien-aux-evenements-et-manifestations-sportives-2011/,c18044ac-977b-4ae4-94de-de44a2a24f25,Export au format CSV,2013-05-30T05:24:23,,region-ile-de-france,3 - search request,False,False,False,False,,,False,False,False
595915f3a3a7291dcf9c807e,centres-de-formation-du-secteur-social-finances-par-la-region,https://www.data.gouv.fr/fr/datasets/centres-de-formation-du-secteur-social-finances-par-la-region/,6adc62db-5381-484f-9dd0-d8fbc6fdd2aa,Export au format JSON,2013-05-30T01:41:13,wrong-file-format,,3 - search request,False,False,False,False,,,False,False,False
595915f3a3a7291dcf9c807e,centres-de-formation-du-secteur-social-finances-par-la-region,https://www.data.gouv.fr/fr/datasets/centres-de-formation-du-secteur-social-finances-par-la-region/,256bac9a-9d06-4fe6-9b47-bc61b0950936,Export au format CSV,2013-05-30T01:41:13,,region-ile-de-france,3 - search request,False,False,False,False,,,False,False,False
595915f3a3a7291dcf9c807e,centres-de-formation-du-secteur-social-finances-par-la-region,https://www.data.gouv.fr/fr/datasets/centres-de-formation-du-secteur-social-finances-par-la-region/,f88a0df5-a4d7-4633-87b7-526f00c5da47,Export au format Shapefile,2013-05-30T01:41:13,wrong-file-format,,3 - search request,False,False,False,False,,,False,False,False
595915f3a3a7291dcf9c807e,centres-de-formation-du-secteur-social-finances-par-la-region,https://www.data.gouv.fr/fr/datasets/centres-de-formation-du-secteur-social-finances-par-la-region/,de9e4a76-4e62-4125-8831-2b2e0d6d70ae,Export au format GeoJSON,2013-05-30T01:41:13,wrong-file-format,,3 - search request,False,False,False,False,,,False,False,False
595915f3a3a7291dcf9c807e,centres-de-formation-du-secteur-social-finances-par-la-region,https://www.data.gouv.fr/fr/datasets/centres-de-formation-du-secteur-social-finances-par-la-region/,00a35d6f-dd92-400c-8403-490cd83a9d81,Export au format JSON,2013-05-30T01:41:13,wrong-file-format,,3 - search request,False,False,False,False,,,False,False,False
5369a02da3a729239d2062de,soutien-aux-evenements-et-manifestations-sportives-2011-idf,https://www.data.gouv.fr/fr/datasets/soutien-aux-evenements-et-manifestations-sportives-2011-idf/,0cc05f45-e124-4241-aae0-646c3cf9318d,Fichier XLS,2014-04-22T07:33:19.625000,wrong-file-format,,3 - search request,False,False,False,False,,,False,False,False
59591adea3a7291dcf9c811a,soutien-aux-evenements-et-manifestations-sportives-2011,https://www.data.gouv.fr/fr/datasets/soutien-aux-evenements-et-manifestations-sportives-2011/,0b02e6a3-73f7-4a30-82c6-890f6caad3bf,Export au format JSON,2013-05-30T05:24:23,wrong-file-format,,3 - search request,False,False,False,False,,,False,False,False
5959160ea3a7291dcf9c8082,soutien-aux-evenements-et-manifestations-sportives-2012,https://www.data.gouv.fr/fr/datasets/soutien-aux-evenements-et-manifestations-sportives-2012/,809c19d3-b387-4cbd-966d-0e4080dcf44d,Export au format JSON,2013-05-30T01:41:14,wrong-file-format,,3 - search request,False,False,False,False,,,False,False,False
59591adea3a7291dcf9c811a,soutien-aux-evenements-et-manifestations-sportives-2011,https://www.data.gouv.fr/fr/datasets/soutien-aux-evenements-et-manifestations-sportives-2011/,c912ab71-54cf-4c34-b47f-175780d535a6,Export au format JSON,2013-05-30T05:24:23,wrong-file-format,,3 - search request,False,False,False,False,,,False,False,False
56cc6d6988ee385864fa79d0,referentiel-de-donnees-marches-publics,https://www.data.gouv.fr/fr/datasets/referentiel-de-donnees-marches-publics/,f3de85d9-9b9d-4dfb-9053-23571dd89d82,Schéma XML pour les marchés et les concessions (v1.4),2020-05-20T11:26:37.503000,wrong-file-format,,3 - search request,False,False,False,False,,,False,False,False
56cc6d6988ee385864fa79d0,referentiel-de-donnees-marches-publics,https://www.data.gouv.fr/fr/datasets/referentiel-de-donnees-marches-publics/,5ce06412-b8f5-41eb-86ab-91b9ea50f7b7,Schéma JSON pour les marchés et concessions (v1.4),2020-05-20T11:23:31.444000,wrong-file-format,,3 - search request,False,False,False,False,,,False,False,False
56cc6d6988ee385864fa79d0,referentiel-de-donnees-marches-publics,https://www.data.gouv.fr/fr/datasets/referentiel-de-donnees-marches-publics/,9b5e3b11-fabd-4dbf-ac2f-413cc2e93ea7,Schéma XML pour les marchés et les concessions (v1.5),2020-05-20T11:27:39.996000,wrong-file-format,,3 - search request,False,False,False,False,,,False,False,False
56cc6d6988ee385864fa79d0,referentiel-de-donnees-marches-publics,https://www.data.gouv.fr/fr/datasets/referentiel-de-donnees-marches-publics/,a2781303-91c9-49f7-91f4-a89b4b4c19dd,Schéma JSON pour les marchés et concessions (v1.5),2020-05-20T11:21:12.558000,wrong-file-format,,3 - search request,False,False,False,False,,,False,False,False
56cc6d6988ee385864fa79d0,referentiel-de-donnees-marches-publics,https://www.data.gouv.fr/fr/datasets/referentiel-de-donnees-marches-publics/,09fadcf3-054c-4099-85e8-468314cbe278,"Documentation, schémas, exemples",2020-05-19T10:58:14.709000,wrong-file-format,,3 - search request,False,False,False,False,,,False,False,False
5b6067239ce2e73938a40d9e,aide-aux-investissements-immobiliers-dentreprise-en-loire-atlantique-de-2008-a-2013,https://www.data.gouv.fr/fr/datasets/aide-aux-investissements-immobiliers-dentreprise-en-loire-atlantique-de-2008-a-2013/,db312c6f-8642-4812-baed-c72d2523789d,Export au format JSON,2021-06-09T09:09:27,wrong-file-format,,3 - search request,False,False,False,False,,,False,False,False
5b6067239ce2e73938a40d9e,aide-aux-investissements-immobiliers-dentreprise-en-loire-atlantique-de-2008-a-2013,https://www.data.gouv.fr/fr/datasets/aide-aux-investissements-immobiliers-dentreprise-en-loire-atlantique-de-2008-a-2013/,263ad553-aec1-45a2-b90b-c8677dec2401,Export au format CSV,2021-06-09T09:09:27,,departement-de-loire-atlantique,3 - search request,False,False,False,False,,,False,False,False
586dae73a3a7290df6f4be9f,indicateurs-des-contrats-h2020-par-pays-2014-2020-1,https://www.data.gouv.fr/fr/datasets/indicateurs-des-contrats-h2020-par-pays-2014-2020-1/,26597416-fefd-4fdd-a9ef-b1fa4cfc81fa,fr-esr-h2020_pcri-pays_descriptif.docx,2021-04-28T15:18:31,wrong-file-format,,3 - search request,False,False,False,False,,,False,False,False
586dae73a3a7290df6f4be9f,indicateurs-des-contrats-h2020-par-pays-2014-2020-1,https://www.data.gouv.fr/fr/datasets/indicateurs-des-contrats-h2020-par-pays-2014-2020-1/,1a3a9290-5216-4933-96ff-1d49ee6997b4,Export au format Shapefile,2021-04-28T15:18:31,wrong-file-format,,3 - search request,False,False,False,False,,,False,False,False
586dae73a3a7290df6f4be9f,indicateurs-des-contrats-h2020-par-pays-2014-2020-1,https://www.data.gouv.fr/fr/datasets/indicateurs-des-contrats-h2020-par-pays-2014-2020-1/,171f864c-c1da-4098-a498-4b092d68cced,Export au format GeoJSON,2021-04-28T15:18:31,wrong-file-format,,3 - search request,False,False,False,False,,,False,False,False
586dae73a3a7290df6f4be9f,indicateurs-des-contrats-h2020-par-pays-2014-2020-1,https://www.data.gouv.fr/fr/datasets/indicateurs-des-contrats-h2020-par-pays-2014-2020-1/,9194b939-2d9f-4f34-8fc3-0ea9461d34d5,Export au format JSON,2021-04-28T15:18:31,wrong-file-format,,3 - search request,False,False,False,False,,,False,False,False
586dae73a3a7290df6f4be9f,indicateurs-des-contrats-h2020-par-pays-2014-2020-1,https://www.data.gouv.fr/fr/datasets/indicateurs-des-contrats-h2020-par-pays-2014-2020-1/,bf00ac7f-3ba4-473a-a57b-6a15beb8ea45,Export au format CSV,2021-04-28T15:18:31,,enseignement-superieur-et-recherche,3 - search request,False,False,False,False,,,False,False,False
586dae73a3a7290df6f4be9f,indicateurs-des-contrats-h2020-par-pays-2014-2020-1,https://www.data.gouv.fr/fr/datasets/indicateurs-des-contrats-h2020-par-pays-2014-2020-1/,b8219ecf-a0e3-4470-a3a0-85a335e121a4,Export au format Shapefile,2017-12-07T15:22:46,wrong-file-format,,3 - search request,False,False,False,False,,,False,False,False
586dae73a3a7290df6f4be9f,indicateurs-des-contrats-h2020-par-pays-2014-2020-1,https://www.data.gouv.fr/fr/datasets/indicateurs-des-contrats-h2020-par-pays-2014-2020-1/,47142c80-2e38-4b36-8d66-3f87c2fcbdcb,Export au format GeoJSON,2017-12-07T15:22:46,wrong-file-format,,3 - search request,False,False,False,False,,,False,False,False
586dae73a3a7290df6f4be9f,indicateurs-des-contrats-h2020-par-pays-2014-2020-1,https://www.data.gouv.fr/fr/datasets/indicateurs-des-contrats-h2020-par-pays-2014-2020-1/,094dc0d5-c9d7-47a0-9e95-f92086c1eaea,Export au format JSON,2017-12-07T15:22:46,wrong-file-format,,3 - search request,False,False,False,False,,,False,False,False
586dae73a3a7290df6f4be9f,indicateurs-des-contrats-h2020-par-pays-2014-2020-1,https://www.data.gouv.fr/fr/datasets/indicateurs-des-contrats-h2020-par-pays-2014-2020-1/,bb9589f8-96a3-406e-9b40-85ac55c8306e,Export au format CSV,2017-12-07T15:22:46,,enseignement-superieur-et-recherche,3 - search request,False,False,False,False,,,False,False,False
595915efa3a7291dd09c8059,soutien-aux-evenements-et-manifestations-sportives-2010,https://www.data.gouv.fr/fr/datasets/soutien-aux-evenements-et-manifestations-sportives-2010/,c6703a67-484f-4bbf-a7cd-02f6318de254,Export au format JSON,2013-05-30T01:41:13,wrong-file-format,,3 - search request,False,False,False,False,,,False,False,False
595915efa3a7291dd09c8059,soutien-aux-evenements-et-manifestations-sportives-2010,https://www.data.gouv.fr/fr/datasets/soutien-aux-evenements-et-manifestations-sportives-2010/,4dd9f043-b2cd-4e2f-90d2-a04b02729ae5,Export au format CSV,2013-05-30T01:41:13,,region-ile-de-france,3 - search request,False,False,False,False,,,False,False,False
595915efa3a7291dd09c8059,soutien-aux-evenements-et-manifestations-sportives-2010,https://www.data.gouv.fr/fr/datasets/soutien-aux-evenements-et-manifestations-sportives-2010/,236e2a8f-1bb6-4dd6-bc69-62df22524600,Export au format JSON,2013-05-30T01:41:13,wrong-file-format,,3 - search request,False,False,False,False,,,False,False,False
595915efa3a7291dd09c8059,soutien-aux-evenements-et-manifestations-sportives-2010,https://www.data.gouv.fr/fr/datasets/soutien-aux-evenements-et-manifestations-sportives-2010/,51adf485-842a-420f-bca6-582c89730e55,Export au format CSV,2013-05-30T01:41:13,,region-ile-de-france,3 - search request,False,False,False,False,,,False,False,False
5959160ea3a7291dcf9c8082,soutien-aux-evenements-et-manifestations-sportives-2012,https://www.data.gouv.fr/fr/datasets/soutien-aux-evenements-et-manifestations-sportives-2012/,34352996-2bc7-4a74-a88e-7b510c1e5192,Export au format JSON,2013-05-30T01:41:14,wrong-file-format,,3 - search request,False,False,False,False,,,False,False,False
5959160ea3a7291dcf9c8082,soutien-aux-evenements-et-manifestations-sportives-2012,https://www.data.gouv.fr/fr/datasets/soutien-aux-evenements-et-manifestations-sportives-2012/,c0c04374-669d-466c-ab93-2a981a61b8c1,Export au format CSV,2013-05-30T01:41:14,,region-ile-de-france,3 - search request,False,False,False,False,,,False,False,False
595915f3a3a7291dcf9c807e,centres-de-formation-du-secteur-social-finances-par-la-region,https://www.data.gouv.fr/fr/datasets/centres-de-formation-du-secteur-social-finances-par-la-region/,1fff3cf4-2913-4d25-8951-1ae8b08e66c6,Export au format CSV,2013-05-30T01:41:13,,region-ile-de-france,3 - search request,False,False,False,False,,,False,False,False
5959160ea3a7291dcf9c8082,soutien-aux-evenements-et-manifestations-sportives-2012,https://www.data.gouv.fr/fr/datasets/soutien-aux-evenements-et-manifestations-sportives-2012/,57fad39c-1972-4d94-bf47-2950a858cb45,Export au format CSV,2013-05-30T01:41:14,,region-ile-de-france,3 - search request,False,False,False,False,,,False,False,False
536992e1a3a729239d20403a,developpement-des-terrains-synthetiques-de-grands-jeux-idf,https://www.data.gouv.fr/fr/datasets/developpement-des-terrains-synthetiques-de-grands-jeux-idf/,42955805-0f9b-444a-b047-4be6d26cdf7d,Fichier SHAPEFILE,2014-04-22T07:37:10.296000,wrong-file-format,,3 - search request,False,False,False,False,,,False,False,False
536992e1a3a729239d20403a,developpement-des-terrains-synthetiques-de-grands-jeux-idf,https://www.data.gouv.fr/fr/datasets/developpement-des-terrains-synthetiques-de-grands-jeux-idf/,8787ddb8-7ef4-4018-9b89-58236bb05f32,Fichier XLS,2014-04-22T07:37:10.296000,wrong-file-format,,3 - search request,False,False,False,False,,,False,False,False
536992e1a3a729239d20403a,developpement-des-terrains-synthetiques-de-grands-jeux-idf,https://www.data.gouv.fr/fr/datasets/developpement-des-terrains-synthetiques-de-grands-jeux-idf/,5ecc4e1a-51be-4e00-9cf9-2b68876ead90,Fichier JSON,2014-04-22T07:37:10.296000,wrong-file-format,,3 - search request,False,False,False,False,,,False,False,False
