coll_nom,coll_siret,nature de la plage,plage en régie,COLL_NOM,COLL_SIRET,NOM,STATUT,REGIE,NUMERO_VOIE,NOM_VOIE,CODE_POSTAL,LIEU,ACCES_HANDICAP,LABEL_ HANDIPLAGE,EQUIPEMENTS,KIOSQUE VENTE A EMPORTER,INTERNET,DAT_DER_MAJ,last_modified,datagouv_resource_id,Geo Point,Geo Shape,Code Officiel Région,Code Officiel Département,Code Officiel Commune / Arrondissement Municipal,Code Officiel IRIS,Année,Type,Qualité du géocodage,Description,Catégorie,Nom Officiel Région,Nom Officiel Département,Nom Officiel EPCI,Nom Officiel Commune / Arrondissement Municipal,Code Iso 3166-3 Zone,Code Officiel EPCI
null,null,null,null,null,21760255600011,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-19T09:30:48.407000,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,"50.0552699165,1.4099100003","{""type"": ""MultiPoint"", ""coordinates"": [[1.409910000301221, 50.055269916516444]]}",28,76,76255,762550101,2019,F107,Bonne,Athlétisme,"Sports, loisirs et culture",Normandie,Seine-Maritime,CC des Villes Soeurs,Eu,FXX,247600588
null,null,null,null,null,21760255600011,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-19T09:30:48.407000,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,"50.0444955916,1.40557327481","{""type"": ""MultiPoint"", ""coordinates"": [[1.405573274813778, 50.044495591629435]]}",28,76,76255,762550102,2019,D242,Bonne,Diététicien,Santé,Normandie,Seine-Maritime,CC des Villes Soeurs,Eu,FXX,247600588
null,null,null,null,null,21760255600011,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-19T09:30:48.407000,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,"50.050858268,1.42040124227","{""type"": ""MultiPoint"", ""coordinates"": [[1.420401242269756, 50.05085826801486]]}",28,76,76255,762550101,2019,B303,Bonne,Magasin d'équipements du foyer,Commerces,Normandie,Seine-Maritime,CC des Villes Soeurs,Eu,FXX,247600588
null,null,null,null,null,21760255600011,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-19T09:30:48.407000,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,"50.0474392133,1.41913208098","{""type"": ""MultiPoint"", ""coordinates"": [[1.419132080976238, 50.047439213298965]]}",28,76,76255,762550101,2019,B310,Bonne,Parfumerie-Cosmétique,Commerces,Normandie,Seine-Maritime,CC des Villes Soeurs,Eu,FXX,247600588
null,null,null,null,null,21760255600011,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-19T09:30:48.407000,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,"50.0411506598,1.41157632984","{""type"": ""MultiPoint"", ""coordinates"": [[1.411576329843743, 50.04115065979693]]}",28,76,76255,762550102,2019,A501,Bonne,Coiffure,Services aux particuliers,Normandie,Seine-Maritime,CC des Villes Soeurs,Eu,FXX,247600588
null,null,null,null,null,21760255600011,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-19T09:30:48.407000,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,"50.0476965374,1.41932343482","{""type"": ""MultiPoint"", ""coordinates"": [[1.419323434817936, 50.047696537421054]]}",28,76,76255,762550101,2019,A203,Bonne,Banque-Caisse d'épargne,Services aux particuliers,Normandie,Seine-Maritime,CC des Villes Soeurs,Eu,FXX,247600588
null,null,null,null,null,21760255600011,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-19T09:30:48.407000,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,"50.0481848607,1.41897426935","{""type"": ""MultiPoint"", ""coordinates"": [[1.418974269352342, 50.048184860653265]]}",28,76,76255,762550101,2019,B202,Bonne,Épicerie,Commerces,Normandie,Seine-Maritime,CC des Villes Soeurs,Eu,FXX,247600588
null,null,null,null,null,21760255600011,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-19T09:30:48.407000,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,"50.0471542069,1.41910690385","{""type"": ""MultiPoint"", ""coordinates"": [[1.419106903848487, 50.04715420688933]]}",28,76,76255,762550101,2019,B203,Bonne,Boulangerie,Commerces,Normandie,Seine-Maritime,CC des Villes Soeurs,Eu,FXX,247600588
null,null,null,null,null,21760255600011,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-19T09:30:48.407000,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,"50.0473202455,1.41876064898","{""type"": ""MultiPoint"", ""coordinates"": [[1.418760648975958, 50.04732024546778]]}",28,76,76255,762550101,2019,A504,Bonne,Restaurant-Restauration rapide,Services aux particuliers,Normandie,Seine-Maritime,CC des Villes Soeurs,Eu,FXX,247600588
null,null,null,null,null,21760255600011,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-19T09:30:48.407000,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,"50.051123663,1.42180573717","{""type"": ""MultiPoint"", ""coordinates"": [[1.421805737172518, 50.05112366300662]]}",28,76,76255,762550101,2019,A205,Bonne,Pompes funèbres,Services aux particuliers,Normandie,Seine-Maritime,CC des Villes Soeurs,Eu,FXX,247600588
null,null,null,null,null,21760255600011,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-19T09:30:48.407000,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,"50.0472756614,1.41910689384","{""type"": ""MultiPoint"", ""coordinates"": [[1.419106893841354, 50.04727566141748]]}",28,76,76255,762550101,2019,A504,Bonne,Restaurant-Restauration rapide,Services aux particuliers,Normandie,Seine-Maritime,CC des Villes Soeurs,Eu,FXX,247600588
null,null,null,null,null,21760255600011,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-19T09:30:48.407000,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,"50.0484082847,1.41790244995","{""type"": ""MultiPoint"", ""coordinates"": [[1.417902449946604, 50.0484082846681]]}",28,76,76255,762550101,2019,A505,Mauvaise,Agence immobilière,Services aux particuliers,Normandie,Seine-Maritime,CC des Villes Soeurs,Eu,FXX,247600588
null,null,null,null,null,21760255600011,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-19T09:30:48.407000,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,"50.044456919,1.4225632743","{""type"": ""MultiPoint"", ""coordinates"": [[1.422563274297474, 50.04445691900415]]}",28,76,76255,762550101,2019,A502,Bonne,Vétérinaire,Services aux particuliers,Normandie,Seine-Maritime,CC des Villes Soeurs,Eu,FXX,247600588
null,null,null,null,null,21760255600011,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-19T09:30:48.407000,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,"50.0454685262,1.42394572705","{""type"": ""MultiPoint"", ""coordinates"": [[1.423945727051019, 50.04546852624885]]}",28,76,76255,762550101,2019,A403,Bonne,Menuisier charpentier serrurier,Services aux particuliers,Normandie,Seine-Maritime,CC des Villes Soeurs,Eu,FXX,247600588
null,null,null,null,null,21760255600011,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-19T09:30:48.407000,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,"50.0462777665,1.41971114083","{""type"": ""MultiPoint"", ""coordinates"": [[1.419711140828179, 50.04627776654904]]}",28,76,76255,762550101,2019,D221,Bonne,Chirurgien dentiste,Santé,Normandie,Seine-Maritime,CC des Villes Soeurs,Eu,FXX,247600588
null,null,null,null,null,21760255600011,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-19T09:30:48.407000,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,"50.0564109421,1.42213440011","{""type"": ""MultiPoint"", ""coordinates"": [[1.422134400108496, 50.056410942126895]]}",28,76,76255,762550103,2019,A403,Bonne,Menuisier charpentier serrurier,Services aux particuliers,Normandie,Seine-Maritime,CC des Villes Soeurs,Eu,FXX,247600588
null,null,null,null,null,21760255600011,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-19T09:30:48.407000,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,"50.0510122472,1.42061786959","{""type"": ""MultiPoint"", ""coordinates"": [[1.420617869594886, 50.05101224721091]]}",28,76,76255,762550101,2019,B302,Bonne,Magasin de vêtements,Commerces,Normandie,Seine-Maritime,CC des Villes Soeurs,Eu,FXX,247600588
null,null,null,null,null,21760255600011,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-19T09:30:48.407000,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,"50.0489992026,1.40788756147","{""type"": ""MultiPoint"", ""coordinates"": [[1.407887561468877, 50.04899920264336]]}",28,76,76255,762550101,2019,D604,Acceptable,Adultes handicapés : services d'aide,Santé,Normandie,Seine-Maritime,CC des Villes Soeurs,Eu,FXX,247600588
null,null,null,null,null,21760255600011,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-19T09:30:48.407000,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,"50.0506162994,1.42151357875","{""type"": ""MultiPoint"", ""coordinates"": [[1.421513578752242, 50.0506162993673]]}",28,76,76255,762550101,2019,D106,Bonne,Urgences,Santé,Normandie,Seine-Maritime,CC des Villes Soeurs,Eu,FXX,247600588
null,null,null,null,null,21760255600011,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-19T09:30:48.407000,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,"50.0517533424,1.4201695941","{""type"": ""MultiPoint"", ""coordinates"": [[1.420169594103513, 50.05175334241652]]}",28,76,76255,762550103,2019,D235,Mauvaise,Orthophoniste,Santé,Normandie,Seine-Maritime,CC des Villes Soeurs,Eu,FXX,247600588
null,null,null,null,null,21760255600011,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-19T09:30:48.407000,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,"50.0548221831,1.42234500867","{""type"": ""MultiPoint"", ""coordinates"": [[1.422345008674296, 50.05482218307674]]}",28,76,76255,762550103,2019,B202,Bonne,Épicerie,Commerces,Normandie,Seine-Maritime,CC des Villes Soeurs,Eu,FXX,247600588
null,null,null,null,null,21760255600011,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-19T09:30:48.407000,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,"50.0517450205,1.42167887877","{""type"": ""MultiPoint"", ""coordinates"": [[1.42167887877227, 50.05174502049971]]}",28,76,76255,762550101,2019,B315,Bonne,Magasin de matériel médical et orthopédique,Commerces,Normandie,Seine-Maritime,CC des Villes Soeurs,Eu,FXX,247600588
null,null,null,null,null,21760255600011,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-19T09:30:48.407000,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,"50.0444715264,1.41958202828","{""type"": ""MultiPoint"", ""coordinates"": [[1.419582028281381, 50.044471526409744]]}",28,76,76255,762550101,2019,B312,Bonne,Fleuriste-Jardinerie-Animalerie,Commerces,Normandie,Seine-Maritime,CC des Villes Soeurs,Eu,FXX,247600588
null,null,null,null,null,21760255600011,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-19T09:30:48.407000,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,"50.0577574331,1.4202780959","{""type"": ""MultiPoint"", ""coordinates"": [[1.42027809589967, 50.05775743306448]]}",28,76,76255,762550103,2019,A505,Bonne,Agence immobilière,Services aux particuliers,Normandie,Seine-Maritime,CC des Villes Soeurs,Eu,FXX,247600588
null,null,null,null,null,21760255600011,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-19T09:30:48.407000,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,"50.0557564176,1.42340503569","{""type"": ""MultiPoint"", ""coordinates"": [[1.423405035690718, 50.05575641760973]]}",28,76,76255,762550103,2019,A301,Bonne,Réparation automobile et de matériel agricole,Services aux particuliers,Normandie,Seine-Maritime,CC des Villes Soeurs,Eu,FXX,247600588
null,null,null,null,null,21760255600011,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-19T09:30:48.407000,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,"50.0524506984,1.39518131362","{""type"": ""MultiPoint"", ""coordinates"": [[1.395181313618471, 50.0524506983979]]}",28,76,76255,762550102,2019,A505,Bonne,Agence immobilière,Services aux particuliers,Normandie,Seine-Maritime,CC des Villes Soeurs,Eu,FXX,247600588
null,null,null,null,null,21760255600011,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-19T09:30:48.407000,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,"50.0502672328,1.42002980492","{""type"": ""MultiPoint"", ""coordinates"": [[1.420029804915745, 50.05026723281541]]}",28,76,76255,762550101,2019,B204,Bonne,Boucherie charcuterie,Commerces,Normandie,Seine-Maritime,CC des Villes Soeurs,Eu,FXX,247600588
null,null,null,null,null,21760255600011,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-19T09:30:48.407000,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,"50.0481807183,1.41941245399","{""type"": ""MultiPoint"", ""coordinates"": [[1.419412453988082, 50.04818071833709]]}",28,76,76255,762550101,2019,A501,Bonne,Coiffure,Services aux particuliers,Normandie,Seine-Maritime,CC des Villes Soeurs,Eu,FXX,247600588
null,null,null,null,null,21760255600011,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-19T09:30:48.407000,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,"50.0457115241,1.41200593435","{""type"": ""MultiPoint"", ""coordinates"": [[1.412005934354602, 50.04571152406844]]}",28,76,76255,762550102,2019,A505,Bonne,Agence immobilière,Services aux particuliers,Normandie,Seine-Maritime,CC des Villes Soeurs,Eu,FXX,247600588
null,null,null,null,null,21760255600011,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-19T09:30:48.407000,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,"50.0570281273,1.42653506718","{""type"": ""MultiPoint"", ""coordinates"": [[1.426535067176901, 50.0570281273254]]}",28,76,76255,762550103,2019,A504,Bonne,Restaurant-Restauration rapide,Services aux particuliers,Normandie,Seine-Maritime,CC des Villes Soeurs,Eu,FXX,247600588
null,null,null,null,null,21760255600011,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-19T09:30:48.407000,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,"50.045595519,1.41925413682","{""type"": ""MultiPoint"", ""coordinates"": [[1.419254136823061, 50.04559551904962]]}",28,76,76255,762550101,2019,B203,Bonne,Boulangerie,Commerces,Normandie,Seine-Maritime,CC des Villes Soeurs,Eu,FXX,247600588
null,null,null,null,null,21760255600011,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-19T09:30:48.407000,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,"50.0457944493,1.41953588324","{""type"": ""MultiPoint"", ""coordinates"": [[1.419535883241099, 50.04579444934337]]}",28,76,76255,762550101,2019,B203,Bonne,Boulangerie,Commerces,Normandie,Seine-Maritime,CC des Villes Soeurs,Eu,FXX,247600588
null,null,null,null,null,21760255600011,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-19T09:30:48.407000,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,"50.0444926599,1.42107581412","{""type"": ""MultiPoint"", ""coordinates"": [[1.421075814116402, 50.04449265991434]]}",28,76,76255,762550101,2019,A402,Bonne,Plâtrier peintre,Services aux particuliers,Normandie,Seine-Maritime,CC des Villes Soeurs,Eu,FXX,247600588
null,null,null,null,null,21760255600011,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-19T09:30:48.407000,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,"50.065112042,1.42371349335","{""type"": ""MultiPoint"", ""coordinates"": [[1.423713493354595, 50.06511204197898]]}",28,76,76255,762550101,2019,D709,Acceptable,Autres établissements pour adultes et familles en difficulté,Santé,Normandie,Seine-Maritime,CC des Villes Soeurs,Eu,FXX,247600588
null,null,null,null,null,21760255600011,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-19T09:30:48.407000,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,"50.0451964464,1.42373110089","{""type"": ""MultiPoint"", ""coordinates"": [[1.423731100889129, 50.04519644640709]]}",28,76,76255,762550101,2019,D403,Acceptable,Personnes âgées : services d'aide,Santé,Normandie,Seine-Maritime,CC des Villes Soeurs,Eu,FXX,247600588
null,null,null,null,null,21760255600011,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-19T09:30:48.407000,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,"50.0490483936,1.42029592365","{""type"": ""MultiPoint"", ""coordinates"": [[1.420295923654773, 50.049048393590176]]}",28,76,76255,762550101,2019,G101,Bonne,Agence de voyage,Tourisme,Normandie,Seine-Maritime,CC des Villes Soeurs,Eu,FXX,247600588
null,null,null,null,null,21760255600011,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-19T09:30:48.407000,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,"50.051640094,1.42144844445","{""type"": ""MultiPoint"", ""coordinates"": [[1.421448444448763, 50.051640094014]]}",28,76,76255,762550101,2019,A503,Bonne,Agence de travail temporaire,Services aux particuliers,Normandie,Seine-Maritime,CC des Villes Soeurs,Eu,FXX,247600588
null,null,null,null,null,21760255600011,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-19T09:30:48.407000,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,"50.0539855716,1.41550303647","{""type"": ""MultiPoint"", ""coordinates"": [[1.415503036473123, 50.053985571594005]]}",28,76,76255,762550103,2019,A403,Bonne,Menuisier charpentier serrurier,Services aux particuliers,Normandie,Seine-Maritime,CC des Villes Soeurs,Eu,FXX,247600588
null,null,null,null,null,21760255600011,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-19T09:30:48.407000,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,"50.0459080728,1.41405968489","{""type"": ""MultiPoint"", ""coordinates"": [[1.414059684891375, 50.04590807278749]]}",28,76,76255,762550102,2019,D601,Acceptable,Enfants handicapés : hébergement,Santé,Normandie,Seine-Maritime,CC des Villes Soeurs,Eu,FXX,247600588
null,null,null,null,null,21760255600011,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-19T09:30:48.407000,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,"50.0472776148,1.41719727798","{""type"": ""MultiPoint"", ""coordinates"": [[1.417197277975487, 50.04727761476506]]}",28,76,76255,762550101,2019,A505,Bonne,Agence immobilière,Services aux particuliers,Normandie,Seine-Maritime,CC des Villes Soeurs,Eu,FXX,247600588
null,null,null,null,null,21760255600011,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-19T09:30:48.407000,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,"50.0507347284,1.42091584597","{""type"": ""MultiPoint"", ""coordinates"": [[1.420915845965427, 50.05073472843392]]}",28,76,76255,762550101,2019,A505,Bonne,Agence immobilière,Services aux particuliers,Normandie,Seine-Maritime,CC des Villes Soeurs,Eu,FXX,247600588
null,null,null,null,null,21760255600011,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-19T09:30:48.407000,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,"50.0525473923,1.41654250435","{""type"": ""MultiPoint"", ""coordinates"": [[1.416542504352833, 50.05254739231292]]}",28,76,76255,762550101,2019,C301,Bonne,Lycée d'enseignement général et/ou technologique,Enseignement,Normandie,Seine-Maritime,CC des Villes Soeurs,Eu,FXX,247600588
null,null,null,null,null,21760255600011,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-19T09:30:48.407000,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,"50.0505706928,1.42243718688","{""type"": ""MultiPoint"", ""coordinates"": [[1.422437186880643, 50.05057069282452]]}",28,76,76255,762550101,2019,C402,Bonne,Formation santé,Enseignement,Normandie,Seine-Maritime,CC des Villes Soeurs,Eu,FXX,247600588
null,null,null,null,null,21760255600011,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-19T09:30:48.407000,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,"50.0537685063,1.39441613639","{""type"": ""MultiPoint"", ""coordinates"": [[1.394416136385398, 50.05376850632793]]}",28,76,76255,762550102,2019,A406,Bonne,Entreprise générale du bâtiment,Services aux particuliers,Normandie,Seine-Maritime,CC des Villes Soeurs,Eu,FXX,247600588
null,null,null,null,null,21760255600011,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-19T09:30:48.407000,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,"50.0469638958,1.4189989856","{""type"": ""MultiPoint"", ""coordinates"": [[1.418998985597787, 50.046963895819886]]}",28,76,76255,762550101,2019,A405,Bonne,Électricien,Services aux particuliers,Normandie,Seine-Maritime,CC des Villes Soeurs,Eu,FXX,247600588
null,null,null,null,null,21760255600011,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-19T09:30:48.407000,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,"50.0478141544,1.41899095943","{""type"": ""MultiPoint"", ""coordinates"": [[1.418990959433379, 50.047814154425105]]}",28,76,76255,762550101,2019,B302,Bonne,Magasin de vêtements,Commerces,Normandie,Seine-Maritime,CC des Villes Soeurs,Eu,FXX,247600588
null,null,null,null,null,21760255600011,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-19T09:30:48.407000,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,"50.0563979562,1.42420543777","{""type"": ""MultiPoint"", ""coordinates"": [[1.424205437774323, 50.05639795620253]]}",28,76,76255,762550103,2019,A504,Bonne,Restaurant-Restauration rapide,Services aux particuliers,Normandie,Seine-Maritime,CC des Villes Soeurs,Eu,FXX,247600588
null,null,null,null,null,21760255600011,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-19T09:30:48.407000,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,"50.0448380192,1.42576634149","{""type"": ""MultiPoint"", ""coordinates"": [[1.425766341486649, 50.04483801920458]]}",28,76,76255,762550101,2019,D303,Bonne,Ambulance,Santé,Normandie,Seine-Maritime,CC des Villes Soeurs,Eu,FXX,247600588
null,null,null,null,null,21760255600011,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-19T09:30:48.407000,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,"50.0489987745,1.4250769503","{""type"": ""MultiPoint"", ""coordinates"": [[1.425076950304045, 50.04899877445854]]}",28,76,76255,762550101,2019,D201,Bonne,Médecin généraliste,Santé,Normandie,Seine-Maritime,CC des Villes Soeurs,Eu,FXX,247600588
null,null,null,null,null,21760255600011,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-19T09:30:48.407000,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,"50.0505366112,1.42094097384","{""type"": ""MultiPoint"", ""coordinates"": [[1.420940973835795, 50.05053661118011]]}",28,76,76255,762550101,2019,B302,Bonne,Magasin de vêtements,Commerces,Normandie,Seine-Maritime,CC des Villes Soeurs,Eu,FXX,247600588
null,null,null,null,null,21760255600011,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-19T09:30:48.407000,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,"50.0506162994,1.42151357875","{""type"": ""MultiPoint"", ""coordinates"": [[1.421513578752242, 50.0506162993673]]}",28,76,76255,762550101,2019,D101,Bonne,Établissement santé court séjour,Santé,Normandie,Seine-Maritime,CC des Villes Soeurs,Eu,FXX,247600588
null,null,null,null,null,21760255600011,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-19T09:30:48.407000,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,"50.0535312999,1.41871910905","{""type"": ""MultiPoint"", ""coordinates"": [[1.418719109054091, 50.05353129991234]]}",28,76,76255,762550103,2019,D232,Mauvaise,Infirmier,Santé,Normandie,Seine-Maritime,CC des Villes Soeurs,Eu,FXX,247600588
null,null,null,null,null,21760255600011,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-19T09:30:48.407000,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,"50.0471878795,1.41879922369","{""type"": ""MultiPoint"", ""coordinates"": [[1.418799223690045, 50.04718787945647]]}",28,76,76255,762550101,2019,A505,Bonne,Agence immobilière,Services aux particuliers,Normandie,Seine-Maritime,CC des Villes Soeurs,Eu,FXX,247600588
null,null,null,null,null,21760255600011,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-19T09:30:48.407000,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,"50.0488794383,1.42026964431","{""type"": ""MultiPoint"", ""coordinates"": [[1.420269644308972, 50.04887943828569]]}",28,76,76255,762550101,2019,A505,Bonne,Agence immobilière,Services aux particuliers,Normandie,Seine-Maritime,CC des Villes Soeurs,Eu,FXX,247600588
null,null,null,null,null,21760255600011,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-19T09:30:48.407000,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,"50.0593495762,1.41594323245","{""type"": ""MultiPoint"", ""coordinates"": [[1.415943232450403, 50.05934957623894]]}",28,76,76255,762550103,2019,A504,Bonne,Restaurant-Restauration rapide,Services aux particuliers,Normandie,Seine-Maritime,CC des Villes Soeurs,Eu,FXX,247600588
null,null,null,null,null,21760255600011,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-19T09:30:48.407000,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,"50.0482669826,1.42397839214","{""type"": ""MultiPoint"", ""coordinates"": [[1.4239783921409, 50.04826698256173]]}",28,76,76255,762550101,2019,A404,Bonne,Plombier couvreur chauffagiste,Services aux particuliers,Normandie,Seine-Maritime,CC des Villes Soeurs,Eu,FXX,247600588
null,null,null,null,null,21760255600011,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-19T09:30:48.407000,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,"50.0486816052,1.42044236605","{""type"": ""MultiPoint"", ""coordinates"": [[1.420442366049566, 50.04868160516456]]}",28,76,76255,762550101,2019,D236,Bonne,Orthoptiste,Santé,Normandie,Seine-Maritime,CC des Villes Soeurs,Eu,FXX,247600588
null,null,null,null,null,21760255600011,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-19T09:30:48.407000,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,"50.050858268,1.42040124227","{""type"": ""MultiPoint"", ""coordinates"": [[1.420401242269756, 50.05085826801486]]}",28,76,76255,762550101,2019,B305,Bonne,Magasin d'électroménager et de matériel audio-vidéo,Commerces,Normandie,Seine-Maritime,CC des Villes Soeurs,Eu,FXX,247600588
null,null,null,null,null,21760255600011,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-19T09:30:48.407000,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,"50.0497222903,1.42000767756","{""type"": ""MultiPoint"", ""coordinates"": [[1.420007677556246, 50.04972229030023]]}",28,76,76255,762550101,2019,A504,Bonne,Restaurant-Restauration rapide,Services aux particuliers,Normandie,Seine-Maritime,CC des Villes Soeurs,Eu,FXX,247600588
null,null,null,null,null,21760255600011,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-19T09:30:48.407000,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,"50.044239627,1.41954417897","{""type"": ""MultiPoint"", ""coordinates"": [[1.419544178973396, 50.04423962702373]]}",28,76,76255,762550101,2019,B202,Bonne,Épicerie,Commerces,Normandie,Seine-Maritime,CC des Villes Soeurs,Eu,FXX,247600588
