dataset_id,dataset_title,dataset_slug,dataset_page,resource_id,resource_title,resource_url,resource_last_modified,error_type,resource_found_by,initial_version_name,organization_or_owner,is_valid_v_0.1.0,is_valid_v_0.2.0,is_valid_v_0.2.1,is_valid_v_0.2.2,is_valid_v_0.2.3,is_valid_v_0.3.0,is_valid_v_0.3.1,is_valid_one_version,most_recent_valid_version
5e14045ddee7e7670a75d9af,Aménagements cyclables,amenagements-cyclables-2,https://www.data.gouv.fr/fr/datasets/amenagements-cyclables-2/,3d8d501f-ec58-4236-95bc-c9ac04d2dcba,Export au format JSON,https://opendata.hauts-de-seine.fr/explore/dataset/fr-219200631-itineraires-cyclables/download?format=json&timezone=Europe/Berlin&use_labels_for_header=false,2020-01-06T09:02:20.129000,,3 - search request,,hauts-de-seine-le-departement,False,False,False,False,False,False,False,False,
5e14045ddee7e7670a75d9af,Aménagements cyclables,amenagements-cyclables-2,https://www.data.gouv.fr/fr/datasets/amenagements-cyclables-2/,e5ee69a9-2e74-42d3-9ba2-8634a13bd370,Export au format CSV,https://opendata.hauts-de-seine.fr/explore/dataset/fr-219200631-itineraires-cyclables/download?format=csv&timezone=Europe/Berlin&use_labels_for_header=false,2020-01-06T09:02:20.129000,wrong-file-format,3 - search request,,,False,False,False,False,False,False,False,False,
5dbb77709ce2e70f3cb62c09,Amenagements cyclables en Corse,amenagements-cyclables-en-corse,https://www.data.gouv.fr/fr/datasets/amenagements-cyclables-en-corse/,98a570f6-d14d-4a0d-b43c-455877a87bbf,Export au format Shapefile,https://www.data.corsica/explore/dataset/amenagements-cyclables-en-corse/download?format=shp&timezone=Europe/Berlin&use_labels_for_header=false,2019-10-31T13:56:42,wrong-file-format,3 - search request,,,False,False,False,False,False,False,False,False,
5ebf65a39780808d9d233919,Déconfinement - Pistes cyclables temporaires,deconfinement-pistes-cyclables-temporaires,https://www.data.gouv.fr/fr/datasets/deconfinement-pistes-cyclables-temporaires/,bd65bda5-fcb6-433d-9790-9417eae7f486,Export au format Shapefile,https://opendata.paris.fr/explore/dataset/deconfinement-pistes-cyclables-temporaires/download?format=shp&timezone=Europe/Berlin&use_labels_for_header=false,2021-10-03T04:38:16,wrong-file-format,3 - search request,,,False,False,False,False,False,False,False,False,
5b4ee85bb5950877c5d496e9,Aménagements cyclables de Nantes Métropole,amenagements-cyclables-de-nantes-metropole-1,https://www.data.gouv.fr/fr/datasets/amenagements-cyclables-de-nantes-metropole-1/,5141a97c-8187-46ce-8bc7-8d66189bd5c3,Export au format CSV,https://data.nantesmetropole.fr/explore/dataset/244400404_amenagements-cyclables-nantes-metropole/download?format=csv&timezone=Europe/Berlin&use_labels_for_header=false,2019-07-01T06:00:00,wrong-file-format,3 - search request,,,False,False,False,False,False,False,False,False,
5b4ee85bb5950877c5d496e9,Aménagements cyclables de Nantes Métropole,amenagements-cyclables-de-nantes-metropole-1,https://www.data.gouv.fr/fr/datasets/amenagements-cyclables-de-nantes-metropole-1/,eef25296-a894-42a5-9df7-01fb29f5e922,Export au format JSON,https://data.nantesmetropole.fr/explore/dataset/244400404_amenagements-cyclables-nantes-metropole/download?format=json&timezone=Europe/Berlin&use_labels_for_header=false,2019-07-01T06:00:00,,3 - search request,,nantes-metropole,False,False,False,False,False,False,False,False,
5b55e40ac751df17c30e78db,Réseau cyclable,reseau-cyclable-1,https://www.data.gouv.fr/fr/datasets/reseau-cyclable-1/,a52ef943-b689-4dea-afb4-c2b37aa955e2,Réseau cyclable,https://data.agglo-lehavre.fr/api/v1/file/data/59/RESEAU_CYCLABLE_TRONCON/json,2018-07-26T09:19:42.747000,,3 - search request,,ville-du-havre,False,False,False,False,False,False,False,False,
5b55e40ac751df17c30e78db,Réseau cyclable,reseau-cyclable-1,https://www.data.gouv.fr/fr/datasets/reseau-cyclable-1/,effa02f5-3d04-48df-a526-babc1ca44700,Réseau cyclable,https://data.agglo-lehavre.fr/api/v1/file/data/59/RESEAU_CYCLABLE_TRONCON/kmz,2018-07-26T09:19:42.747000,wrong-file-format,3 - search request,,,False,False,False,False,False,False,False,False,
5b55e40ac751df17c30e78db,Réseau cyclable,reseau-cyclable-1,https://www.data.gouv.fr/fr/datasets/reseau-cyclable-1/,7081f3b4-703a-4073-adb0-899707a17662,Réseau cyclable,https://data.agglo-lehavre.fr/api/v1/file/data/59/RESEAU_CYCLABLE_TRONCON/WFS,2018-07-26T09:19:42.746000,wrong-file-format,3 - search request,,,False,False,False,False,False,False,False,False,
56ebdc10c751df41329abcad,Aménagements cyclables de la Métropole de Lyon,amenagements-cyclables-de-la-metropole-de-lyon,https://www.data.gouv.fr/fr/datasets/amenagements-cyclables-de-la-metropole-de-lyon/,17e1fa0a-eeb3-40c8-8905-731fae3e9b9a,Aménagement cyclable,https://download.data.grandlyon.com/ws/grandlyon/pvo_patrimoine_voirie.pvoamenagementcyclable/all.json,2021-09-13T10:09:14.902000,,3 - search request,,grand-lyon,False,False,False,False,False,False,False,False,
