dataset_id,dataset_title,dataset_slug,dataset_page,resource_id,resource_title,resource_url,resource_last_modified,organization_or_owner,error_type,resource_found_by,initial_version_name,is_valid_v_0.8.1,is_valid_one_version,most_recent_valid_version,is_downloaded,is_empty,is_schema_version_to_update,is_schema_to_add,is_schema_to_drop,resource_schema_update_success,producer_notification_success,schema_name,is_schema_version_updated,is_schema_added,is_schema_dropped
60645b816cccca6dab67f532,Budgets des collectivités adhérentes de Mégalis Bretagne,budgets-des-collectivites-adherentes-de-megalis-bretagne,https://demo.data.gouv.fr/fr/datasets/budgets-des-collectivites-adherentes-de-megalis-bretagne/,dace4703-b728-4522-82e3-e04063a2de98,budget-2020.csv,https://static.data.gouv.fr/resources/budgets-des-collectivites-adherentes-de-megalis-bretagne/20210628-162558/budget-2020.csv,2021-09-07T10:02:46.088000,megalis-bretagne,,1 - schema request,0.8.1,True,True,0.8.1,True,True,False,False,False,,,scdl/budget,False,False,False
60645b816cccca6dab67f532,Budgets des collectivités adhérentes de Mégalis Bretagne,budgets-des-collectivites-adherentes-de-megalis-bretagne,https://demo.data.gouv.fr/fr/datasets/budgets-des-collectivites-adherentes-de-megalis-bretagne/,45c15105-241c-45f7-b842-2894e5287379,budget-2021.csv,https://static.data.gouv.fr/resources/budgets-des-collectivites-adherentes-de-megalis-bretagne/20210622-180336/budget-2021.csv,2021-09-07T10:02:46.289000,megalis-bretagne,,1 - schema request,2.0.1,False,False,,False,,False,False,True,True,,scdl/budget,False,False,True
602e748dc94ca760c6c0f579,Dépenses et recettes d'investissement sur le budget primitif  de la Ville de Baugé-en-Anjou pour 2021,depenses-et-recettes-dinvestissement-sur-le-budget-primitif-de-la-ville-de-bauge-en-anjou-pour-2021,https://demo.data.gouv.fr/fr/datasets/depenses-et-recettes-dinvestissement-sur-le-budget-primitif-de-la-ville-de-bauge-en-anjou-pour-2021/,ee8be2eb-9342-433d-811d-ec9f4520a705,Fiche_descriptive_Baugé-en-Anjou_Budget_primitif_investissement_2021,https://static.data.gouv.fr/resources/depenses-et-recettes-dinvestissement-sur-le-budget-primitif-de-la-ville-de-bauge-en-anjou-pour-2021/20210218-151336/groupe-16-fiche-descriptive-jeu-de-donnees-budget-primitif.pdf,2021-09-07T10:00:50.371000,,wrong-file-format,1 - schema request,2.0.1,False,False,,False,,False,False,True,True,,scdl/budget,False,False,True
602e748dc94ca760c6c0f579,Dépenses et recettes d'investissement sur le budget primitif  de la Ville de Baugé-en-Anjou pour 2021,depenses-et-recettes-dinvestissement-sur-le-budget-primitif-de-la-ville-de-bauge-en-anjou-pour-2021,https://demo.data.gouv.fr/fr/datasets/depenses-et-recettes-dinvestissement-sur-le-budget-primitif-de-la-ville-de-bauge-en-anjou-pour-2021/,64f9c99c-db8d-4157-993e-5e317f9bf37b,Baugé-en-Anjou_Budget_primitif_investissement_2021,https://static.data.gouv.fr/resources/depenses-et-recettes-dinvestissement-sur-le-budget-primitif-de-la-ville-de-bauge-en-anjou-pour-2021/20210218-150741/workflow-132563-renamecolumns-581550.csv,2021-09-07T10:01:55.861000,bauge-en-anjou,,1 - schema request,0.8.1,True,True,0.8.1,True,False,False,False,False,,,scdl/budget,False,False,False
584f20f188ee380424c65bb3,"ALPC partiel : Délégataires de compétence ""aides à la pierre""",alpc-partiel-delegataires-de-competence-aides-a-la-pierre-1,https://demo.data.gouv.fr/fr/datasets/alpc-partiel-delegataires-de-competence-aides-a-la-pierre-1/,2607d3d4-976f-4527-9ed9-11661235c0f7,LNA_FER_LGV_S_021.shp (export GeoJSON),https://transcode.geo.data.gouv.fr/links/5e2a202bfa4268bc2567d1ce/downloads/5e49e8147d66e90e0372e963?format=GeoJSON&projection=WGS84,2020-02-29T06:48:14.291000,,wrong-file-format,3 - search request,,False,False,,False,,False,False,False,,,scdl/budget,False,False,False
584f20f188ee380424c65bb3,"ALPC partiel : Délégataires de compétence ""aides à la pierre""",alpc-partiel-delegataires-de-competence-aides-a-la-pierre-1,https://demo.data.gouv.fr/fr/datasets/alpc-partiel-delegataires-de-competence-aides-a-la-pierre-1/,9451a653-744a-4592-b4ef-dd2dfb0d2e8c,LNA_FER_LGV_S_021.shp (export SHP/WGS-84),https://transcode.geo.data.gouv.fr/links/5e2a202bfa4268bc2567d1ce/downloads/5e49e8147d66e90e0372e963?format=SHP&projection=WGS84,2020-02-29T06:48:14.292000,,wrong-file-format,3 - search request,,False,False,,False,,False,False,False,,,scdl/budget,False,False,False
584f20f188ee380424c65bb3,"ALPC partiel : Délégataires de compétence ""aides à la pierre""",alpc-partiel-delegataires-de-competence-aides-a-la-pierre-1,https://demo.data.gouv.fr/fr/datasets/alpc-partiel-delegataires-de-competence-aides-a-la-pierre-1/,701ae241-d483-4e12-9d79-fc34a20ff828,LDA_RD_S_021.shp (archive),https://files.geo.data.gouv.fr/link-proxy/atom.geo-ide.developpement-durable.gouv.fr/2020-02-17/5e49e8147d66e9290672e95f/datasetaggregate-1581901836365.zip/3ede8a28-7a8b-440d-9cf6-7c9c9dd1ff50/lda-rd-s-021.zip,2020-02-29T06:48:14.292000,,wrong-file-format,3 - search request,,False,False,,False,,False,False,False,,,scdl/budget,False,False,False
584f20f188ee380424c65bb3,"ALPC partiel : Délégataires de compétence ""aides à la pierre""",alpc-partiel-delegataires-de-competence-aides-a-la-pierre-1,https://demo.data.gouv.fr/fr/datasets/alpc-partiel-delegataires-de-competence-aides-a-la-pierre-1/,582baf36-a8b5-4d48-837d-207caf5dce14,LDA_RD_S_021.shp (export GeoJSON),https://transcode.geo.data.gouv.fr/links/5e2a202bfa4268bc2567d1ce/downloads/5e49e8147d66e9290672e95f?format=GeoJSON&projection=WGS84,2020-02-29T06:48:14.293000,,wrong-file-format,3 - search request,,False,False,,False,,False,False,False,,,scdl/budget,False,False,False
584f20f188ee380424c65bb3,"ALPC partiel : Délégataires de compétence ""aides à la pierre""",alpc-partiel-delegataires-de-competence-aides-a-la-pierre-1,https://demo.data.gouv.fr/fr/datasets/alpc-partiel-delegataires-de-competence-aides-a-la-pierre-1/,0d299a28-244d-4b40-9d37-074aa7018363,LDA_RD_S_021.shp (export SHP/WGS-84),https://transcode.geo.data.gouv.fr/links/5e2a202bfa4268bc2567d1ce/downloads/5e49e8147d66e9290672e95f?format=SHP&projection=WGS84,2020-02-29T06:48:14.294000,,wrong-file-format,3 - search request,,False,False,,False,,False,False,False,,,scdl/budget,False,False,False
584f20f188ee380424c65bb3,"ALPC partiel : Délégataires de compétence ""aides à la pierre""",alpc-partiel-delegataires-de-competence-aides-a-la-pierre-1,https://demo.data.gouv.fr/fr/datasets/alpc-partiel-delegataires-de-competence-aides-a-la-pierre-1/,515eb5a8-6bb3-4d2e-87ab-1708b04002b3,LNA_FER_CONV_S_021.shp (export GeoJSON),https://transcode.geo.data.gouv.fr/links/5e2a202bfa4268bc2567d1ce/downloads/5e49e8147d66e929f572e966?format=GeoJSON&projection=WGS84,2020-02-29T06:48:14.295000,,wrong-file-format,3 - search request,,False,False,,False,,False,False,False,,,scdl/budget,False,False,False
