dataset_id,dataset_title,dataset_slug,dataset_page,resource_id,resource_title,resource_url,resource_last_modified,organization_or_owner,error_type,resource_found_by,initial_version_name,is_valid_v_0.1.0,is_valid_v_0.2.0,is_valid_v_0.2.1,is_valid_v_1.0.0,is_valid_one_version,most_recent_valid_version,is_downloaded,is_schema_version_to_update,is_schema_to_add,is_schema_to_drop,resource_schema_update_success,producer_notification_success,schema_name,is_schema_version_updated,is_schema_added,is_schema_dropped
5a09a19d88ee3828e67aaf8e,Enjeux surfaciques pris en compte dans un plan de prévention des risques - OZON,enjeux-surfaciques-pris-en-compte-dans-un-plan-de-prevention-des-risques-ozon,https://demo.data.gouv.fr/fr/datasets/enjeux-surfaciques-pris-en-compte-dans-un-plan-de-prevention-des-risques-ozon/,30643cc3-6ee9-4081-9a70-3e8bcf5985d0,Enjeux_surfaciques_pris_en_compte_dans_un_plan_de_prevention_des_risques___OZON.pdf,https://files.geo.data.gouv.fr/link-proxy/catalogue.datara.gouv.fr/2020-01-24/5e2a63bad0975e45695629b3/file.zip/telechargement-1508830826-8796/pdf-complet-fiche-ensemble-de-serie-7291.zip/enjeux-surfaciques-pris-en-compte-dans-un-plan-de-prevention-des-risques-ozon/enjeux-surfaciques-pris-en-compte-dans-un-plan-de-prevention-des-risques-ozon.pdf,2020-01-24T12:53:06.181000,,wrong-file-format,3 - search request,,False,False,False,False,False,,False,False,False,False,,,etalab/schema-stationnement-cyclable,False,False,False
5a09a19d88ee3828e67aaf8e,Enjeux surfaciques pris en compte dans un plan de prévention des risques - OZON,enjeux-surfaciques-pris-en-compte-dans-un-plan-de-prevention-des-risques-ozon,https://demo.data.gouv.fr/fr/datasets/enjeux-surfaciques-pris-en-compte-dans-un-plan-de-prevention-des-risques-ozon/,2717d3d8-aa68-4da8-a9e7-7424ce46e77b,Service_de_telechargement_simple_de_DtARA__flux_ATOM.pdf,https://files.geo.data.gouv.fr/link-proxy/catalogue.datara.gouv.fr/2020-01-24/5e2a63bad0975e72805629b6/file.zip/telechargement-1508830826-8796/pdf-complet-fiche-ensemble-de-serie-7291.zip/enjeux-surfaciques-pris-en-compte-dans-un-plan-de-prevention-des-risques-ozon/service-de-telechargement-simple-de-dtara-flux-atom.pdf,2020-01-24T12:53:06.182000,,wrong-file-format,3 - search request,,False,False,False,False,False,,False,False,False,False,,,etalab/schema-stationnement-cyclable,False,False,False
5a09a19d88ee3828e67aaf8e,Enjeux surfaciques pris en compte dans un plan de prévention des risques - OZON,enjeux-surfaciques-pris-en-compte-dans-un-plan-de-prevention-des-risques-ozon,https://demo.data.gouv.fr/fr/datasets/enjeux-surfaciques-pris-en-compte-dans-un-plan-de-prevention-des-risques-ozon/,f6ef456b-2d56-4819-a797-70bbf4ad2bc6,Service_WMS_de_DtARA.pdf,https://files.geo.data.gouv.fr/link-proxy/catalogue.datara.gouv.fr/2020-01-24/5e2a63bad0975e7f1e5629ba/file.zip/telechargement-1508830826-8796/n-enjeu-pprn-19980002-s-069-1508830826-8025/pdf-complet-n-enjeu-pprn-19980002-s-069.zip/enjeux-surfaciques-pris-en-compte-dans-un-plan-de-prevention-des-risques-ozon/service-wms-de-dtara.pdf,2020-01-24T12:53:06.182000,,wrong-file-format,3 - search request,,False,False,False,False,False,,False,False,False,False,,,etalab/schema-stationnement-cyclable,False,False,False
5a09a19d88ee3828e67aaf8e,Enjeux surfaciques pris en compte dans un plan de prévention des risques - OZON,enjeux-surfaciques-pris-en-compte-dans-un-plan-de-prevention-des-risques-ozon,https://demo.data.gouv.fr/fr/datasets/enjeux-surfaciques-pris-en-compte-dans-un-plan-de-prevention-des-risques-ozon/,dd4cf48e-eb99-453b-8743-18774735a8d5,catalogue_dattributs.pdf,https://files.geo.data.gouv.fr/link-proxy/catalogue.datara.gouv.fr/2020-01-24/5e2a63bad0975eac6d5629b7/file.zip/telechargement-1508830826-8796/pdf-complet-fiche-ensemble-de-serie-7291.zip/enjeux-surfaciques-pris-en-compte-dans-un-plan-de-prevention-des-risques-ozon/catalogue-dattributs.pdf,2020-01-24T12:53:06.185000,,wrong-file-format,3 - search request,,False,False,False,False,False,,False,False,False,False,,,etalab/schema-stationnement-cyclable,False,False,False
5a09a19d88ee3828e67aaf8e,Enjeux surfaciques pris en compte dans un plan de prévention des risques - OZON,enjeux-surfaciques-pris-en-compte-dans-un-plan-de-prevention-des-risques-ozon,https://demo.data.gouv.fr/fr/datasets/enjeux-surfaciques-pris-en-compte-dans-un-plan-de-prevention-des-risques-ozon/,b39370cc-9c7b-4720-8412-bf4c159eba8b,Service_WFS_de_DtARA.pdf,https://files.geo.data.gouv.fr/link-proxy/catalogue.datara.gouv.fr/2020-01-24/5e2a63bad0975ebac15629b4/file.zip/telechargement-1508830826-8796/pdf-complet-fiche-ensemble-de-serie-7291.zip/enjeux-surfaciques-pris-en-compte-dans-un-plan-de-prevention-des-risques-ozon/service-wfs-de-dtara.pdf,2020-01-24T12:53:06.185000,,wrong-file-format,3 - search request,,False,False,False,False,False,,False,False,False,False,,,etalab/schema-stationnement-cyclable,False,False,False
5a09a19d88ee3828e67aaf8e,Enjeux surfaciques pris en compte dans un plan de prévention des risques - OZON,enjeux-surfaciques-pris-en-compte-dans-un-plan-de-prevention-des-risques-ozon,https://demo.data.gouv.fr/fr/datasets/enjeux-surfaciques-pris-en-compte-dans-un-plan-de-prevention-des-risques-ozon/,b596ff79-4696-464d-94a1-0b9b813ae75f,n_enjeu_pprn_19980002_s_069 (export GeoJSON),https://transcode.geo.data.gouv.fr/services/5e2a1f8ffa4268bc2560456d/feature-types/ms:n_enjeu_pprn_19980002_s_069?format=GeoJSON&projection=WGS84,2020-01-24T12:53:06.186000,,wrong-file-format,3 - search request,,False,False,False,False,False,,False,False,False,False,,,etalab/schema-stationnement-cyclable,False,False,False
5a09a19d88ee3828e67aaf8e,Enjeux surfaciques pris en compte dans un plan de prévention des risques - OZON,enjeux-surfaciques-pris-en-compte-dans-un-plan-de-prevention-des-risques-ozon,https://demo.data.gouv.fr/fr/datasets/enjeux-surfaciques-pris-en-compte-dans-un-plan-de-prevention-des-risques-ozon/,3c212443-3723-48af-bffa-3f32f180ec3c,n_enjeu_pprn_19980002_s_069 (export SHP/WGS-84),https://transcode.geo.data.gouv.fr/services/5e2a1f8ffa4268bc2560456d/feature-types/ms:n_enjeu_pprn_19980002_s_069?format=SHP&projection=WGS84,2020-01-24T12:53:06.188000,,wrong-file-format,3 - search request,,False,False,False,False,False,,False,False,False,False,,,etalab/schema-stationnement-cyclable,False,False,False
5a09a199c751df2201d962e5,Enjeux surfaciques pris en compte dans un plan de prévention des risques - AZERGUES,enjeux-surfaciques-pris-en-compte-dans-un-plan-de-prevention-des-risques-azergues,https://demo.data.gouv.fr/fr/datasets/enjeux-surfaciques-pris-en-compte-dans-un-plan-de-prevention-des-risques-azergues/,57fb2228-d43e-4e3e-a0eb-c9d28bb8bb58,n_enjeu_pprn_20030004_s_069 (export GeoJSON),https://transcode.geo.data.gouv.fr/services/5e2a1f8ffa4268bc2560456d/feature-types/ms:n_enjeu_pprn_20030004_s_069?format=GeoJSON&projection=WGS84,2020-01-24T12:53:06.810000,,wrong-file-format,3 - search request,,False,False,False,False,False,,False,False,False,False,,,etalab/schema-stationnement-cyclable,False,False,False
5a09a18488ee3832007f45d8,Enjeux linéaires pris en compte dans un plan de prévention des risques - BREVENNE - TURDINE,enjeux-lineaires-pris-en-compte-dans-un-plan-de-prevention-des-risques-brevenne-turdine,https://demo.data.gouv.fr/fr/datasets/enjeux-lineaires-pris-en-compte-dans-un-plan-de-prevention-des-risques-brevenne-turdine/,c3389a20-9329-4b7c-b2ab-7ada48af0558,catalogue_dattributs.pdf,https://files.geo.data.gouv.fr/link-proxy/catalogue.datara.gouv.fr/2020-01-24/5e2a562dc85b5d5a944e25a7/file.zip/telechargement-1524034026-8190/n-enjeu-pprn-20030003-l-069-1524034026-3993/pdf-complet-n-enjeu-pprn-20030003-l-069.zip/enjeux-lineaires-pris-en-compte-dans-un-plan-de-prevention-des-risques-brevenne-turdine/catalogue-dattributs.pdf,2020-01-24T12:53:08.255000,,wrong-file-format,3 - search request,,False,False,False,False,False,,False,False,False,False,,,etalab/schema-stationnement-cyclable,False,False,False
5a09a199c751df2201d962e5,Enjeux surfaciques pris en compte dans un plan de prévention des risques - AZERGUES,enjeux-surfaciques-pris-en-compte-dans-un-plan-de-prevention-des-risques-azergues,https://demo.data.gouv.fr/fr/datasets/enjeux-surfaciques-pris-en-compte-dans-un-plan-de-prevention-des-risques-azergues/,a1de0022-ee68-461d-8ea7-03b356db5969,n_enjeu_pprn_20030004_s_069 (export SHP/WGS-84),https://transcode.geo.data.gouv.fr/services/5e2a1f8ffa4268bc2560456d/feature-types/ms:n_enjeu_pprn_20030004_s_069?format=SHP&projection=WGS84,2020-01-24T12:53:06.811000,,wrong-file-format,3 - search request,,False,False,False,False,False,,False,False,False,False,,,etalab/schema-stationnement-cyclable,False,False,False
