dataset_id,dataset_title,dataset_slug,dataset_page,resource_id,resource_title,resource_url,resource_last_modified,error_type,resource_found_by,initial_version_name,organization_or_owner,is_valid_v_1.0.2,is_valid_one_version,most_recent_valid_version,is_downloaded
5883cbdf88ee386def9b81d2,Périmètre du plan de prévention des risques naturels de Châtel (Haute-Savoie) – approuvé le 03/11/2011,perimetre-du-plan-de-prevention-des-risques-naturels-de-chatel-haute-savoie-approuve-le-03-11-2011,https://www.data.gouv.fr/fr/datasets/perimetre-du-plan-de-prevention-des-risques-naturels-de-chatel-haute-savoie-approuve-le-03-11-2011/,de550e65-eb43-4de7-8ad9-737e77a851ae,L_CHASSE_LIMITATION_S_074.shp (archive),https://files.geo.data.gouv.fr/link-proxy/atom.geo-ide.developpement-durable.gouv.fr/2020-02-29/5e59bd0b731483938c75de6b/dataset-1582939403100.zip/dataset/l-chasse-limitation-s-074.zip,2020-03-05T06:39:13.644000,wrong-file-format,3 - search request,,,False,False,,False
5d2c26dd6f4441133e36e39b,DONNEES - ENVIRONNEMENT - Arbres remarquables- juin 2019 - Département du Bas-Rhin (67),donnees-environnement-arbres-remarquables-juin-2019-departement-du-bas-rhin-67,https://www.data.gouv.fr/fr/datasets/donnees-environnement-arbres-remarquables-juin-2019-departement-du-bas-rhin-67/,9c00cbe2-f69d-4fa0-8ca6-f37cd17b9b7e,CD67_ENVIRONNEMENT_ARBRES_REMARQUABLES_JUIN_2019 (export SHP/WGS-84),https://transcode.geo.data.gouv.fr/services/5e2a2220fa4268bc257bf7d3/feature-types/cd67:CD67_ENVIRONNEMENT_ARBRES_REMARQUABLES_JUIN_2019?format=SHP&projection=WGS84,2020-01-24T12:46:46.750000,wrong-file-format,3 - search request,,,False,False,,False
5d2c26dd6f4441133e36e39b,DONNEES - ENVIRONNEMENT - Arbres remarquables- juin 2019 - Département du Bas-Rhin (67),donnees-environnement-arbres-remarquables-juin-2019-departement-du-bas-rhin-67,https://www.data.gouv.fr/fr/datasets/donnees-environnement-arbres-remarquables-juin-2019-departement-du-bas-rhin-67/,dcd721da-bb09-430e-ad36-7ceca5b5c749,CD67_ENVIRONNEMENT_ARBRES_REMARQUABLES_JUIN_2019 (export GeoJSON),https://transcode.geo.data.gouv.fr/services/5e2a2220fa4268bc257bf7d3/feature-types/cd67:CD67_ENVIRONNEMENT_ARBRES_REMARQUABLES_JUIN_2019?format=GeoJSON&projection=WGS84,2020-01-24T12:46:46.748000,wrong-file-format,3 - search request,,,False,False,,False
5d2c26dd6f4441133e36e39b,DONNEES - ENVIRONNEMENT - Arbres remarquables- juin 2019 - Département du Bas-Rhin (67),donnees-environnement-arbres-remarquables-juin-2019-departement-du-bas-rhin-67,https://www.data.gouv.fr/fr/datasets/donnees-environnement-arbres-remarquables-juin-2019-departement-du-bas-rhin-67/,219abf57-1602-4049-a652-d61151fbeaf5,Licence-Ouverte-Open-Licence.pdf,https://files.geo.data.gouv.fr/link-proxy/sigeo.bas-rhin.fr/2020-01-24/5e2ab34a5df2f77f20276523/licence-ouverte-open-licence.pdf,2020-01-24T12:46:46.747000,wrong-file-format,3 - search request,,,False,False,,False
5f02a1f8f9ac409ebed05ffd,"Recensement des équipements sportifs, espaces et sites de pratiques",recensement-des-equipements-sportifs-espaces-et-sites-de-pratiques-2,https://www.data.gouv.fr/fr/datasets/recensement-des-equipements-sportifs-espaces-et-sites-de-pratiques-2/,97d490fa-fcab-4b9a-b6ed-d3f7cb39cad9,Export au format CSV,https://data.iledefrance.fr/explore/dataset/recensement-des-equipements-sportifs/download?format=csv&timezone=Europe/Berlin&use_labels_for_header=false,2020-07-05T20:52:12.395000,wrong-file-format,3 - search request,,,False,False,,False
56eee184c751df49cad6e93b,Périmètre du plan de prévention des risques naturels de Saint-Jean-d'Aulps (Haute-Savoie) – approuvé le 06/02/1998,perimetre-du-plan-de-prevention-des-risques-naturels-de-saint-jean-daulps-haute-savoie-approuve-le-06-02-1998,https://www.data.gouv.fr/fr/datasets/perimetre-du-plan-de-prevention-des-risques-naturels-de-saint-jean-daulps-haute-savoie-approuve-le-06-02-1998/,e760b95d-fbbf-4b7c-8281-c30292b60ab8,L_CHASSE_LIMITATION_S.pdf,https://files.geo.data.gouv.fr/link-proxy/atom.geo-ide.developpement-durable.gouv.fr/2020-02-29/5e59bd0b731483fad975de6c/dataset-1582939403100.zip/documents/l-chasse-limitation-s.pdf,2020-03-05T06:40:23.309000,wrong-file-format,3 - search request,,,False,False,,False
56eee184c751df49cad6e93b,Périmètre du plan de prévention des risques naturels de Saint-Jean-d'Aulps (Haute-Savoie) – approuvé le 06/02/1998,perimetre-du-plan-de-prevention-des-risques-naturels-de-saint-jean-daulps-haute-savoie-approuve-le-06-02-1998,https://www.data.gouv.fr/fr/datasets/perimetre-du-plan-de-prevention-des-risques-naturels-de-saint-jean-daulps-haute-savoie-approuve-le-06-02-1998/,632095bf-9824-4166-bc50-91c2f288e117,L_CHASSE_LIMITATION_S_074.shp (export GeoJSON),https://transcode.geo.data.gouv.fr/links/5e2a21f6fa4268bc257a2c51/downloads/5e59bd0b731483938c75de6b?format=GeoJSON&projection=WGS84,2020-03-05T06:40:23.308000,wrong-file-format,3 - search request,,,False,False,,False
56eee184c751df49cad6e93b,Périmètre du plan de prévention des risques naturels de Saint-Jean-d'Aulps (Haute-Savoie) – approuvé le 06/02/1998,perimetre-du-plan-de-prevention-des-risques-naturels-de-saint-jean-daulps-haute-savoie-approuve-le-06-02-1998,https://www.data.gouv.fr/fr/datasets/perimetre-du-plan-de-prevention-des-risques-naturels-de-saint-jean-daulps-haute-savoie-approuve-le-06-02-1998/,f5ddd5d8-0987-483b-98e8-47427f40e134,L_CHASSE_LIMITATION_S_074.shp (archive),https://files.geo.data.gouv.fr/link-proxy/atom.geo-ide.developpement-durable.gouv.fr/2020-02-29/5e59bd0b731483938c75de6b/dataset-1582939403100.zip/dataset/l-chasse-limitation-s-074.zip,2020-03-05T06:40:23.307000,wrong-file-format,3 - search request,,,False,False,,False
584f202788ee38021fc65bb5,Pôles de Service de proximité du Cantal,poles-de-service-de-proximite-du-cantal,https://www.data.gouv.fr/fr/datasets/poles-de-service-de-proximite-du-cantal/,578af85e-792e-48ca-aba2-6447925ab5b4,L_PDIPR_L_062.shp (export SHP/WGS-84),https://transcode.geo.data.gouv.fr/links/5e2a221bfa4268bc257bc453/downloads/5e2ab2705df2f76fa12761cb?format=SHP&projection=WGS84,2020-03-04T06:38:45.379000,wrong-file-format,3 - search request,,,False,False,,False
584f202788ee38021fc65bb5,Pôles de Service de proximité du Cantal,poles-de-service-de-proximite-du-cantal,https://www.data.gouv.fr/fr/datasets/poles-de-service-de-proximite-du-cantal/,57ccd83d-6f90-4477-9d7a-e698d9b6a584,L_PDIPR_L_062.shp (export GeoJSON),https://transcode.geo.data.gouv.fr/links/5e2a221bfa4268bc257bc453/downloads/5e2ab2705df2f76fa12761cb?format=GeoJSON&projection=WGS84,2020-03-04T06:38:45.379000,wrong-file-format,3 - search request,,,False,False,,False
584f202788ee38021fc65bb5,Pôles de Service de proximité du Cantal,poles-de-service-de-proximite-du-cantal,https://www.data.gouv.fr/fr/datasets/poles-de-service-de-proximite-du-cantal/,920ec485-6bb5-46bd-af83-2646d44c7150,L_PDIPR_L_062.shp (archive),https://files.geo.data.gouv.fr/link-proxy/atom.geo-ide.developpement-durable.gouv.fr/2020-01-24/5e2ab2705df2f76fa12761cb/dataset-1579856495043.zip/dataset/l-pdipr-l-062.zip,2020-03-04T06:38:45.378000,wrong-file-format,3 - search request,,,False,False,,False
