dataset_id,dataset_slug,dataset_page,resource_id,resource_title,resource_last_modified,organization_or_owner,error_type,resource_found_by,initial_version_name,is_valid_v_1.1.0,is_valid_v_2.0.0,is_valid_v_2.1.0,is_valid_v_2.1.1,is_valid_v_2.1.2,is_valid_v_2.1.3,is_valid_one_version,most_recent_valid_version,is_downloaded,is_schema_version_to_update,is_schema_to_add,is_schema_to_drop,resource_schema_update_success,is_empty,schema_name,is_schema_version_updated,is_schema_added,is_schema_dropped
580f1be5c751df1ec2c562c5,deliberations-du-conseil-municipal-annee-2015,https://demo.data.gouv.fr/fr/datasets/deliberations-du-conseil-municipal-annee-2015/,a421b4a0-0c20-4baf-9e27-05c5e63e7e26,Délibération n°127-2015 du 09-12-2015 - Relative au projet de travaux afférents à la mise en conformité des écoles Tuterai Tane,2016-12-20T19:53:15.970000,,wrong-file-format,3 - search request,,False,False,False,False,False,False,False,,False,False,False,False,,,scdl/deliberations,False,False,False
580f1be5c751df1ec2c562c5,deliberations-du-conseil-municipal-annee-2015,https://demo.data.gouv.fr/fr/datasets/deliberations-du-conseil-municipal-annee-2015/,e2eaa625-1ce4-46b0-8bab-1e62b2e5fce0,Délibération n°128-2015 du 09-12-2015 - Autorisant le maire à signer l'avenant à la mise en conformité des écoles Tuterai Tane,2016-12-20T19:53:32.061000,,wrong-file-format,3 - search request,,False,False,False,False,False,False,False,,False,False,False,False,,,scdl/deliberations,False,False,False
580f1be5c751df1ec2c562c5,deliberations-du-conseil-municipal-annee-2015,https://demo.data.gouv.fr/fr/datasets/deliberations-du-conseil-municipal-annee-2015/,ce4300d7-acde-4e08-83d3-88b79618c702,Délibération n°129-2015 du 09-12-2015 - Autorisant le maire à signer un avenant à la convention n°05-2015 du 05-02-2015 DB Tahiti,2016-12-20T19:53:49.702000,,wrong-file-format,3 - search request,,False,False,False,False,False,False,False,,False,False,False,False,,,scdl/deliberations,False,False,False
580f1be5c751df1ec2c562c5,deliberations-du-conseil-municipal-annee-2015,https://demo.data.gouv.fr/fr/datasets/deliberations-du-conseil-municipal-annee-2015/,5b5ad672-6728-485a-959b-e28e73dcd580,Délibération n°130-2015 du 09-12-2015 - Approuvant le nouveau plan de financement travaux jardin d'enfants VAIPAHU,2016-12-20T19:54:03.840000,,wrong-file-format,3 - search request,,False,False,False,False,False,False,False,,False,False,False,False,,,scdl/deliberations,False,False,False
580f1be5c751df1ec2c562c5,deliberations-du-conseil-municipal-annee-2015,https://demo.data.gouv.fr/fr/datasets/deliberations-du-conseil-municipal-annee-2015/,db5799ef-7a73-4b62-a08c-3a3d3228fe3c,Délibération n°122-2015 du 09-12-2015 - Approuvant l'avenant n°5 du contrat d'affermage du SPIC eau,2016-12-20T19:51:51.765000,,wrong-file-format,3 - search request,,False,False,False,False,False,False,False,,False,False,False,False,,,scdl/deliberations,False,False,False
580f1be5c751df1ec2c562c5,deliberations-du-conseil-municipal-annee-2015,https://demo.data.gouv.fr/fr/datasets/deliberations-du-conseil-municipal-annee-2015/,01d14acc-0bd7-4ee8-9b18-bb5b0f02da3f,Délibération n°131-2015 du 09-12-2015 - Portant approbation de la décision modificative n°1 du budget de la crèche de Pirae,2016-12-20T19:54:20.984000,,wrong-file-format,3 - search request,,False,False,False,False,False,False,False,,False,False,False,False,,,scdl/deliberations,False,False,False
580f1be5c751df1ec2c562c5,deliberations-du-conseil-municipal-annee-2015,https://demo.data.gouv.fr/fr/datasets/deliberations-du-conseil-municipal-annee-2015/,a488ad6d-7b36-4363-b72c-0da69cb2dbda,Délibération n°133-2015 du 09-12-2015 - Fourniture de denrées alimentaires cuisine centrale,2016-12-20T19:55:01.519000,,wrong-file-format,3 - search request,,False,False,False,False,False,False,False,,False,False,False,False,,,scdl/deliberations,False,False,False
580f1be5c751df1ec2c562c5,deliberations-du-conseil-municipal-annee-2015,https://demo.data.gouv.fr/fr/datasets/deliberations-du-conseil-municipal-annee-2015/,7cb73b0b-ca3f-4fba-b04b-298e42effdf0,Délibération n°134-2015 du 09-12-2015 - Portant autorisation des dépenses au titre de l'article Bourses et prix,2016-12-20T19:55:17.646000,,wrong-file-format,3 - search request,,False,False,False,False,False,False,False,,False,False,False,False,,,scdl/deliberations,False,False,False
580f1be5c751df1ec2c562c5,deliberations-du-conseil-municipal-annee-2015,https://demo.data.gouv.fr/fr/datasets/deliberations-du-conseil-municipal-annee-2015/,9c3d846f-5dd5-4122-a843-e258133aec1d,Délibération n°135-2015 du 09-12-2015 - Portant approbation de la convention RHI Timiona,2016-12-20T19:55:38.528000,,wrong-file-format,3 - search request,,False,False,False,False,False,False,False,,False,False,False,False,,,scdl/deliberations,False,False,False
580f1be5c751df1ec2c562c5,deliberations-du-conseil-municipal-annee-2015,https://demo.data.gouv.fr/fr/datasets/deliberations-du-conseil-municipal-annee-2015/,be528a0b-7388-4f87-9995-008d009e5869,Délibération n°136-2015 du 09-12-2015 - Modifiant la délibération n°107-2015 du 12-11-2015 approuvant le projet Formation couture,2016-12-20T19:55:58.296000,,wrong-file-format,3 - search request,,False,False,False,False,False,False,False,,False,False,False,False,,,scdl/deliberations,False,False,False
