dataset_id,dataset_slug,dataset_page,resource_id,resource_title,resource_last_modified,error_type,organization_or_owner,resource_found_by,initial_version_name,is_valid_v_0.1.0,is_valid_v_0.1.1,is_valid_one_version,most_recent_valid_version,is_downloaded,is_schema_version_to_update,is_schema_to_add,is_schema_to_drop,resource_schema_update_success,is_empty,schema_name,is_schema_version_updated,is_schema_added,is_schema_dropped
5936becba3a72968e28772f2,liste-des-meubles-classes-en-aquitaine,https://demo.data.gouv.fr/fr/datasets/liste-des-meubles-classes-en-aquitaine/,d0cf3037-db3d-4097-b68a-807bb397c456,export en csv (utf-8) des meublés classés de Gironde référencés dans la base de données de SIRTAQUI. Les coordonnées géographiques sont exprimées dans la projection WGS84,2017-09-11T06:14:33.698000,,ressourcerie-datalocale-1,3 - search request,,False,False,False,,False,False,False,False,,,scdl/equipements,False,False,False
5936becba3a72968e28772f2,liste-des-meubles-classes-en-aquitaine,https://demo.data.gouv.fr/fr/datasets/liste-des-meubles-classes-en-aquitaine/,66b0bcfb-0823-4300-8805-2343fafb3b7e,liste-csv-meubles-classes-cdt64.csv,2017-09-11T06:14:33.698000,,ressourcerie-datalocale-1,3 - search request,,False,False,False,,False,False,False,False,,,scdl/equipements,False,False,False
5936becea3a72968e28772f4,liste-des-monuments-historiques-classes-en-aquitaine,https://demo.data.gouv.fr/fr/datasets/liste-des-monuments-historiques-classes-en-aquitaine/,27576304-b9cb-4611-9e7a-0ffbdf831e9b,extraction en xml (tourinfo) de la liste des monuments historiques classés référencés dans la base de donnes SIRTAQUI. les coordonnées géographiques sont exprimées en wgs84,2017-06-06T16:40:14.292000,wrong-file-format,,3 - search request,,False,False,False,,False,False,False,False,,,scdl/equipements,False,False,False
5936becea3a72968e28772f4,liste-des-monuments-historiques-classes-en-aquitaine,https://demo.data.gouv.fr/fr/datasets/liste-des-monuments-historiques-classes-en-aquitaine/,59dfeec6-9d25-455b-855e-89bb4d825127,liste-csv-sites-monuments-aquitaine.csv,2017-06-06T16:40:14.293000,,ressourcerie-datalocale-1,3 - search request,,False,False,False,,False,False,False,False,,,scdl/equipements,False,False,False
5936becba3a72968e28772f2,liste-des-meubles-classes-en-aquitaine,https://demo.data.gouv.fr/fr/datasets/liste-des-meubles-classes-en-aquitaine/,88e9359d-f287-4c8a-a719-0ae7df64c9d7,export en csv (utf-8) des meublés classés des Pyrennés-Atlantiques référencés dans la base de données de SIRTAQUI. Les coordonnées géographiques sont exprimées dans la projection WGS84,2017-09-11T06:14:33.696000,,ressourcerie-datalocale-1,3 - search request,,False,False,False,,False,False,False,False,,,scdl/equipements,False,False,False
5936beb0a3a72968e18772a0,liste-des-chambres-dhotes-declarees-en-mairie-en-aquitaine,https://demo.data.gouv.fr/fr/datasets/liste-des-chambres-dhotes-declarees-en-mairie-en-aquitaine/,837e8186-8aa4-4bc4-9a7b-8d39c0df5342,liste-chambres-hotes-declarees-mairie-aquitaine.csv,2017-07-07T06:07:56.209000,,ressourcerie-datalocale-1,3 - search request,,False,False,False,,False,False,False,False,,,scdl/equipements,False,False,False
5936beb0a3a72968e18772a0,liste-des-chambres-dhotes-declarees-en-mairie-en-aquitaine,https://demo.data.gouv.fr/fr/datasets/liste-des-chambres-dhotes-declarees-en-mairie-en-aquitaine/,4f76b6d0-273d-4c9c-b4e1-0daf597ef60b,extraction en csv (utf-8) de la liste des chambres d'hotes déclarés en mairie référencées dans la base de données SIRTAQUI. les coordonnées géographiques sont exprimées en wgs84 ,2017-07-07T06:07:56.209000,,ressourcerie-datalocale-1,3 - search request,,False,False,False,,False,False,False,False,,,scdl/equipements,False,False,False
5936beb0a3a72968e18772a0,liste-des-chambres-dhotes-declarees-en-mairie-en-aquitaine,https://demo.data.gouv.fr/fr/datasets/liste-des-chambres-dhotes-declarees-en-mairie-en-aquitaine/,d367a88f-e1be-49d3-8783-ee5be81024fd,extraction en xml (tourinfo) de la liste des chambres d'hotes déclarés en mairie référencées dans la base de données SIRTAQUI. les coordonnées géographiques sont exprimées en wgs84 ,2017-07-09T07:00:39.287000,wrong-file-format,,3 - search request,,False,False,False,,False,False,False,False,,,scdl/equipements,False,False,False
5936becea3a72968e18772b5,liste-des-meubles-non-classes-non-labellises-en-aquitaine,https://demo.data.gouv.fr/fr/datasets/liste-des-meubles-non-classes-non-labellises-en-aquitaine/,dfe6d94f-9667-4e20-834b-9636843cfa0b,consommation des données temps réel,2017-08-20T06:06:13.597000,wrong-file-format,,3 - search request,,False,False,False,,False,False,False,False,,,scdl/equipements,False,False,False
5936becea3a72968e18772b5,liste-des-meubles-non-classes-non-labellises-en-aquitaine,https://demo.data.gouv.fr/fr/datasets/liste-des-meubles-non-classes-non-labellises-en-aquitaine/,90789616-3395-47bc-b484-5b9e1df48f91,liste-csv-meubles-non-classes-non-labellises-cdt47.csv,2017-08-20T06:06:13.598000,,ressourcerie-datalocale-1,3 - search request,,False,False,False,,False,False,False,False,,,scdl/equipements,False,False,False
5936becea3a72968e18772b5,liste-des-meubles-non-classes-non-labellises-en-aquitaine,https://demo.data.gouv.fr/fr/datasets/liste-des-meubles-non-classes-non-labellises-en-aquitaine/,d1e31c1a-731c-4543-a161-5a4902955220,extraction en xml (tourinfo) de la liste des meublés non classés non labellisés de Gironde référencés dans la base de donnes SIRTAQUI. les coordonnées géographiques sont exprimées en wgs84,2017-08-20T06:06:13.598000,wrong-file-format,,3 - search request,,False,False,False,,False,False,False,False,,,scdl/equipements,False,False,False
5936becea3a72968e18772b5,liste-des-meubles-non-classes-non-labellises-en-aquitaine,https://demo.data.gouv.fr/fr/datasets/liste-des-meubles-non-classes-non-labellises-en-aquitaine/,34b469b9-5bab-4b86-bd2b-28307ff0923b,spécifications des jeux de données,2017-08-20T06:06:13.598000,wrong-file-format,,3 - search request,,False,False,False,,False,False,False,False,,,scdl/equipements,False,False,False
5936becea3a72968e18772b5,liste-des-meubles-non-classes-non-labellises-en-aquitaine,https://demo.data.gouv.fr/fr/datasets/liste-des-meubles-non-classes-non-labellises-en-aquitaine/,a0064056-77c2-44b7-ba42-e10f1d59ccd9,liste-csv-meubles-non-classes-non-labellises-aquitaine.csv,2017-08-20T06:06:13.599000,,ressourcerie-datalocale-1,3 - search request,,False,False,False,,False,False,False,False,,,scdl/equipements,False,False,False
5936becea3a72968e18772b5,liste-des-meubles-non-classes-non-labellises-en-aquitaine,https://demo.data.gouv.fr/fr/datasets/liste-des-meubles-non-classes-non-labellises-en-aquitaine/,54e2a59d-af2e-4dce-a145-c113c21e941a,extraction en xml (tourinfo) de la liste des meublés non classés non labellisés des Landes référencés dans la base de donnes SIRTAQUI. les coordonnées géographiques sont exprimées en wgs84,2017-08-20T06:06:13.599000,wrong-file-format,,3 - search request,,False,False,False,,False,False,False,False,,,scdl/equipements,False,False,False
5936becea3a72968e18772b5,liste-des-meubles-non-classes-non-labellises-en-aquitaine,https://demo.data.gouv.fr/fr/datasets/liste-des-meubles-non-classes-non-labellises-en-aquitaine/,c05753aa-8c0d-41d3-bc60-d081751cc6bd,liste-csv-meubles-non-classes-non-labellises-cdt24.csv,2017-08-20T06:06:13.597000,,ressourcerie-datalocale-1,3 - search request,,False,False,False,,False,False,False,False,,,scdl/equipements,False,False,False
5936becea3a72968e18772b5,liste-des-meubles-non-classes-non-labellises-en-aquitaine,https://demo.data.gouv.fr/fr/datasets/liste-des-meubles-non-classes-non-labellises-en-aquitaine/,80c58293-ba91-4123-bb6f-4de2e5b073ad,extraction en xml (tourinfo) de la liste des meublés non classés non labellisés du Lot-et-Garonne référencés dans la base de donnes SIRTAQUI. les coordonnées géographiques sont exprimées en wgs84,2017-08-20T06:06:13.599000,wrong-file-format,,3 - search request,,False,False,False,,False,False,False,False,,,scdl/equipements,False,False,False
5936becea3a72968e18772b5,liste-des-meubles-non-classes-non-labellises-en-aquitaine,https://demo.data.gouv.fr/fr/datasets/liste-des-meubles-non-classes-non-labellises-en-aquitaine/,f1b562cb-afb8-4865-bec5-9453562ea122,liste-csv-meubles-non-classes-non-labellises-cdt64.csv,2017-08-20T06:06:13.600000,,ressourcerie-datalocale-1,3 - search request,,False,False,False,,False,False,False,False,,,scdl/equipements,False,False,False
5936becea3a72968e18772b5,liste-des-meubles-non-classes-non-labellises-en-aquitaine,https://demo.data.gouv.fr/fr/datasets/liste-des-meubles-non-classes-non-labellises-en-aquitaine/,2579ebfc-a36f-4a29-b99a-6fba3de3244d,liste-csv-meubles-non-classes-non-labellises-cdt40.csv,2017-08-20T06:06:13.600000,,ressourcerie-datalocale-1,3 - search request,,False,False,False,,False,False,False,False,,,scdl/equipements,False,False,False
5936becea3a72968e18772b5,liste-des-meubles-non-classes-non-labellises-en-aquitaine,https://demo.data.gouv.fr/fr/datasets/liste-des-meubles-non-classes-non-labellises-en-aquitaine/,4a2743b4-e4ca-430c-bf84-33506be84d2c,liste-csv-meubles-non-classes-non-labellises-adt33.csv,2017-08-20T06:06:13.601000,,ressourcerie-datalocale-1,3 - search request,,False,False,False,,False,False,False,False,,,scdl/equipements,False,False,False
5936becea3a72968e18772b5,liste-des-meubles-non-classes-non-labellises-en-aquitaine,https://demo.data.gouv.fr/fr/datasets/liste-des-meubles-non-classes-non-labellises-en-aquitaine/,91993d38-8eea-41aa-b605-a260811d0461,export en csv (utf-8) des liste des meublés non classés non labellisés de Dordogne référencés dans la base de données de SIRTAQUI. Les coordonnées géographiques sont exprimées dans la projection WGS84,2017-08-20T06:06:13.601000,,ressourcerie-datalocale-1,3 - search request,,False,False,False,,False,False,False,False,,,scdl/equipements,False,False,False
5936becea3a72968e18772b5,liste-des-meubles-non-classes-non-labellises-en-aquitaine,https://demo.data.gouv.fr/fr/datasets/liste-des-meubles-non-classes-non-labellises-en-aquitaine/,947b8c24-1369-4df7-ac0d-50c96f70ea67,export en csv (utf-8) des liste des meublés non classés non labellisés de Gironde référencés dans la base de données de SIRTAQUI. Les coordonnées géographiques sont exprimées dans la projection WGS84,2017-08-20T06:06:13.601000,,ressourcerie-datalocale-1,3 - search request,,False,False,False,,False,False,False,False,,,scdl/equipements,False,False,False
5936becea3a72968e18772b5,liste-des-meubles-non-classes-non-labellises-en-aquitaine,https://demo.data.gouv.fr/fr/datasets/liste-des-meubles-non-classes-non-labellises-en-aquitaine/,9f5b39c6-75f6-4366-a19a-b6481abeed64,export en csv (utf-8) des liste des meublés non classés non labellisés des Landes référencés dans la base de données de SIRTAQUI. Les coordonnées géographiques sont exprimées dans la projection WGS84,2017-08-20T06:06:13.602000,,ressourcerie-datalocale-1,3 - search request,,False,False,False,,False,False,False,False,,,scdl/equipements,False,False,False
5936becea3a72968e18772b5,liste-des-meubles-non-classes-non-labellises-en-aquitaine,https://demo.data.gouv.fr/fr/datasets/liste-des-meubles-non-classes-non-labellises-en-aquitaine/,482a2c53-9524-4cbb-9e44-25dabfc587c5,extraction en xml (tourinfo) de la liste des meublés non classés non labellisés de Dordogne référencés dans la base de donnes SIRTAQUI. les coordonnées géographiques sont exprimées en wgs84,2017-08-20T06:06:13.600000,wrong-file-format,,3 - search request,,False,False,False,,False,False,False,False,,,scdl/equipements,False,False,False
5936becea3a72968e18772b5,liste-des-meubles-non-classes-non-labellises-en-aquitaine,https://demo.data.gouv.fr/fr/datasets/liste-des-meubles-non-classes-non-labellises-en-aquitaine/,d9ef5f60-edc2-47ef-867c-b7dfcb95f2b6,liste-csv-meubles-non-classes-non-labellises-cdt47.csv,2017-08-27T06:04:15.787000,,ressourcerie-datalocale-1,3 - search request,,False,False,False,,False,False,False,False,,,scdl/equipements,False,False,False
5936becea3a72968e18772b5,liste-des-meubles-non-classes-non-labellises-en-aquitaine,https://demo.data.gouv.fr/fr/datasets/liste-des-meubles-non-classes-non-labellises-en-aquitaine/,5af2c9f1-c90a-48d8-ad20-62aedc283440,extraction en xml (tourinfo) de la liste des meublés non classés non labellisés des Pyrennés-Atlantiques référencés dans la base de donnes SIRTAQUI. les coordonnées géographiques sont exprimées en wgs84,2017-08-20T06:06:13.597000,wrong-file-format,,3 - search request,,False,False,False,,False,False,False,False,,,scdl/equipements,False,False,False
5936becea3a72968e18772b5,liste-des-meubles-non-classes-non-labellises-en-aquitaine,https://demo.data.gouv.fr/fr/datasets/liste-des-meubles-non-classes-non-labellises-en-aquitaine/,cf62834a-2000-4851-8310-d1167fc102ec,liste-csv-meubles-non-classes-non-labellises-aquitaine.csv,2017-08-13T06:07:49.163000,,ressourcerie-datalocale-1,3 - search request,,False,False,False,,False,False,False,False,,,scdl/equipements,False,False,False
5936becea3a72968e18772b5,liste-des-meubles-non-classes-non-labellises-en-aquitaine,https://demo.data.gouv.fr/fr/datasets/liste-des-meubles-non-classes-non-labellises-en-aquitaine/,d9e517d4-c80b-43c3-bee3-c91d581882b1,consommation des données temps réel,2017-08-13T06:07:49.151000,wrong-file-format,,3 - search request,,False,False,False,,False,False,False,False,,,scdl/equipements,False,False,False
5936becea3a72968e18772b5,liste-des-meubles-non-classes-non-labellises-en-aquitaine,https://demo.data.gouv.fr/fr/datasets/liste-des-meubles-non-classes-non-labellises-en-aquitaine/,3e85bfe0-8ff4-403f-b606-87bd7b2dcb24,spécifications des jeux de données,2017-08-13T06:07:49.157000,wrong-file-format,,3 - search request,,False,False,False,,False,False,False,False,,,scdl/equipements,False,False,False
5936becea3a72968e18772b5,liste-des-meubles-non-classes-non-labellises-en-aquitaine,https://demo.data.gouv.fr/fr/datasets/liste-des-meubles-non-classes-non-labellises-en-aquitaine/,3520d68f-9f96-4064-bfb6-04ea7cfb5ece,export en csv (utf-8) des liste des meublés non classés non labellisés des Landes référencés dans la base de données de SIRTAQUI. Les coordonnées géographiques sont exprimées dans la projection WGS84,2017-08-13T06:07:49.158000,,ressourcerie-datalocale-1,3 - search request,,False,False,False,,False,False,False,False,,,scdl/equipements,False,False,False
5936becea3a72968e18772b5,liste-des-meubles-non-classes-non-labellises-en-aquitaine,https://demo.data.gouv.fr/fr/datasets/liste-des-meubles-non-classes-non-labellises-en-aquitaine/,803ddbd5-1be8-43aa-9713-1dd95f43eee1,extraction en xml (tourinfo) de la liste des meublés non classés non labellisés des Landes référencés dans la base de donnes SIRTAQUI. les coordonnées géographiques sont exprimées en wgs84,2017-08-13T06:07:49.158000,wrong-file-format,,3 - search request,,False,False,False,,False,False,False,False,,,scdl/equipements,False,False,False
5936becea3a72968e18772b5,liste-des-meubles-non-classes-non-labellises-en-aquitaine,https://demo.data.gouv.fr/fr/datasets/liste-des-meubles-non-classes-non-labellises-en-aquitaine/,c47851a4-99c5-4319-8a2a-2a01b4b27cfe,extraction en xml (tourinfo) de la liste des meublés non classés non labellisés du Lot-et-Garonne référencés dans la base de donnes SIRTAQUI. les coordonnées géographiques sont exprimées en wgs84,2017-08-13T06:07:49.159000,wrong-file-format,,3 - search request,,False,False,False,,False,False,False,False,,,scdl/equipements,False,False,False
5936becea3a72968e18772b5,liste-des-meubles-non-classes-non-labellises-en-aquitaine,https://demo.data.gouv.fr/fr/datasets/liste-des-meubles-non-classes-non-labellises-en-aquitaine/,3766d1a3-9b74-4a2f-9455-f767e3464c51,liste-csv-meubles-non-classes-non-labellises-cdt40.csv,2017-08-13T06:07:49.159000,,ressourcerie-datalocale-1,3 - search request,,False,False,False,,False,False,False,False,,,scdl/equipements,False,False,False
5936becea3a72968e18772b5,liste-des-meubles-non-classes-non-labellises-en-aquitaine,https://demo.data.gouv.fr/fr/datasets/liste-des-meubles-non-classes-non-labellises-en-aquitaine/,462e687e-ad81-4723-83a1-ebb003fffe60,liste-csv-meubles-non-classes-non-labellises-adt33.csv,2017-08-13T06:07:49.163000,,ressourcerie-datalocale-1,3 - search request,,False,False,False,,False,False,False,False,,,scdl/equipements,False,False,False
5936becea3a72968e18772b5,liste-des-meubles-non-classes-non-labellises-en-aquitaine,https://demo.data.gouv.fr/fr/datasets/liste-des-meubles-non-classes-non-labellises-en-aquitaine/,6b24e376-e748-481f-9b6f-6a5d49d6a8d5,extraction en xml (tourinfo) de la liste des meublés non classés non labellisés de Dordogne référencés dans la base de donnes SIRTAQUI. les coordonnées géographiques sont exprimées en wgs84,2017-08-13T06:07:49.159000,wrong-file-format,,3 - search request,,False,False,False,,False,False,False,False,,,scdl/equipements,False,False,False
