siretAcheteur,urlProfilAcheteur,urlDCAT,coordonnees,last_modified,datagouv_dataset_id,datagouv_resource_id,datagouv_organization_or_owner
21290161500014,https://marches.megalis.bretagne.bzh,,COMMUNE DE PLEUVEN 29170 PLEUVEN,2021-09-07T10:00:08.561000,5bcdc37a634f41327d733c29,b94e8cf1-1e92-4e59-a8b7-9740f75b9053,megalis-bretagne
21220190900018,https://marches.megalis.bretagne.bzh,,COMMUNE DE PLESLIN TRIGAVOU 22490 PLESLIN-TRIGAVOU,2021-09-07T10:00:08.561000,5bcdc37a634f41327d733c29,b94e8cf1-1e92-4e59-a8b7-9740f75b9053,megalis-bretagne
26560245800019,https://marches.megalis.bretagne.bzh,,CENTRE COMMUNAL D'ACTION SOCIALE 56410 ERDEVEN,2021-09-07T10:00:08.561000,5bcdc37a634f41327d733c29,b94e8cf1-1e92-4e59-a8b7-9740f75b9053,megalis-bretagne
26350115700014,https://marches.megalis.bretagne.bzh,,CENTRE COMMUNAL D ACTION SOCIALE 35580 GOVEN,2021-09-07T10:00:08.561000,5bcdc37a634f41327d733c29,b94e8cf1-1e92-4e59-a8b7-9740f75b9053,megalis-bretagne
25350291800027,https://marches.megalis.bretagne.bzh,,SM EAU DU PAYS DE SAINT-MALO 35400 SAINT-MALO,2021-09-07T10:00:08.561000,5bcdc37a634f41327d733c29,b94e8cf1-1e92-4e59-a8b7-9740f75b9053,megalis-bretagne
21350338600012,https://marches.megalis.bretagne.bzh,,COMMUNE DE TORCE 35370 TORCE,2021-09-07T10:00:08.561000,5bcdc37a634f41327d733c29,b94e8cf1-1e92-4e59-a8b7-9740f75b9053,megalis-bretagne
21560152700017,https://marches.megalis.bretagne.bzh,,COMMUNE DE LE PALAIS 56360 LE PALAIS,2021-09-07T10:00:08.561000,5bcdc37a634f41327d733c29,b94e8cf1-1e92-4e59-a8b7-9740f75b9053,megalis-bretagne
21350297400016,https://marches.megalis.bretagne.bzh,,COMMUNE DE SAINT MEEN LE GRAND 35290 SAINT-MEEN-LE-GRAND,2021-09-07T10:00:08.561000,5bcdc37a634f41327d733c29,b94e8cf1-1e92-4e59-a8b7-9740f75b9053,megalis-bretagne
21290236500114,https://marches.megalis.bretagne.bzh,,COMMUNE DE RIEC SUR BELON 29340 RIEC-SUR-BELON,2021-09-07T10:00:08.561000,5bcdc37a634f41327d733c29,b94e8cf1-1e92-4e59-a8b7-9740f75b9053,megalis-bretagne
21220341800018,https://marches.megalis.bretagne.bzh,,COMMUNE DE TRAMAIN 22640 TRAMAIN,2021-09-07T10:00:08.561000,5bcdc37a634f41327d733c29,b94e8cf1-1e92-4e59-a8b7-9740f75b9053,megalis-bretagne
21560132900018,https://marches.megalis.bretagne.bzh,,COMMUNE DE MEUCON 56890 MEUCON,2021-09-07T10:00:08.561000,5bcdc37a634f41327d733c29,b94e8cf1-1e92-4e59-a8b7-9740f75b9053,megalis-bretagne
20005979800013,https://marches.megalis.bretagne.bzh,,COMMUNE DE SAINT-THEGONNEC LOC-EGUINER 29410 SAINT-THEGONNEC LOC-EGUINER,2021-09-07T10:00:08.561000,5bcdc37a634f41327d733c29,b94e8cf1-1e92-4e59-a8b7-9740f75b9053,megalis-bretagne
26350098500050,https://marches.megalis.bretagne.bzh,,CENTRE COMMUNAL D'ACTION SOCIALE 35131 CHARTRES-DE-BRETAGNE,2021-09-07T10:00:08.561000,5bcdc37a634f41327d733c29,b94e8cf1-1e92-4e59-a8b7-9740f75b9053,megalis-bretagne
27220001500027,https://marches.megalis.bretagne.bzh,,COTES D'ARMOR HABITAT OPH 22440 PLOUFRAGAN,2021-09-07T10:00:08.561000,5bcdc37a634f41327d733c29,b94e8cf1-1e92-4e59-a8b7-9740f75b9053,megalis-bretagne
26220266600018,https://marches.megalis.bretagne.bzh,,CENTRE COMMUNAL D'ACTION SOCIALE 22230 SAINT-VRAN,2021-09-07T10:00:08.561000,5bcdc37a634f41327d733c29,b94e8cf1-1e92-4e59-a8b7-9740f75b9053,megalis-bretagne
21220322800011,https://marches.megalis.bretagne.bzh,,COMMUNE DE SAINT PEVER 22720 SAINT-PEVER,2021-09-07T10:00:08.561000,5bcdc37a634f41327d733c29,b94e8cf1-1e92-4e59-a8b7-9740f75b9053,megalis-bretagne
21220332700011,https://marches.megalis.bretagne.bzh,,COMMUNE DE SAINT TRIMOEL 22510 SAINT-TRIMOEL,2021-09-07T10:00:08.561000,5bcdc37a634f41327d733c29,b94e8cf1-1e92-4e59-a8b7-9740f75b9053,megalis-bretagne
25290114500042,https://marches.megalis.bretagne.bzh,,SYNDICAT DEPARTEMENTAL D ENERGIE ET D EQUIPEMENT DU FINISTERE 29000 QUIMPER,2021-09-07T10:00:08.561000,5bcdc37a634f41327d733c29,b94e8cf1-1e92-4e59-a8b7-9740f75b9053,megalis-bretagne
21290246400016,https://marches.megalis.bretagne.bzh,,COMMUNE DE SAINT ELOY 29460 SAINT-ELOY,2021-09-07T10:00:08.561000,5bcdc37a634f41327d733c29,b94e8cf1-1e92-4e59-a8b7-9740f75b9053,megalis-bretagne
21290241500208,https://marches.megalis.bretagne.bzh,,COMMUNE DE ROSPORDEN 29140 ROSPORDEN,2021-09-07T10:00:08.561000,5bcdc37a634f41327d733c29,b94e8cf1-1e92-4e59-a8b7-9740f75b9053,megalis-bretagne
20005429400018,https://marches.megalis.bretagne.bzh,,COMMUNE DE LE MENE 22330 LE MENE,2021-09-07T10:00:08.561000,5bcdc37a634f41327d733c29,b94e8cf1-1e92-4e59-a8b7-9740f75b9053,megalis-bretagne
20005488000014,https://marches.megalis.bretagne.bzh,,COMMUNE DE LA CHAPELLE DU LOU DU LAC 35360 LA CHAPELLE DU LOU DU LAC,2021-09-07T10:00:08.561000,5bcdc37a634f41327d733c29,b94e8cf1-1e92-4e59-a8b7-9740f75b9053,megalis-bretagne
25220012600016,https://marches.megalis.bretagne.bzh,,S.I. ADDUCTION EAU CORLAY ET HAUT CORLAY 22320 CORLAY,2021-09-07T10:00:08.561000,5bcdc37a634f41327d733c29,b94e8cf1-1e92-4e59-a8b7-9740f75b9053,megalis-bretagne
26290198600014,https://marches.megalis.bretagne.bzh,,CTRE COM ACTION SOCIALE DE SAINT RENAN 29290 SAINT-RENAN,2021-09-07T10:00:08.561000,5bcdc37a634f41327d733c29,b94e8cf1-1e92-4e59-a8b7-9740f75b9053,megalis-bretagne
21290028600064,https://marches.megalis.bretagne.bzh,,COMMUNE DE CLEDEN CAP SIZUN 29770 CLEDEN-CAP-SIZUN,2021-09-07T10:00:08.561000,5bcdc37a634f41327d733c29,b94e8cf1-1e92-4e59-a8b7-9740f75b9053,megalis-bretagne
21220035600013,https://marches.megalis.bretagne.bzh,,COMMUNE LES CHAMPS-GERAUX 22630 LES CHAMPS-GERAUX,2021-09-07T10:00:08.561000,5bcdc37a634f41327d733c29,b94e8cf1-1e92-4e59-a8b7-9740f75b9053,megalis-bretagne
26290051700018,https://marches.megalis.bretagne.bzh,,CENTRE COMMUNAL D'ACTION SOCIALE 29900 CONCARNEAU,2021-09-07T10:00:08.561000,5bcdc37a634f41327d733c29,b94e8cf1-1e92-4e59-a8b7-9740f75b9053,megalis-bretagne
21220254300014,https://marches.megalis.bretagne.bzh,,COMMUNE DE PRAT 22140 PRAT,2021-09-07T10:00:08.561000,5bcdc37a634f41327d733c29,b94e8cf1-1e92-4e59-a8b7-9740f75b9053,megalis-bretagne
21220315200013,https://marches.megalis.bretagne.bzh,,COMMUNE DE SAINT MAUDEZ 22980 SAINT-MAUDEZ,2021-09-07T10:00:08.561000,5bcdc37a634f41327d733c29,b94e8cf1-1e92-4e59-a8b7-9740f75b9053,megalis-bretagne
24291333300017,https://marches.megalis.bretagne.bzh,,SI A VOCATION MULTIPLE REGION DE SCAER 29390 SCAER,2021-09-07T10:00:08.561000,5bcdc37a634f41327d733c29,b94e8cf1-1e92-4e59-a8b7-9740f75b9053,megalis-bretagne
20007706300010,https://marches.megalis.bretagne.bzh,,CENTRE INTERCOMMUNAL D' ACTION SOCIALE DE LOUDEAC COMMUNAUTE BRETAGNE CENTRE 22600 LOUDEAC,2021-09-07T10:00:08.561000,5bcdc37a634f41327d733c29,b94e8cf1-1e92-4e59-a8b7-9740f75b9053,megalis-bretagne
24350013900189,https://marches.megalis.bretagne.bzh,,RENNES METROPOLE 35200 RENNES,2021-09-07T10:00:08.561000,5bcdc37a634f41327d733c29,b94e8cf1-1e92-4e59-a8b7-9740f75b9053,megalis-bretagne
24290031400012,https://marches.megalis.bretagne.bzh,,BREST METROPOLE 29200 BREST,2021-09-07T10:00:08.561000,5bcdc37a634f41327d733c29,b94e8cf1-1e92-4e59-a8b7-9740f75b9053,megalis-bretagne
79849947100026,https://marches.megalis.bretagne.bzh,,ASSOCIATION BREIZH SMALL BUSINESS ACT 56380 BEIGNON,2021-09-07T10:00:08.561000,5bcdc37a634f41327d733c29,b94e8cf1-1e92-4e59-a8b7-9740f75b9053,megalis-bretagne
29560027400019,https://marches.megalis.bretagne.bzh,,ASS FONCIERE REMEMBREMENT LES FORGES 56120 FORGES DE LANOUEE,2021-09-07T10:00:08.561000,5bcdc37a634f41327d733c29,b94e8cf1-1e92-4e59-a8b7-9740f75b9053,megalis-bretagne
21560045300017,https://marches.megalis.bretagne.bzh,,COMMUNE DE LE COURS 56230 LE COURS,2021-09-07T10:00:08.561000,5bcdc37a634f41327d733c29,b94e8cf1-1e92-4e59-a8b7-9740f75b9053,megalis-bretagne
20005671100019,https://marches.megalis.bretagne.bzh,,COMMUNE DE JUGON-LES-LACS - COMMUNE NOUVELLE 22270 JUGON-LES-LACS–COMMUNE NOUVELLE,2021-09-07T10:00:08.561000,5bcdc37a634f41327d733c29,b94e8cf1-1e92-4e59-a8b7-9740f75b9053,megalis-bretagne
21220263400011,https://marches.megalis.bretagne.bzh,,COMMUNE DE LE QUIOU 22630 LE QUIOU,2021-09-07T10:00:08.561000,5bcdc37a634f41327d733c29,b94e8cf1-1e92-4e59-a8b7-9740f75b9053,megalis-bretagne
21560242600011,https://marches.megalis.bretagne.bzh,,COMMUNE DE SEGLIEN 56160 SEGLIEN,2021-09-07T10:00:08.561000,5bcdc37a634f41327d733c29,b94e8cf1-1e92-4e59-a8b7-9740f75b9053,megalis-bretagne
21290033600018,https://marches.megalis.bretagne.bzh,,COMMUNE DE LE CLOITRE PLEYBEN 29190 LE CLOITRE-PLEYBEN,2021-09-07T10:00:08.561000,5bcdc37a634f41327d733c29,b94e8cf1-1e92-4e59-a8b7-9740f75b9053,megalis-bretagne
26560093200031,https://marches.megalis.bretagne.bzh,,CENTRE COMMUNAL D ACTION SOCIALE 56120 JOSSELIN,2021-09-07T10:00:08.561000,5bcdc37a634f41327d733c29,b94e8cf1-1e92-4e59-a8b7-9740f75b9053,megalis-bretagne
25350133200014,https://marches.megalis.bretagne.bzh,,"SI DE REGROUPEMENT SCOLAIRE DES ETABLISSEMENTS D'ENSEIGNEMENT PRIVES DE BILLE, COMBOURTILLE, PARCE 35133 BILLE",2021-09-07T10:00:08.561000,5bcdc37a634f41327d733c29,b94e8cf1-1e92-4e59-a8b7-9740f75b9053,megalis-bretagne
21350155400017,https://marches.megalis.bretagne.bzh,,COMMUNE DE LOHEAC 35550 LOHEAC,2021-09-07T10:00:08.561000,5bcdc37a634f41327d733c29,b94e8cf1-1e92-4e59-a8b7-9740f75b9053,megalis-bretagne
21560205300013,https://marches.megalis.bretagne.bzh,,COMMUNE DE SAINT ARMEL 56450 SAINT-ARMEL,2021-09-07T10:00:08.561000,5bcdc37a634f41327d733c29,b94e8cf1-1e92-4e59-a8b7-9740f75b9053,megalis-bretagne
21290185400019,https://marches.megalis.bretagne.bzh,,COMMUNE DE PLOUESCAT 29430 PLOUESCAT,2021-09-07T10:00:08.561000,5bcdc37a634f41327d733c29,b94e8cf1-1e92-4e59-a8b7-9740f75b9053,megalis-bretagne
20003902200013,https://marches.megalis.bretagne.bzh,,COMMUNAUTE D'AGGLOMERATION VITRE COMMUNAUTE 35500 VITRE,2021-09-07T10:00:08.561000,5bcdc37a634f41327d733c29,b94e8cf1-1e92-4e59-a8b7-9740f75b9053,megalis-bretagne
26220070200013,https://marches.megalis.bretagne.bzh,,CENTRE COMMUNAL D'ACTION SOCIALE 22490 PLOUER-SUR-RANCE,2021-09-07T10:00:08.561000,5bcdc37a634f41327d733c29,b94e8cf1-1e92-4e59-a8b7-9740f75b9053,megalis-bretagne
21220156000019,https://marches.megalis.bretagne.bzh,,COMMUNE DE MOUSTERU 22200 MOUSTERU,2021-09-07T10:00:08.561000,5bcdc37a634f41327d733c29,b94e8cf1-1e92-4e59-a8b7-9740f75b9053,megalis-bretagne
21220364000017,https://marches.megalis.bretagne.bzh,,COMMUNE DE TRELIVAN 22100 TRELIVAN,2021-09-07T10:00:08.561000,5bcdc37a634f41327d733c29,b94e8cf1-1e92-4e59-a8b7-9740f75b9053,megalis-bretagne
21440067300015,https://marches.megalis.bretagne.bzh,,COMMUNE DE GUEMENE-PENFAO 44290 GUEMENE-PENFAO,2021-09-07T10:00:08.561000,5bcdc37a634f41327d733c29,b94e8cf1-1e92-4e59-a8b7-9740f75b9053,megalis-bretagne
25350099500019,https://marches.megalis.bretagne.bzh,,SMICTOM CENTRE OUEST D'ILLE ET VILLAINE 35290 SAINT-MEEN-LE-GRAND,2021-09-07T10:00:08.561000,5bcdc37a634f41327d733c29,b94e8cf1-1e92-4e59-a8b7-9740f75b9053,megalis-bretagne
