n_amenageur,n_operateur,n_enseigne,id_station,n_station,ad_station,code_insee,Xlongitude,Ylatitude,nbre_pdc,id_pdc,puiss_max,type_prise,acces_recharge,accessibilité,observations,date_maj,last_modified,datagouv_resource_id,Numéro pdc,Numéro station,accessibilitÃ©
SDE 56,Morbihan énergies,Morbihan énergies,FR*S56*PPDYFKZ,Rue Anne de Bretagne,Rue Anne de Bretagne 56500 Radenac,56189,-2.713993,47.961865,2,FR*S56*ERXCB*2,18.00,T2-E/F,Payant,24h/24h-7J/7J,"Tarif abonné Morbihan Energies: 18€ ttc/an, puis 0,25€ ttc/kWh consommé. Non abonné: 2€ ttc/charge (3€ sur bornes rapides), puis 0,25€ ttc/kWh consommé. Pénalités applicables au temps si branchement > 6 heures (2 heures sur bornes rapides) : 5€ ttc/heure",2020/10/22,2021-05-28T16:57:39.482000,564a7e24-eb69-456c-a0d1-a2750011b363,null,null,null
SDE 56,Morbihan énergies,Morbihan énergies,FR*S56*PPDYFKZ,Rue Anne de Bretagne,Rue Anne de Bretagne 56500 Radenac,56189,-2.713993,47.961865,2,FR*S56*ERXCB*1,18.00,T2-E/F,Payant,24h/24h-7J/7J,"Tarif abonné Morbihan Energies: 18€ ttc/an, puis 0,25€ ttc/kWh consommé. Non abonné: 2€ ttc/charge (3€ sur bornes rapides), puis 0,25€ ttc/kWh consommé. Pénalités applicables au temps si branchement > 6 heures (2 heures sur bornes rapides) : 5€ ttc/heure",2020/10/22,2021-05-28T16:57:39.482000,564a7e24-eb69-456c-a0d1-a2750011b363,null,null,null
SDE 56,Morbihan énergies,Morbihan énergies,FR*S56*PPCHBYA,Rue Georges Cadoudal,Rue Georges Cadoudal 56420 Plaudren,56157,-2.689778,47.778166,2,FR*S56*ERYHB*1,18.00,T2-E/F,Payant,24h/24h-7J/7J,"Tarif abonné Morbihan Energies: 18€ ttc/an, puis 0,25€ ttc/kWh consommé. Non abonné: 2€ ttc/charge (3€ sur bornes rapides), puis 0,25€ ttc/kWh consommé. Pénalités applicables au temps si branchement > 6 heures (2 heures sur bornes rapides) : 5€ ttc/heure",2020/10/22,2021-05-28T16:57:39.482000,564a7e24-eb69-456c-a0d1-a2750011b363,null,null,null
SDE 56,Morbihan énergies,Morbihan énergies,FR*S56*PPCHBYA,Rue Georges Cadoudal,Rue Georges Cadoudal 56420 Plaudren,56157,-2.689778,47.778166,2,FR*S56*ERYHB*2,18.00,T2-E/F,Payant,24h/24h-7J/7J,"Tarif abonné Morbihan Energies: 18€ ttc/an, puis 0,25€ ttc/kWh consommé. Non abonné: 2€ ttc/charge (3€ sur bornes rapides), puis 0,25€ ttc/kWh consommé. Pénalités applicables au temps si branchement > 6 heures (2 heures sur bornes rapides) : 5€ ttc/heure",2020/10/22,2021-05-28T16:57:39.482000,564a7e24-eb69-456c-a0d1-a2750011b363,null,null,null
SDE 56,Morbihan énergies,Morbihan énergies,FR*S56*POXD9WRDSZQ,Place de l'Eglise,Place de l'Eglise 56260 Larmor-Plage,56107,-3.382645,47.706029,2,FR*S56*EGQHK*2,7.00,T2S-E/F,Payant,24h/24h-7J/7J,"Tarif abonné Morbihan Energies: 18€ ttc/an, puis 0,25€ ttc/kWh consommé. Non abonné: 2€ ttc/charge (3€ sur bornes rapides), puis 0,25€ ttc/kWh consommé. Pénalités applicables au temps si branchement > 6 heures (2 heures sur bornes rapides) : 5€ ttc/heure",2020/10/22,2021-05-28T16:57:39.482000,564a7e24-eb69-456c-a0d1-a2750011b363,null,null,null
SDE 56,Morbihan énergies,Morbihan énergies,FR*S56*POXD9WRDSZQ,Place de l'Eglise,Place de l'Eglise 56260 Larmor-Plage,56107,-3.382645,47.706029,2,FR*S56*EGQHK*1,7.00,T2S-E/F,Payant,24h/24h-7J/7J,"Tarif abonné Morbihan Energies: 18€ ttc/an, puis 0,25€ ttc/kWh consommé. Non abonné: 2€ ttc/charge (3€ sur bornes rapides), puis 0,25€ ttc/kWh consommé. Pénalités applicables au temps si branchement > 6 heures (2 heures sur bornes rapides) : 5€ ttc/heure",2020/10/22,2021-05-28T16:57:39.482000,564a7e24-eb69-456c-a0d1-a2750011b363,null,null,null
SDE 56,Morbihan énergies,Morbihan énergies,FR*S56*POTFVUHHRFE,Pen Prad,Pen Prad 56360 Sauzon,56241,-3.222972,47.368306,2,FR*S56*ERVRS*2,22.00,T2S-E/F,Gratuit,08h/17h-5J/7J,Recharge Gratuite,2020/10/22,2021-05-28T16:57:39.482000,564a7e24-eb69-456c-a0d1-a2750011b363,null,null,null
SDE 56,Morbihan énergies,Morbihan énergies,FR*S56*POTFVUHHRFE,Pen Prad,Pen Prad 56360 Sauzon,56241,-3.222972,47.368306,2,FR*S56*ERVRS*1,22.00,T2S-E/F,Gratuit,08h/17h-5J/7J,Recharge Gratuite,2020/10/22,2021-05-28T16:57:39.482000,564a7e24-eb69-456c-a0d1-a2750011b363,null,null,null
SDE 56,Morbihan énergies,Morbihan énergies,FR*S56*PNWTLJV,Place Glaharon,Place Glaharon 56490 Guilliers,56080,-2.403894,48.043441,2,FR*S56*EQQME*2,18.00,T2-E/F,Payant,24h/24h-7J/7J,"Tarif abonné Morbihan Energies: 18€ ttc/an, puis 0,25€ ttc/kWh consommé. Non abonné: 2€ ttc/charge (3€ sur bornes rapides), puis 0,25€ ttc/kWh consommé. Pénalités applicables au temps si branchement > 6 heures (2 heures sur bornes rapides) : 5€ ttc/heure",2020/10/22,2021-05-28T16:57:39.482000,564a7e24-eb69-456c-a0d1-a2750011b363,null,null,null
SDE 56,Morbihan énergies,Morbihan énergies,FR*S56*PNWTLJV,Place Glaharon,Place Glaharon 56490 Guilliers,56080,-2.403894,48.043441,2,FR*S56*EQQME*1,18.00,T2-E/F,Payant,24h/24h-7J/7J,"Tarif abonné Morbihan Energies: 18€ ttc/an, puis 0,25€ ttc/kWh consommé. Non abonné: 2€ ttc/charge (3€ sur bornes rapides), puis 0,25€ ttc/kWh consommé. Pénalités applicables au temps si branchement > 6 heures (2 heures sur bornes rapides) : 5€ ttc/heure",2020/10/22,2021-05-28T16:57:39.482000,564a7e24-eb69-456c-a0d1-a2750011b363,null,null,null
SDE 56,Morbihan énergies,Morbihan énergies,FR*S56*PNRXSYF,Place de la République,Place de la République 56000 Vannes,56260,-2.759406,47.656324,2,FR*S56*EAMGS*2,18.00,T2-E/F,Payant,24h/24h-7J/7J,"Tarif abonné Morbihan Energies: 18€ ttc/an, puis 0,25€ ttc/kWh consommé. Non abonné: 2€ ttc/charge (3€ sur bornes rapides), puis 0,25€ ttc/kWh consommé. Pénalités applicables au temps si branchement > 6 heures (2 heures sur bornes rapides) : 5€ ttc/heure",2020/10/22,2021-05-28T16:57:39.482000,564a7e24-eb69-456c-a0d1-a2750011b363,null,null,null
SDE 56,Morbihan énergies,Morbihan énergies,FR*S56*PNRXSYF,Place de la République,Place de la République 56000 Vannes,56260,-2.759406,47.656324,2,FR*S56*EAMGS*1,18.00,T2-E/F,Payant,24h/24h-7J/7J,"Tarif abonné Morbihan Energies: 18€ ttc/an, puis 0,25€ ttc/kWh consommé. Non abonné: 2€ ttc/charge (3€ sur bornes rapides), puis 0,25€ ttc/kWh consommé. Pénalités applicables au temps si branchement > 6 heures (2 heures sur bornes rapides) : 5€ ttc/heure",2020/10/22,2021-05-28T16:57:39.482000,564a7e24-eb69-456c-a0d1-a2750011b363,null,null,null
SDE 56,Morbihan énergies,Morbihan énergies,FR*S56*PNNRVKY,Place Générale de Gaulle,Place Générale de Gaulle 56000 Vannes,56260,-2.753999,47.658649,2,FR*S56*EAGRB*2,18.00,T2-E/F,Payant,24h/24h-7J/7J,"Tarif abonné Morbihan Energies: 18€ ttc/an, puis 0,25€ ttc/kWh consommé. Non abonné: 2€ ttc/charge (3€ sur bornes rapides), puis 0,25€ ttc/kWh consommé. Pénalités applicables au temps si branchement > 6 heures (2 heures sur bornes rapides) : 5€ ttc/heure",2020/10/22,2021-05-28T16:57:39.482000,564a7e24-eb69-456c-a0d1-a2750011b363,null,null,null
SDE 56,Morbihan énergies,Morbihan énergies,FR*S56*PTLKZQJ,Rue Marie Curie,Rue Marie Curie 56400 Pluneret,56176,-2.959160,47.673607,2,FR*S56*ERLDB*1,18.00,T2-E/F,Gratuit,24h/24h-7J/7J,Recharge Gratuite,2020/10/22,2021-05-28T16:57:39.482000,564a7e24-eb69-456c-a0d1-a2750011b363,null,null,null
SDE 56,Morbihan énergies,Morbihan énergies,FR*S56*PWMRUPK,Rue de Vannes,Rue de Vannes 56400 Sainte-Anne-d'Auray,56263,-2.950392,47.703906,2,FR*S56*EFLTF*1,18.00,T2-E/F,Payant,24h/24h-7J/7J,"Tarif abonné Morbihan Energies: 18€ ttc/an, puis 0,25€ ttc/kWh consommé. Non abonné: 2€ ttc/charge (3€ sur bornes rapides), puis 0,25€ ttc/kWh consommé. Pénalités applicables au temps si branchement > 6 heures (2 heures sur bornes rapides) : 5€ ttc/heure",2020/10/22,2021-05-28T16:57:39.482000,564a7e24-eb69-456c-a0d1-a2750011b363,null,null,null
SDE 56,Morbihan énergies,Morbihan énergies,FR*S56*PTLSDKV,Rue du Commerce,Rue du Commerce 56000 Vannes,56260,-2.754891,47.642143,2,FR*S56*EAMDC*1,18.00,T2-E/F,Payant,24h/24h-7J/7J,"Tarif abonné Morbihan Energies: 18€ ttc/an, puis 0,25€ ttc/kWh consommé. Non abonné: 2€ ttc/charge (3€ sur bornes rapides), puis 0,25€ ttc/kWh consommé. Pénalités applicables au temps si branchement > 6 heures (2 heures sur bornes rapides) : 5€ ttc/heure",2020/10/22,2021-05-28T16:57:39.482000,564a7e24-eb69-456c-a0d1-a2750011b363,null,null,null
SDE 56,Morbihan énergies,Morbihan énergies,FR*S56*PYCX0MN1QXX,2 Rue des Remparts,2 Rue des Remparts 56360 Palais,56152,-3.154000,47.344639,2,FR*S56*ERYMQ*2,22.00,T2S-E/F,Gratuit,08h/17h-5J/7J,Recharge Gratuite,2020/10/22,2021-05-28T16:57:39.482000,564a7e24-eb69-456c-a0d1-a2750011b363,null,null,null
SDE 56,Morbihan énergies,Morbihan énergies,FR*S56*PYPKBZP,Place Alsace Lorraine,Place Alsace Lorraine 56100 Lorient,56121,-3.361121,47.749820,2,FR*S56*EAEHM*2,18.00,T2-E/F,Payant,24h/24h-7J/7J,"Tarif abonné Morbihan Energies: 18€ ttc/an, puis 0,25€ ttc/kWh consommé. Non abonné: 2€ ttc/charge (3€ sur bornes rapides), puis 0,25€ ttc/kWh consommé. Pénalités applicables au temps si branchement > 6 heures (2 heures sur bornes rapides) : 5€ ttc/heure",2020/10/22,2021-05-28T16:57:39.482000,564a7e24-eb69-456c-a0d1-a2750011b363,null,null,null
SDE 56,Morbihan énergies,Morbihan énergies,FR*S56*PYPKBZP,Place Alsace Lorraine,Place Alsace Lorraine 56100 Lorient,56121,-3.361121,47.749820,2,FR*S56*EAEHM*1,18.00,T2-E/F,Payant,24h/24h-7J/7J,"Tarif abonné Morbihan Energies: 18€ ttc/an, puis 0,25€ ttc/kWh consommé. Non abonné: 2€ ttc/charge (3€ sur bornes rapides), puis 0,25€ ttc/kWh consommé. Pénalités applicables au temps si branchement > 6 heures (2 heures sur bornes rapides) : 5€ ttc/heure",2020/10/22,2021-05-28T16:57:39.482000,564a7e24-eb69-456c-a0d1-a2750011b363,null,null,null
SDE 56,Morbihan énergies,Morbihan énergies,FR*S56*PYLFQUA,Chemin du Vrancial,Chemin du Vrancial 56870 Baden,56008,-2.918551,47.618294,2,FR*S56*EAALG*2,18.00,T2-E/F,Payant,24h/24h-7J/7J,"Tarif abonné Morbihan Energies: 18€ ttc/an, puis 0,25€ ttc/kWh consommé. Non abonné: 2€ ttc/charge (3€ sur bornes rapides), puis 0,25€ ttc/kWh consommé. Pénalités applicables au temps si branchement > 6 heures (2 heures sur bornes rapides) : 5€ ttc/heure",2020/10/22,2021-05-28T16:57:39.482000,564a7e24-eb69-456c-a0d1-a2750011b363,null,null,null
SDE 56,Morbihan énergies,Morbihan énergies,FR*S56*PYLFQUA,Chemin du Vrancial,Chemin du Vrancial 56870 Baden,56008,-2.918551,47.618294,2,FR*S56*EAALG*1,18.00,T2-E/F,Payant,24h/24h-7J/7J,"Tarif abonné Morbihan Energies: 18€ ttc/an, puis 0,25€ ttc/kWh consommé. Non abonné: 2€ ttc/charge (3€ sur bornes rapides), puis 0,25€ ttc/kWh consommé. Pénalités applicables au temps si branchement > 6 heures (2 heures sur bornes rapides) : 5€ ttc/heure",2020/10/22,2021-05-28T16:57:39.482000,564a7e24-eb69-456c-a0d1-a2750011b363,null,null,null
SDE 56,Morbihan énergies,Morbihan énergies,FR*S56*PYHQTBN,Place de L'église,Place de L'église 56220 Limerzel,56111,-2.353597,47.636525,2,FR*S56*ESBDP*1,18.00,T2-E/F,Payant,24h/24h-7J/7J,"Tarif abonné Morbihan Energies: 18€ ttc/an, puis 0,25€ ttc/kWh consommé. Non abonné: 2€ ttc/charge (3€ sur bornes rapides), puis 0,25€ ttc/kWh consommé. Pénalités applicables au temps si branchement > 6 heures (2 heures sur bornes rapides) : 5€ ttc/heure",2020/10/22,2021-05-28T16:57:39.482000,564a7e24-eb69-456c-a0d1-a2750011b363,null,null,null
SDE 56,Morbihan énergies,Morbihan énergies,FR*S56*PYHQTBN,Place de L'église,Place de L'église 56220 Limerzel,56111,-2.353597,47.636525,2,FR*S56*ESBDP*2,18.00,T2-E/F,Payant,24h/24h-7J/7J,"Tarif abonné Morbihan Energies: 18€ ttc/an, puis 0,25€ ttc/kWh consommé. Non abonné: 2€ ttc/charge (3€ sur bornes rapides), puis 0,25€ ttc/kWh consommé. Pénalités applicables au temps si branchement > 6 heures (2 heures sur bornes rapides) : 5€ ttc/heure",2020/10/22,2021-05-28T16:57:39.482000,564a7e24-eb69-456c-a0d1-a2750011b363,null,null,null
SDE 56,Morbihan énergies,Morbihan énergies,FR*S56*PYFURSC,Rue Paul Ladmirault,Rue Paul Ladmirault 56130 Camoël,56030,-2.397549,47.480774,2,FR*S56*ESBBE*1,18.00,T2-E/F,Payant,24h/24h-7J/7J,"Tarif abonné Morbihan Energies: 18€ ttc/an, puis 0,25€ ttc/kWh consommé. Non abonné: 2€ ttc/charge (3€ sur bornes rapides), puis 0,25€ ttc/kWh consommé. Pénalités applicables au temps si branchement > 6 heures (2 heures sur bornes rapides) : 5€ ttc/heure",2020/10/22,2021-05-28T16:57:39.482000,564a7e24-eb69-456c-a0d1-a2750011b363,null,null,null
SDE 56,Morbihan énergies,Morbihan énergies,FR*S56*PYFURSC,Rue Paul Ladmirault,Rue Paul Ladmirault 56130 Camoël,56030,-2.397549,47.480774,2,FR*S56*ESBBE*2,18.00,T2-E/F,Payant,24h/24h-7J/7J,"Tarif abonné Morbihan Energies: 18€ ttc/an, puis 0,25€ ttc/kWh consommé. Non abonné: 2€ ttc/charge (3€ sur bornes rapides), puis 0,25€ ttc/kWh consommé. Pénalités applicables au temps si branchement > 6 heures (2 heures sur bornes rapides) : 5€ ttc/heure",2020/10/22,2021-05-28T16:57:39.482000,564a7e24-eb69-456c-a0d1-a2750011b363,null,null,null
SDE 56,Morbihan énergies,Morbihan énergies,FR*S56*PYEHCXH,Parking Maison des Associations,Parking Maison des Associations 56640 Arzon,56005,-2.891044,47.549741,2,FR*S56*EGDSA*1,22.00,T2,Payant,24h/24h-7J/7J,"Tarif abonné Morbihan Energies: 18€ ttc/an, puis 0,25€ ttc/kWh consommé. Non abonné: 2€ ttc/charge (3€ sur bornes rapides), puis 0,25€ ttc/kWh consommé. Pénalités applicables au temps si branchement > 6 heures (2 heures sur bornes rapides) : 5€ ttc/heure",2020/10/22,2021-05-28T16:57:39.482000,564a7e24-eb69-456c-a0d1-a2750011b363,null,null,null
SDE 56,Morbihan énergies,Morbihan énergies,FR*S56*PYEHCXH,Parking Maison des Associations,Parking Maison des Associations 56640 Arzon,56005,-2.891044,47.549741,2,FR*S56*EGDSA*2,20.00,T2,Payant,24h/24h-7J/7J,"Tarif abonné Morbihan Energies: 18€ ttc/an, puis 0,25€ ttc/kWh consommé. Non abonné: 2€ ttc/charge (3€ sur bornes rapides), puis 0,25€ ttc/kWh consommé. Pénalités applicables au temps si branchement > 6 heures (2 heures sur bornes rapides) : 5€ ttc/heure",2020/10/22,2021-05-28T16:57:39.482000,564a7e24-eb69-456c-a0d1-a2750011b363,null,null,null
SDE 56,Morbihan énergies,Morbihan énergies,FR*S56*PYDWRKB,Rue de Lanveur,Rue de Lanveur 56100 Lorient,56121,-3.387461,47.742671,2,FR*S56*EBVAL*2,18.00,T2-E/F,Payant,24h/24h-7J/7J,"Tarif abonné Morbihan Energies: 18€ ttc/an, puis 0,25€ ttc/kWh consommé. Non abonné: 2€ ttc/charge (3€ sur bornes rapides), puis 0,25€ ttc/kWh consommé. Pénalités applicables au temps si branchement > 6 heures (2 heures sur bornes rapides) : 5€ ttc/heure",2020/10/22,2021-05-28T16:57:39.482000,564a7e24-eb69-456c-a0d1-a2750011b363,null,null,null
SDE 56,Morbihan énergies,Morbihan énergies,FR*S56*PYDWRKB,Rue de Lanveur,Rue de Lanveur 56100 Lorient,56121,-3.387461,47.742671,2,FR*S56*EBVAL*1,18.00,T2-E/F,Payant,24h/24h-7J/7J,"Tarif abonné Morbihan Energies: 18€ ttc/an, puis 0,25€ ttc/kWh consommé. Non abonné: 2€ ttc/charge (3€ sur bornes rapides), puis 0,25€ ttc/kWh consommé. Pénalités applicables au temps si branchement > 6 heures (2 heures sur bornes rapides) : 5€ ttc/heure",2020/10/22,2021-05-28T16:57:39.482000,564a7e24-eb69-456c-a0d1-a2750011b363,null,null,null
SDE 56,Morbihan énergies,Morbihan énergies,FR*S56*PYCX0MN1QXX,2 Rue des Remparts,2 Rue des Remparts 56360 Palais,56152,-3.154000,47.344639,2,FR*S56*ERXTL*2,22.00,T2S-E/F,Gratuit,08h/17h-5J/7J,Recharge Gratuite,2020/10/22,2021-05-28T16:57:39.482000,564a7e24-eb69-456c-a0d1-a2750011b363,null,null,null
SDE 56,Morbihan énergies,Morbihan énergies,FR*S56*PYCX0MN1QXX,2 Rue des Remparts,2 Rue des Remparts 56360 Palais,56152,-3.154000,47.344639,2,FR*S56*ERYMQ*1,22.00,T2S-E/F,Gratuit,08h/17h-5J/7J,Recharge Gratuite,2020/10/22,2021-05-28T16:57:39.482000,564a7e24-eb69-456c-a0d1-a2750011b363,null,null,null
SDE 56,Morbihan énergies,Morbihan énergies,FR*S56*PXKAKPT,Rue de la Croix Macé,Rue de la Croix Macé 56920 Saint-Gérand,56213,-2.890817,48.107927,2,FR*S56*ERXBN*2,18.00,T2-E/F,Gratuit,24h/24h-7J/7J,Recharge Gratuite,2020/10/22,2021-05-28T16:57:39.482000,564a7e24-eb69-456c-a0d1-a2750011b363,null,null,null
SDE 56,Morbihan énergies,Morbihan énergies,FR*S56*PYCX0MN1QXX,2 Rue des Remparts,2 Rue des Remparts 56360 Palais,56152,-3.154000,47.344639,2,FR*S56*ERXTL*1,22.00,T2S-E/F,Gratuit,08h/17h-5J/7J,Recharge Gratuite,2020/10/22,2021-05-28T16:57:39.482000,564a7e24-eb69-456c-a0d1-a2750011b363,null,null,null
SDE 56,Morbihan énergies,Morbihan énergies,FR*S56*PYBMHAN,Rue de l'Ecole,Rue de l'Ecole 56200 Cournon,56044,-2.104670,47.746540,2,FR*S56*ERHLT*2,18.00,T2-E/F,Payant,24h/24h-7J/7J,"Tarif abonné Morbihan Energies: 18€ ttc/an, puis 0,25€ ttc/kWh consommé. Non abonné: 2€ ttc/charge (3€ sur bornes rapides), puis 0,25€ ttc/kWh consommé. Pénalités applicables au temps si branchement > 6 heures (2 heures sur bornes rapides) : 5€ ttc/heure",2020/10/22,2021-05-28T16:57:39.482000,564a7e24-eb69-456c-a0d1-a2750011b363,null,null,null
SDE 56,Morbihan énergies,Morbihan énergies,FR*S56*PYBMHAN,Rue de l'Ecole,Rue de l'Ecole 56200 Cournon,56044,-2.104670,47.746540,2,FR*S56*ERHLT*1,18.00,T2-E/F,Payant,24h/24h-7J/7J,"Tarif abonné Morbihan Energies: 18€ ttc/an, puis 0,25€ ttc/kWh consommé. Non abonné: 2€ ttc/charge (3€ sur bornes rapides), puis 0,25€ ttc/kWh consommé. Pénalités applicables au temps si branchement > 6 heures (2 heures sur bornes rapides) : 5€ ttc/heure",2020/10/22,2021-05-28T16:57:39.482000,564a7e24-eb69-456c-a0d1-a2750011b363,null,null,null
SDE 56,Morbihan énergies,Morbihan énergies,FR*S56*PXZZHAR,Ruelle des Champs,Ruelle des Champs 56410 Étel,56055,-3.204360,47.657677,2,FR*S56*EAHRB*1,18.00,T2-E/F,Payant,24h/24h-7J/7J,"Tarif abonné Morbihan Energies: 18€ ttc/an, puis 0,25€ ttc/kWh consommé. Non abonné: 2€ ttc/charge (3€ sur bornes rapides), puis 0,25€ ttc/kWh consommé. Pénalités applicables au temps si branchement > 6 heures (2 heures sur bornes rapides) : 5€ ttc/heure",2020/10/22,2021-05-28T16:57:39.482000,564a7e24-eb69-456c-a0d1-a2750011b363,null,null,null
SDE 56,Morbihan énergies,Morbihan énergies,FR*S56*PXZZHAR,Ruelle des Champs,Ruelle des Champs 56410 Étel,56055,-3.204360,47.657677,2,FR*S56*EAHRB*2,18.00,T2-E/F,Payant,24h/24h-7J/7J,"Tarif abonné Morbihan Energies: 18€ ttc/an, puis 0,25€ ttc/kWh consommé. Non abonné: 2€ ttc/charge (3€ sur bornes rapides), puis 0,25€ ttc/kWh consommé. Pénalités applicables au temps si branchement > 6 heures (2 heures sur bornes rapides) : 5€ ttc/heure",2020/10/22,2021-05-28T16:57:39.482000,564a7e24-eb69-456c-a0d1-a2750011b363,null,null,null
SDE 56,Morbihan énergies,Morbihan énergies,FR*S56*PXQMKFJ,Allée Laurent Esvan,Allée Laurent Esvan 56270 Ploemeur,56162,-3.426771,47.736924,2,FR*S56*EESRY*2,18.00,T2-E/F,Payant,24h/24h-7J/7J,"Tarif abonné Morbihan Energies: 18€ ttc/an, puis 0,25€ ttc/kWh consommé. Non abonné: 2€ ttc/charge (3€ sur bornes rapides), puis 0,25€ ttc/kWh consommé. Pénalités applicables au temps si branchement > 6 heures (2 heures sur bornes rapides) : 5€ ttc/heure",2020/10/22,2021-05-28T16:57:39.482000,564a7e24-eb69-456c-a0d1-a2750011b363,null,null,null
SDE 56,Morbihan énergies,Morbihan énergies,FR*S56*PXQMKFJ,Allée Laurent Esvan,Allée Laurent Esvan 56270 Ploemeur,56162,-3.426771,47.736924,2,FR*S56*EESRY*1,18.00,T2-E/F,Payant,24h/24h-7J/7J,"Tarif abonné Morbihan Energies: 18€ ttc/an, puis 0,25€ ttc/kWh consommé. Non abonné: 2€ ttc/charge (3€ sur bornes rapides), puis 0,25€ ttc/kWh consommé. Pénalités applicables au temps si branchement > 6 heures (2 heures sur bornes rapides) : 5€ ttc/heure",2020/10/22,2021-05-28T16:57:39.482000,564a7e24-eb69-456c-a0d1-a2750011b363,null,null,null
SDE 56,Morbihan énergies,Morbihan énergies,FR*S56*PXPBPBH,Zone d'activité du Val Coric,Zone d'activité du Val Coric 56380 Guer,56075,-2.127943,47.930239,2,FR*S56*EFWLF*2,44.00,T2,Gratuit,24h/24h-7J/7J,Recharge Gratuite,2020/10/22,2021-05-28T16:57:39.482000,564a7e24-eb69-456c-a0d1-a2750011b363,null,null,null
SDE 56,Morbihan énergies,Morbihan énergies,FR*S56*PXPBPBH,Zone d'activité du Val Coric,Zone d'activité du Val Coric 56380 Guer,56075,-2.127943,47.930239,2,FR*S56*EFWLF*1,43.00,T2,Gratuit,24h/24h-7J/7J,Recharge Gratuite,2020/10/22,2021-05-28T16:57:39.482000,564a7e24-eb69-456c-a0d1-a2750011b363,null,null,null
SDE 56,Morbihan énergies,Morbihan énergies,FR*S56*PXNARGA,Place le Montagner,Place le Montagner 56520 Guidel,56078,-3.493116,47.792624,2,FR*S56*EBRBZ*2,18.00,T2-E/F,Payant,24h/24h-7J/7J,"Tarif abonné Morbihan Energies: 18€ ttc/an, puis 0,25€ ttc/kWh consommé. Non abonné: 2€ ttc/charge (3€ sur bornes rapides), puis 0,25€ ttc/kWh consommé. Pénalités applicables au temps si branchement > 6 heures (2 heures sur bornes rapides) : 5€ ttc/heure",2020/10/22,2021-05-28T16:57:39.482000,564a7e24-eb69-456c-a0d1-a2750011b363,null,null,null
SDE 56,Morbihan énergies,Morbihan énergies,FR*S56*PXNARGA,Place le Montagner,Place le Montagner 56520 Guidel,56078,-3.493116,47.792624,2,FR*S56*EBRBZ*1,18.00,T2-E/F,Payant,24h/24h-7J/7J,"Tarif abonné Morbihan Energies: 18€ ttc/an, puis 0,25€ ttc/kWh consommé. Non abonné: 2€ ttc/charge (3€ sur bornes rapides), puis 0,25€ ttc/kWh consommé. Pénalités applicables au temps si branchement > 6 heures (2 heures sur bornes rapides) : 5€ ttc/heure",2020/10/22,2021-05-28T16:57:39.482000,564a7e24-eb69-456c-a0d1-a2750011b363,null,null,null
SDE 56,Morbihan énergies,Morbihan énergies,FR*S56*PXLMBLJ,Place de la Mairie,Place de la Mairie 56580 Bréhan,56024,-2.686605,48.061611,2,FR*S56*EQUSR*1,18.00,T2-E/F,Payant,24h/24h-7J/7J,"Tarif abonné Morbihan Energies: 18€ ttc/an, puis 0,25€ ttc/kWh consommé. Non abonné: 2€ ttc/charge (3€ sur bornes rapides), puis 0,25€ ttc/kWh consommé. Pénalités applicables au temps si branchement > 6 heures (2 heures sur bornes rapides) : 5€ ttc/heure",2020/10/22,2021-05-28T16:57:39.482000,564a7e24-eb69-456c-a0d1-a2750011b363,null,null,null
SDE 56,Morbihan énergies,Morbihan énergies,FR*S56*PXLMBLJ,Place de la Mairie,Place de la Mairie 56580 Bréhan,56024,-2.686605,48.061611,2,FR*S56*EQUSR*2,18.00,T2-E/F,Payant,24h/24h-7J/7J,"Tarif abonné Morbihan Energies: 18€ ttc/an, puis 0,25€ ttc/kWh consommé. Non abonné: 2€ ttc/charge (3€ sur bornes rapides), puis 0,25€ ttc/kWh consommé. Pénalités applicables au temps si branchement > 6 heures (2 heures sur bornes rapides) : 5€ ttc/heure",2020/10/22,2021-05-28T16:57:39.482000,564a7e24-eb69-456c-a0d1-a2750011b363,null,null,null
SDE 56,Morbihan énergies,Morbihan énergies,FR*S56*PYVPZUN,Boulevard Leclerc - Parking Hôtel De Ville,Boulevard Leclerc - Parking Hôtel De Ville 56100 Lorient,56121,-3.365810,47.748922,2,FR*S56*EAFAA*1,18.00,T2-E/F,Payant,24h/24h-7J/7J,"Tarif abonné Morbihan Energies: 18€ ttc/an, puis 0,25€ ttc/kWh consommé. Non abonné: 2€ ttc/charge (3€ sur bornes rapides), puis 0,25€ ttc/kWh consommé. Pénalités applicables au temps si branchement > 6 heures (2 heures sur bornes rapides) : 5€ ttc/heure",2020/10/22,2021-05-28T16:57:39.482000,564a7e24-eb69-456c-a0d1-a2750011b363,null,null,null
SDE 56,Morbihan énergies,Morbihan énergies,FR*S56*PYVPZUN,Boulevard Leclerc - Parking Hôtel De Ville,Boulevard Leclerc - Parking Hôtel De Ville 56100 Lorient,56121,-3.365810,47.748922,2,FR*S56*EAFAA*2,18.00,T2-E/F,Payant,24h/24h-7J/7J,"Tarif abonné Morbihan Energies: 18€ ttc/an, puis 0,25€ ttc/kWh consommé. Non abonné: 2€ ttc/charge (3€ sur bornes rapides), puis 0,25€ ttc/kWh consommé. Pénalités applicables au temps si branchement > 6 heures (2 heures sur bornes rapides) : 5€ ttc/heure",2020/10/22,2021-05-28T16:57:39.482000,564a7e24-eb69-456c-a0d1-a2750011b363,null,null,null
