id_lieu,nom_lieu,ad_lieu,com_lieu,insee,type,date_maj,ouvert,source,Xlong,Ylat,nbre_pl,nbre_pmr,duree,horaires,proprio,lumiere,comm,last_modified,datagouv_dataset_id,datagouv_resource_id,datagouv_organization_or_owner
35031-C-134,Centre maison neuve,Rue Saint-Martin,La Bouëxière,35031,Aire de covoiturage,2021-06-08,true,110002011,-1.4394966671136,48.1851967525338,12,0,,,,true,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
35033-C-239,Rond Point de Bel Air,RD48 Rd Point de Bel Air,Bourg-des-Comptes,35033,Aire de covoiturage,2021-06-08,true,110002011,-1.674877660059,47.9294120395669,30,0,,,,false,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
35037-C-135,Les 4 routes,Les 4 routes,Bréal-sous-Montfort,35037,Aire de covoiturage,2021-06-08,true,110002011,-1.87775133236815,48.061167083203,40,0,,,,false,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
35047-C-136,La Louvière,La Louvière,Bruz,35047,Aire de covoiturage,2021-06-08,true,110002011,-1.76733307426994,48.0264241458626,20,0,,,,false,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
35013-C-038,Rue du stade,Rue du stade,Bains-sur-Oust,35013,Aire de covoiturage,2021-06-08,true,110002011,-2.06984072116574,47.7053057781406,35,1,,,,true,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
35051-C-137,Vaux,Porte des Longchamps,Cesson-Sévigné,35051,Aire de covoiturage,2021-06-08,true,110002011,-1.62801740990287,48.1400369522069,60,0,,,,false,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
35056-C-278,Siège CC Bretagne Romantique,Rue des Etangs,LA CHAPELLE-AUX-FILTZMEENS,35056,Aire de covoiturage,2021-06-08,true,110002011,-1.82882020296592,48.3828209506634,22,0,,,,true,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
35059-C-113,Parking salle de sport,Rue de Rennes,LA CHAPELLE-DES-FOUGERETZ,35059,Aire de covoiturage,2021-06-08,true,110002011,-1.72646737711183,48.1750609241553,55,0,,,,true,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
35061-C-085,La Grenouillette,La Grenouillette,La Chapelle Erbrée,35061,Aire de covoiturage,2021-06-08,true,110002011,-1.0916371179694,48.1355245063558,6,0,,,,false,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
35066-C-139,Fontenay,Rond point pôle sud,Chartres-de-Bretagne,35066,Aire de covoiturage,2021-06-08,true,110002011,-1.69539899908647,48.0431334967068,20,0,,,,false,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
35067-C-125,Ruisseau de l'Illet,D97 sortie de bourg,CHASNÉ-SUR-ILLET,35067,Aire de covoiturage,2021-06-08,true,110002011,-1.560318985275,48.2430930396079,20,0,,,,false,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
35068-C-076,La Goulgatière,Allée du vent d'Autan,Châteaubourg,35068,Aire de covoiturage,2021-06-08,true,110002011,-1.41020880689733,48.1044908589803,70,0,,,,false,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
35015-C-075,Rue des lilas,Rue des lilas,Balazé,35015,Aire de covoiturage,2021-06-08,true,110002011,-1.18795300599971,48.1669917471799,12,1,,,,false,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
35013-C-037,Les Landes,D60xD177,Bains-sur-Oust,35013,Aire de covoiturage,2021-06-08,true,110002011,-2.05742805316211,47.6903561648678,50,1,,,,false,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
35069-C-141,La Cigogne,Châteaugiron - Bel Air,CHATEAUGIRON,35069,Aire de covoiturage,2021-06-08,true,110002011,-1.48999599958178,48.0379255014265,25,0,,,,false,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
22274-C-289,Parking de l'If,,SAINT-ANDRE-DES-EAUX,22274,Aire de covoiturage,2021-06-08,true,110002011,-2.00753540694381,48.3720837990995,5,0,,,,false,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
22208-C-282,Place du 19 Mars 1962,Rue François Letellier,PLOUASNE,22208,Aire de covoiturage,2021-06-08,true,110002011,-2.00705544325251,48.2997451409182,,0,,,,true,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
22213-C-262,La Chiennais,Echangeur de la Chiennais RN176/RD12,PLOUER-SUR-RANCE,22213,Aire de covoiturage,2021-06-08,true,110002011,-2.01332826218556,48.5359886238677,22,0,,,,false,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
22259-C-252,Bel Air,Echangeur RN176/RD 766,QUEVERT,22259,Aire de covoiturage,2021-06-08,true,110002011,-2.0924504890629,48.4467500411557,20,1,,,,false,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
22259-C-266,LA LANDE SEGUIN,Echangeur RN176/RD766,QUEVERT,22259,Aire de covoiturage,2021-06-08,true,110002011,-2.09013306066279,48.447034705486,30,1,,,,false,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
22259-C-274,QUEVERT,rue de violette,QUEVERT,22259,Aire de covoiturage,2021-06-08,true,110002011,-2.06731094710314,48.4623113968998,10,0,,,,false,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
22259-C-286,LES CHAMPS BLANCS,Echangeur RN176/RD 766,QUEVERT,22259,Aire de covoiturage,2021-06-08,true,110002011,-2.09219299795097,48.4461237764297,13,1,,,,false,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
22263-C-263,La Chonette,Rue des Mares,LE QUIOU,22263,Aire de covoiturage,2021-06-08,true,110002011,-2.00724548541814,48.3568876092191,,0,,,,false,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
22305-C-281,L'Isle,Rue de la Ville Jouet,SAINT JOUAN DE L'ISLE,22305,Aire de covoiturage,2021-06-08,true,110002011,-2.15696398349496,48.2674432323746,5,0,,,,false,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
35012-C-131,Croix Blanche,La Croix Blanche,Bain-de-Bretagne,35012,Aire de covoiturage,2021-06-08,true,110002011,-1.68010291421574,47.8537137505543,0,0,,,,false,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
22308-C-287,Place des Grandes Eves,Rue de la Ville,SAINT-JUVAT,22308,Aire de covoiturage,2021-06-08,true,110002011,-2.04532412561966,48.3524636276836,,0,,,,true,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
22339-C-257,DOMBRIAND,Echangeur RN176/RD156,TADEN,22339,Aire de covoiturage,2021-06-08,true,110002011,-2.04222717172548,48.4812809675591,30,0,,,,false,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
22339-C-267,LA MERELLE,Intersection RN176,TADEN,22339,Aire de covoiturage,2021-06-08,true,110002011,-2.06053693020587,48.4695860339065,14,1,,,,false,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
22352-C-288,Les Faluns,Route de Pluasne,TREFFUMEL,22352,Aire de covoiturage,2021-06-08,true,110002011,-2.02521404230652,48.3379180532882,5,0,,,,false,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
22368-C-100,Aire de Rance-Frémur,Giratoire D266/D118,TREMEREUC,22368,Aire de covoiturage,2021-06-08,true,110002011,-2.05988842858108,48.5663382436583,0,0,,,,false,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
35005-C-240,Eglise,Arbrissel - parking de l'église,ARBRISSEL,35005,Aire de covoiturage,2021-06-08,true,110002011,-1.30347200045056,47.9276331656866,12,0,,,,true,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
35012-C-130,ZA Chateaugaillard,Rue de la Seine,Bain-de-Bretagne,35012,Aire de covoiturage,2021-06-08,true,110002011,-1.69132066632774,47.8518850842921,18,0,,,,true,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
35069-C-140,Parking de l'étang 1,Boulevard du château,CHATEAUGIRON,35069,Aire de covoiturage,2021-06-08,true,110002011,-1.49922800136314,48.0502730873843,10,1,,,,false,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
35069-C-238,Univer,Route de Vern-sur-Seiche,CHATEAUGIRON,35069,Aire de covoiturage,2021-06-08,true,110002011,-1.51755167793159,48.0426993324452,30,0,,,,false,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
35149-C-160,Les Landes de Canut,Les Landes de Canut,Lassy,35149,Aire de covoiturage,2021-06-08,true,110002011,-1.86796315620161,47.968165700495,7,0,,,,false,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
35133-C-154,Les 4 routes,Les 4 routes,Iffendic,35133,Aire de covoiturage,2021-06-08,true,110002011,-1.99768638870184,48.091902811892,10,1,,,,true,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
35126-C-151,Cimetière,Rue de Redon,Guichen,35126,Aire de covoiturage,2021-06-08,true,110002011,-1.77613135348884,47.9971983437279,30,1,,,,false,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
35126-C-152,Les Landes,Les Landes,Guichen,35126,Aire de covoiturage,2021-06-08,true,110002011,-1.81115838112248,47.9593295529337,12,0,,,,true,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
35126-C-153,La Courtinais,La Courtinais,Guichen,35126,Aire de covoiturage,2021-06-08,true,110002011,-1.81483653236647,47.9741404809188,15,0,,,,false,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
35127-C-237,La Courtinière,,Guignen,35127,Aire de covoiturage,2021-06-08,true,110002011,-1.85380369245236,47.9211544572429,0,0,,,,false,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
35128-C-060,La Plousière,La Plousière,Guipel,35128,Aire de covoiturage,2021-06-08,true,110002011,-1.7183898452883,48.3109359596511,40,1,,,,false,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
35128-C-061,Rue de Rennes,Rue de Rennes,Guipel,35128,Aire de covoiturage,2021-06-08,true,110002011,-1.72057523779305,48.2943843610028,9,1,,,,false,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
35132-C-053,Cimetière,D155,Hirel,35132,Aire de covoiturage,2021-06-08,true,110002011,-1.79802972162714,48.6064472879447,30,0,,,,false,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
35135-C-155,Rue du lavoir,Rue du lavoir,Irodouër,35135,Aire de covoiturage,2021-06-08,true,110002011,-1.9509383336427,48.2499584972596,12,1,,,,true,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
35126-C-148,Les Terres,Les Terres,Goven,35126,Aire de covoiturage,2021-06-08,true,110002011,-1.8129657980926,47.9906394754271,15,0,,,,false,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
35136-C-156,Le Hardier,ZA le bois du teillay,JANZE,35136,Aire de covoiturage,2021-06-08,true,110002011,-1.53536158800324,47.9715840022118,25,0,,,,false,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
35136-C-157,L'Aubinière Janzé Nord,Rue Jean-Marie Lacire,Janzé,35136,Aire de covoiturage,2021-06-08,true,110002011,-1.48840769717552,47.967827819154,15,0,,,,false,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
35136-C-236,Champs-Blancs Janzé Est,sortie D41 Rd point D777,Janzé,35136,Aire de covoiturage,2021-06-08,true,110002011,-1.48775895020323,47.9507647822987,0,1,,,,false,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
35138-C-024,La Massonnais,Rond point D706 et D806,Laignelet,35138,Aire de covoiturage,2021-06-08,true,110002011,-1.17051590990296,48.3681294366625,8,0,,,,false,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
35139-C-158,Rue de la halte/Landret,Rue de la Halte,Laillé,35139,Aire de covoiturage,2021-06-08,true,110002011,-1.73242788473385,47.9800647551924,15,0,,,,false,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
35139-C-159,La lande de villiers,Bout de lande,Laillé,35139,Aire de covoiturage,2021-06-08,true,110002011,-1.69692557108055,47.97416793792,20,0,,,,false,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
35146-C-062,La Guiguenière,Entree Sud accès par D27,Langouet,35146,Aire de covoiturage,2021-06-08,true,110002011,-1.82256251638921,48.2480027822452,18,1,,,,false,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
35126-C-149,Giratoire de la Taupinais,La Taupinais D38,Guichen,35126,Aire de covoiturage,2021-06-08,true,110002011,-1.82984274075324,47.9845656875714,20,0,,,,false,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
35125-C-078,Les Grands Champs,Les Grands Champs,La Guerche-de-Bretagne,35125,Aire de covoiturage,2021-06-08,true,110002011,-1.25017072657155,47.9456116631715,15,0,,,,false,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
35069-C-291,Parking de l'étang 2,,CHATEAUGIRON,35069,Aire de covoiturage,2021-06-08,true,110002011,-1.50109396776481,48.049716919548,30,0,,,,false,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
35098-C-264,La Fossardais,La Fossardais,La Dominelais,35098,Aire de covoiturage,2021-06-08,true,110002011,-1.69851723527387,47.7818412442339,,0,,,,false,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
35076-C-142,Echangeur N24,Echangeur N24 (D334xD288),Chavagne,35076,Aire de covoiturage,2021-06-08,true,110002011,-1.79409072545584,48.0772300087276,12,0,,,,false,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
35085-C-270,L'Angevine,RD795,COMBOURG,35085,Aire de covoiturage,2021-06-08,true,110002011,-1.75304067563182,48.4040035454711,20,0,,,,false,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
35088-C-143,La Lande du feu,La Lande du feu,Corps-Nuds,35088,Aire de covoiturage,2021-06-08,true,110002011,-1.56062840030398,47.9773812706605,25,0,,,,false,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
35090-C-144,Rue Bernard Picoult,Rue Bernard Picoult,Crevin,35090,Aire de covoiturage,2021-06-08,true,110002011,-1.66636511370342,47.9374553014561,20,1,,,,false,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
35093-C-116,Rue des Elfes,Rue des Elfes,DINARD,35093,Aire de covoiturage,2021-06-08,true,110002011,-2.05993700011187,48.6201650826191,45,1,,,,true,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
35095-C-250,DOL-DE-BRETAGNE,Avenue de la Baie,DOL-DE-BRETAGNE,35095,Aire de covoiturage,2021-06-08,true,110002011,-1.72571389997891,48.5495118581635,,0,,,,true,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
35097-C-086,Rue des Genêts,Rue des Genêts,Domalain,35097,Aire de covoiturage,2021-06-08,true,110002011,-1.23679611672537,47.9981107006928,60,1,,,,false,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
35099-C-145,Le Giffart,Impasse du Giffard,Domloup,35099,Aire de covoiturage,2021-06-08,true,110002011,-1.52604110220217,48.0572010897975,15,1,,,,true,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
35124-C-121,Les 4 routes,ZA Les 4 routes,GRAND-FOUGERAY,35124,Aire de covoiturage,2021-06-08,true,110002011,-1.71728666558017,47.7445044169381,40,0,,,,false,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
35101-C-126,Salle des fêtes,,DOURDAIN,35101,Aire de covoiturage,2021-06-08,true,110002011,-1.36891988446051,48.1940040578812,40,0,,,,false,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
35105-C-087,La Lande,Echangeur D111 - N157,Erbrée,35105,Aire de covoiturage,2021-06-08,true,110002011,-1.10814497866262,48.0893385491454,40,0,,,,false,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
35107-C-146,Salle de sport,Rue de la croix de l'écu,Ercé-près-Liffré,35107,Aire de covoiturage,2021-06-08,true,110002011,-1.51183166727924,48.2524607506157,20,0,,,,true,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
35109-C-077,Piquet,Piquet,Étrelles,35109,Aire de covoiturage,2021-06-08,true,110002011,-1.19945799515191,48.0728344155929,80,1,,,,true,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
35116-C-279,Rue des Frênes,Rue des Frênes,LA FRESNAIE,35116,Aire de covoiturage,2021-06-08,true,110002011,-1.8449654827428,48.5884280171626,30,0,,,,true,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
35123-C-147,La Corbière,35123,Goven,35123,Aire de covoiturage,2021-06-08,true,110002011,-1.78222536809566,48.0239960930731,15,0,,,,false,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
35124-C-120,La Lizardais,PA La Lizardais,GRAND-FOUGERAY,35124,Aire de covoiturage,2021-06-08,true,110002011,-1.73339499898347,47.7190667511303,23,1,,,,true,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
56194-C-051,Le Chêne des Bouteilles,Croisement D20xD775,Rieux,56194,Aire de covoiturage,2021-06-08,true,110002011,-2.14849843469723,47.6124810100911,15,0,,,,false,,2021-07-22T13:14:14.384000,60f953050a89f0c4d3111811,8d941d59-6be2-42df-8505-d9d035ab91ff,ddtm-ille-et-vilaine
