id,name,postal_code,commune,numero,voie,lieu_dit,code_insee,siret,contact_url,site_internet,longitude,latitude,transport_station_presence,stationnement_presence,stationnement_pmr,stationnement_ext_presence,stationnement_ext_pmr,cheminement_ext_presence,cheminement_ext_ascenseur,entree_ascenseur,accueil_cheminement_ascenseur,cheminement_ext_terrain_accidente,cheminement_ext_plain_pied,cheminement_ext_nombre_marches,cheminement_ext_reperage_marches,cheminement_ext_sens_marches,cheminement_ext_main_courante,cheminement_ext_rampe,cheminement_ext_pente_presence,cheminement_ext_pente_degre_difficulte,cheminement_ext_pente_longueur,cheminement_ext_devers,cheminement_ext_bande_guidage,cheminement_ext_retrecissement,entree_reperage,entree_vitree,entree_vitree_vitrophanie,entree_plain_pied,entree_marches,entree_marches_reperage,entree_marches_main_courante,entree_marches_rampe,entree_marches_sens,entree_dispositif_appel,entree_dispositif_appel_type,entree_balise_sonore,entree_aide_humaine,entree_largeur_mini,entree_pmr,entree_porte_presence,entree_porte_manoeuvre,entree_porte_type,accueil_visibilite,accueil_personnels,accueil_equipements_malentendants_presence,accueil_equipements_malentendants,accueil_cheminement_plain_pied,accueil_cheminement_nombre_marches,accueil_cheminement_reperage_marches,accueil_cheminement_main_courante,accueil_cheminement_rampe,accueil_cheminement_sens_marches,accueil_retrecissement,sanitaires_presence,sanitaires_adaptes,labels,labels_familles_handicap,registre_url,conformite,last_modified,datagouv_dataset_id,datagouv_resource_id,datagouv_organization_or_owner
1500,La Foux,06130,Grasse,,Avenue du Maréchal Juin,,,32022964405241,https://fr.parkindigo.com/parking/grasse-06130/la-foux-06010400,https://fr.parkindigo.com/parking/grasse-06130/la-foux-06010400,6.9219748,43.66091118,,True,False,True,,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-19T17:57:30.027000,60f5a0e8a803e000b3404e6c,543d78b2-6f94-4842-bab1-e43a7af9d2dc,indigo-group
2035,Lieusaint,77127,Lieusaint,,Avenue René Cassin,,,32022964405241,https://fr.parkindigo.com/parking/lieusaint-77127/lieusaint-77070300,https://fr.parkindigo.com/parking/lieusaint-77127/lieusaint-77070300,2.568364,48.62898,,True,False,True,,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-19T17:57:30.027000,60f5a0e8a803e000b3404e6c,543d78b2-6f94-4842-bab1-e43a7af9d2dc,indigo-group
2064,Parking Aquaboulevard,75015,Paris,46,4-6 Rue Louis Armand,,,32022964405241,https://fr.parkindigo.com/parking/paris-75015/aquaboulevard-75150400,https://fr.parkindigo.com/parking/paris-75015/aquaboulevard-75150400,2.27760176,48.83300608,,True,False,True,,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-19T17:57:30.027000,60f5a0e8a803e000b3404e6c,543d78b2-6f94-4842-bab1-e43a7af9d2dc,indigo-group
2059,Provence,95100,Argenteuil,,Rue Coudray,,,32022964405241,https://fr.parkindigo.com/parking/argenteuil-95100/provence-95070300,https://fr.parkindigo.com/parking/argenteuil-95100/provence-95070300,2.22953143,48.95421861,,True,False,True,,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-19T17:57:30.027000,60f5a0e8a803e000b3404e6c,543d78b2-6f94-4842-bab1-e43a7af9d2dc,indigo-group
2057,Hôtel de Ville,14000,Caen,16,Place Guillouard,,,32022964405241,https://fr.parkindigo.com/parking/caen-14000/hotel-de-ville-14000200,https://fr.parkindigo.com/parking/caen-14000/hotel-de-ville-14000200,-0.36973321,49.18116573,,True,False,True,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-19T17:57:30.027000,60f5a0e8a803e000b3404e6c,543d78b2-6f94-4842-bab1-e43a7af9d2dc,indigo-group
2056,Fontaine du Roy,92410,Ville-d'Avray,6,Rue de Saint-Cloud,,,32022964405241,https://fr.parkindigo.com/parking/ville-d-avray-92410/fontaine-du-roy-92210200,https://fr.parkindigo.com/parking/ville-d-avray-92410/fontaine-du-roy-92210200,2.18877,48.82754,,True,False,True,,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-19T17:57:30.027000,60f5a0e8a803e000b3404e6c,543d78b2-6f94-4842-bab1-e43a7af9d2dc,indigo-group
2048,Brico Dépôt,76000,Rouen,,Avenue du Mont Riboudet,,,32022964405241,https://fr.parkindigo.com/parking/rouen-76000/brico-depot-76001500,https://fr.parkindigo.com/parking/rouen-76000/brico-depot-76001500,1.07384885,49.44513451,,True,False,True,,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-19T17:57:30.027000,60f5a0e8a803e000b3404e6c,543d78b2-6f94-4842-bab1-e43a7af9d2dc,indigo-group
2046,La Pucelle,76000,Rouen,,Rue André Gide,,,32022964405241,https://fr.parkindigo.com/parking/rouen-76000/la-pucelle-76000300,https://fr.parkindigo.com/parking/rouen-76000/la-pucelle-76000300,1.08838701,49.44112778,,True,False,True,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-19T17:57:30.027000,60f5a0e8a803e000b3404e6c,543d78b2-6f94-4842-bab1-e43a7af9d2dc,indigo-group
2044,Saint-Marc,76000,Rouen,,Place Saint-Marc,,,32022964405241,https://fr.parkindigo.com/parking/rouen-76000/saint-marc-76000600,https://fr.parkindigo.com/parking/rouen-76000/saint-marc-76000600,1.10157299,49.43852234,,True,False,True,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-19T17:57:30.027000,60f5a0e8a803e000b3404e6c,543d78b2-6f94-4842-bab1-e43a7af9d2dc,indigo-group
2043,Grand Siècle,78000,Versailles,79,7/9 Boulevard des Jeux Olympiques Sud,,,32022964405241,https://fr.parkindigo.com/parking/versailles-78000/grand-siecle-78021200,https://fr.parkindigo.com/parking/versailles-78000/grand-siecle-78021200,2.15769846,48.80412997,,True,False,True,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-19T17:57:30.027000,60f5a0e8a803e000b3404e6c,543d78b2-6f94-4842-bab1-e43a7af9d2dc,indigo-group
2041,PSR - Parc de la Gare,77000,Melun,5,Rue de l'Industrie,,,32022964405241,https://fr.parkindigo.com/parking/melun-77000/psr-parc-de-la-gare-77020900,https://fr.parkindigo.com/parking/melun-77000/psr-parc-de-la-gare-77020900,2.6550508,48.5264467,,True,False,True,,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-19T17:57:30.027000,60f5a0e8a803e000b3404e6c,543d78b2-6f94-4842-bab1-e43a7af9d2dc,indigo-group
2038,Lebarbier,77000,Melun,2,Passage Lebarbier,,,32022964405241,https://fr.parkindigo.com/parking/melun-77000/lebarbier-77020400,https://fr.parkindigo.com/parking/melun-77000/lebarbier-77020400,2.66167487,48.54009495,,True,False,True,,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-19T17:57:30.027000,60f5a0e8a803e000b3404e6c,543d78b2-6f94-4842-bab1-e43a7af9d2dc,indigo-group
2037,Place Praslin,77000,Melun,5,Place Praslin,,,32022964405241,https://fr.parkindigo.com/parking/melun-77000/place-praslin-77020800,https://fr.parkindigo.com/parking/melun-77000/place-praslin-77020800,2.65802965,48.53685129,,True,False,True,,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-19T17:57:30.027000,60f5a0e8a803e000b3404e6c,543d78b2-6f94-4842-bab1-e43a7af9d2dc,indigo-group
2036,Combs la Ville - Quincy,77380,Combs-la-Ville,9,Rue des Bergeries,,,32022964405241,https://fr.parkindigo.com/parking/combs-la-ville-77380/combs-la-ville-quincy-77030200,https://fr.parkindigo.com/parking/combs-la-ville-77380/combs-la-ville-quincy-77030200,2.54793992,48.66639986,,True,False,True,,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-19T17:57:30.027000,60f5a0e8a803e000b3404e6c,543d78b2-6f94-4842-bab1-e43a7af9d2dc,indigo-group
2034,Marché Gaillardon,77000,Melun,58,Rue Gaillardon,,,32022964405241,https://fr.parkindigo.com/parking/melun-77000/marche-gaillardon-77020700,https://fr.parkindigo.com/parking/melun-77000/marche-gaillardon-77020700,2.66500132,48.53900583,,True,False,True,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-19T17:57:30.027000,60f5a0e8a803e000b3404e6c,543d78b2-6f94-4842-bab1-e43a7af9d2dc,indigo-group
1887,La Ferrage et Le cros du Loup,83330,Le Castellet,,Montée du Château,,,32022964405241,https://fr.parkindigo.com/parking/le-castellet-83330/la-ferrage-et-le-cros-du-loup-83060400,https://fr.parkindigo.com/parking/le-castellet-83330/la-ferrage-et-le-cros-du-loup-83060400,5.77837173,43.20156099,,True,False,True,,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-19T17:57:30.027000,60f5a0e8a803e000b3404e6c,543d78b2-6f94-4842-bab1-e43a7af9d2dc,indigo-group
2032,Gambetta,77000,Melun,11,Boulevard Gambetta,,,32022964405241,https://fr.parkindigo.com/parking/melun-77000/gambetta-77020200,https://fr.parkindigo.com/parking/melun-77000/gambetta-77020200,2.6609479,48.538013,,True,False,True,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-19T17:57:30.027000,60f5a0e8a803e000b3404e6c,543d78b2-6f94-4842-bab1-e43a7af9d2dc,indigo-group
2030,Victor Hugo,77000,Melun,13,Boulevard Victor Hugo,,,32022964405241,https://fr.parkindigo.com/parking/melun-77000/victor-hugo-77020300,https://fr.parkindigo.com/parking/melun-77000/victor-hugo-77020300,2.65747782,48.53923769,,True,False,True,,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-19T17:57:30.027000,60f5a0e8a803e000b3404e6c,543d78b2-6f94-4842-bab1-e43a7af9d2dc,indigo-group
2025,Anne Frank,93140,Bondy,30,Rue Auguste Polissard,,,32022964405241,https://fr.parkindigo.com/parking/bondy-93140/anne-franck-93110400,https://fr.parkindigo.com/parking/bondy-93140/anne-franck-93110400,2.48012439,48.90380764,,True,False,True,,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-19T17:57:30.027000,60f5a0e8a803e000b3404e6c,543d78b2-6f94-4842-bab1-e43a7af9d2dc,indigo-group
2024,Gare,93140,Bondy,119,Rue Roger Salengro,,,32022964405241,https://fr.parkindigo.com/parking/bondy-93140/gare-93110200,https://fr.parkindigo.com/parking/bondy-93140/gare-93110200,2.47703854,48.8950827,,True,False,True,,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-19T17:57:30.027000,60f5a0e8a803e000b3404e6c,543d78b2-6f94-4842-bab1-e43a7af9d2dc,indigo-group
2021,Marcel Sembat,93200,Saint-Denis,94,Boulevard Marcel Sembat,,,32022964405241,https://fr.parkindigo.com/parking/saint-denis-93200/marcel-sembat-93030400,https://fr.parkindigo.com/parking/saint-denis-93200/marcel-sembat-93030400,2.34774292,48.93551817,,True,False,True,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-19T17:57:30.027000,60f5a0e8a803e000b3404e6c,543d78b2-6f94-4842-bab1-e43a7af9d2dc,indigo-group
2020,République,93200,Saint-Denis,6,Rue des Chaumettes,,,32022964405241,https://fr.parkindigo.com/parking/saint-denis-93200/republique-93030200,https://fr.parkindigo.com/parking/saint-denis-93200/republique-93030200,2.353239,48.93755867,,True,False,True,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-19T17:57:30.027000,60f5a0e8a803e000b3404e6c,543d78b2-6f94-4842-bab1-e43a7af9d2dc,indigo-group
2018,8 mai 1945,93200,Saint-Denis,,Rue Jean Marcenac,,,32022964405241,https://fr.parkindigo.com/parking/saint-denis-93200/8-mai-1945-93030500,https://fr.parkindigo.com/parking/saint-denis-93200/8-mai-1945-93030500,2.35603313,48.93969822,,True,False,True,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-19T17:57:30.027000,60f5a0e8a803e000b3404e6c,543d78b2-6f94-4842-bab1-e43a7af9d2dc,indigo-group
2017,Porte de Paris,93200,Saint-Denis,,Rue Danielle Casanova,,,32022964405241,https://fr.parkindigo.com/parking/saint-denis-93200/porte-de-paris-93031300,https://fr.parkindigo.com/parking/saint-denis-93200/porte-de-paris-93031300,2.358735,48.92951066,,True,False,True,,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-19T17:57:30.027000,60f5a0e8a803e000b3404e6c,543d78b2-6f94-4842-bab1-e43a7af9d2dc,indigo-group
2016,La Courneuve Convention ,93120,La Courneuve,,Rue de la Convention,,,32022964405241,https://fr.parkindigo.com/parking/la-courneuve-93120/la-courneuve-convention-93130100,https://fr.parkindigo.com/parking/la-courneuve-93120/la-courneuve-convention-93130100,2.39269036,48.92745147,,True,False,True,,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-19T17:57:30.027000,60f5a0e8a803e000b3404e6c,543d78b2-6f94-4842-bab1-e43a7af9d2dc,indigo-group
2015,Basilique,93200,Saint-Denis,,Rue du Pont Godet,,,32022964405241,https://fr.parkindigo.com/parking/saint-denis-93200/basilique-93031000,https://fr.parkindigo.com/parking/saint-denis-93200/basilique-93031000,2.36170382,48.93742602,,True,False,True,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-19T17:57:30.027000,60f5a0e8a803e000b3404e6c,543d78b2-6f94-4842-bab1-e43a7af9d2dc,indigo-group
2014,Centre commercial l'Ilo,93800,Épinay-sur-Seine,5,Avenue de Lattre de Tassigny,,,32022964405241,https://fr.parkindigo.com/parking/%C3%83%C2%A9pinay-sur-seine-93800/centre-commercial-lilo-93120100,https://fr.parkindigo.com/parking/%C3%83%C2%A9pinay-sur-seine-93800/centre-commercial-lilo-93120100,2.31308422,48.95407364,,True,False,True,,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-19T17:57:30.027000,60f5a0e8a803e000b3404e6c,543d78b2-6f94-4842-bab1-e43a7af9d2dc,indigo-group
2011,Marché du Centre,93300,Aubervilliers,5,Rue Pasteur,,,32022964405241,https://fr.parkindigo.com/parking/aubervilliers-93300/marche-du-centre-93070200,https://fr.parkindigo.com/parking/aubervilliers-93300/marche-du-centre-93070200,2.37986109,48.91384159,,True,False,True,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-19T17:57:30.027000,60f5a0e8a803e000b3404e6c,543d78b2-6f94-4842-bab1-e43a7af9d2dc,indigo-group
2068,Triangle,34000,Montpellier,,Allée Jules Milhau,,,32022964405241,https://fr.parkindigo.com/parking/montpellier-34000/triangle-34000400,https://fr.parkindigo.com/parking/montpellier-34000/triangle-34000400,3.882014,43.609333,,True,False,True,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-19T17:57:30.027000,60f5a0e8a803e000b3404e6c,543d78b2-6f94-4842-bab1-e43a7af9d2dc,indigo-group
2070,Peyrou Pitot,34000,Montpellier,7,Rue du Carré du Roi,,,32022964405241,https://fr.parkindigo.com/parking/montpellier-34000/peyrou-pitot-34000300,https://fr.parkindigo.com/parking/montpellier-34000/peyrou-pitot-34000300,3.87090979,43.61265096,,True,False,True,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-19T17:57:30.027000,60f5a0e8a803e000b3404e6c,543d78b2-6f94-4842-bab1-e43a7af9d2dc,indigo-group
2071,Hôtel de Ville,34000,Montpellier,,Avenue Germaine Tillion,,,32022964405241,https://fr.parkindigo.com/parking/montpellier-34000/hotel-de-ville-34000800,https://fr.parkindigo.com/parking/montpellier-34000/hotel-de-ville-34000800,3.89574677,43.59852595,,True,False,True,,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-19T17:57:30.027000,60f5a0e8a803e000b3404e6c,543d78b2-6f94-4842-bab1-e43a7af9d2dc,indigo-group
2073,Canal,34400,Lunel,135,Avenue Maréchal de Lattre de Tassigny,,,32022964405241,https://fr.parkindigo.com/parking/lunel-34400/canal-34020700,https://fr.parkindigo.com/parking/lunel-34400/canal-34020700,4.12997988,43.67566229,,True,False,True,,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-19T17:57:30.027000,60f5a0e8a803e000b3404e6c,543d78b2-6f94-4842-bab1-e43a7af9d2dc,indigo-group
2120,Heure Tranquille,37200,Tours,,Rue Marcel Mérieux,,,32022964405241,https://fr.parkindigo.com/parking/tours-37200/heure-tranquille-37001100,https://fr.parkindigo.com/parking/tours-37200/heure-tranquille-37001100,0.67531956,47.36557163,,True,False,True,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-19T17:57:30.027000,60f5a0e8a803e000b3404e6c,543d78b2-6f94-4842-bab1-e43a7af9d2dc,indigo-group
2119,Halles Vieux Tours,37000,Tours,36,Place Gaston Paillhou,,,32022964405241,https://fr.parkindigo.com/parking/tours-37000/halles-vieux-tours-37000300,https://fr.parkindigo.com/parking/tours-37000/halles-vieux-tours-37000300,0.68177998,47.39087148,,True,False,True,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-19T17:57:30.027000,60f5a0e8a803e000b3404e6c,543d78b2-6f94-4842-bab1-e43a7af9d2dc,indigo-group
2118,Mirabeau,37000,Tours,35,Rue Mirabeau,,,32022964405241,https://fr.parkindigo.com/parking/tours-37000/mirabeau-37000700,https://fr.parkindigo.com/parking/tours-37000/mirabeau-37000700,0.69946195,47.39629204,,True,False,True,,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-19T17:57:30.027000,60f5a0e8a803e000b3404e6c,543d78b2-6f94-4842-bab1-e43a7af9d2dc,indigo-group
2117,Champ Girault,37000,Tours,2,Rue Maurice Genest,,,32022964405241,https://fr.parkindigo.com/parking/tours-37000/champ-girault-37000500,https://fr.parkindigo.com/parking/tours-37000/champ-girault-37000500,0.69856052,47.38768167,,True,False,True,,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-19T17:57:30.027000,60f5a0e8a803e000b3404e6c,543d78b2-6f94-4842-bab1-e43a7af9d2dc,indigo-group
2116,Nationale,37000,Tours,5,Rue Emile Zola,,,32022964405241,https://fr.parkindigo.com/parking/tours-37000/nationale-37000100,https://fr.parkindigo.com/parking/tours-37000/nationale-37000100,0.6882956,47.39299553,,True,False,True,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-19T17:57:30.027000,60f5a0e8a803e000b3404e6c,543d78b2-6f94-4842-bab1-e43a7af9d2dc,indigo-group
2110,Saint-Jacques,76200,Dieppe,,Rue du Chêne Percé,,,32022964405241,https://fr.parkindigo.com/parking/dieppe-76200/saint-jacques-76010700,https://fr.parkindigo.com/parking/dieppe-76200/saint-jacques-76010700,1.07895503,49.92469874,,True,False,True,,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-19T17:57:30.027000,60f5a0e8a803e000b3404e6c,543d78b2-6f94-4842-bab1-e43a7af9d2dc,indigo-group
2109,La Plage,76200,Dieppe,,Boulevard de Verdun,,,32022964405241,https://fr.parkindigo.com/parking/dieppe-76200/la-plage-76010800,https://fr.parkindigo.com/parking/dieppe-76200/la-plage-76010800,1.07223584,49.92595908,,True,False,True,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-19T17:57:30.027000,60f5a0e8a803e000b3404e6c,543d78b2-6f94-4842-bab1-e43a7af9d2dc,indigo-group
2108,Front de Mer,76200,Dieppe,,TRAVERSE HOUARD,,,32022964405241,https://fr.parkindigo.com/parking/dieppe-76200/front-de-mer-76011000,https://fr.parkindigo.com/parking/dieppe-76200/front-de-mer-76011000,1.082078,49.930706,,True,False,True,,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-19T17:57:30.027000,60f5a0e8a803e000b3404e6c,543d78b2-6f94-4842-bab1-e43a7af9d2dc,indigo-group
2107,De La Barre,76200,Dieppe,,Rue Claude Groulard,,,32022964405241,https://fr.parkindigo.com/parking/dieppe-76200/de-la-barre-76010600,https://fr.parkindigo.com/parking/dieppe-76200/de-la-barre-76010600,1.07490599,49.92353432,,True,False,True,,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-19T17:57:30.027000,60f5a0e8a803e000b3404e6c,543d78b2-6f94-4842-bab1-e43a7af9d2dc,indigo-group
2106,Quai de la Marne,76200,Dieppe,,Quai de la Marne,,,32022964405241,https://fr.parkindigo.com/parking/dieppe-76200/quai-de-la-marne-76011100,https://fr.parkindigo.com/parking/dieppe-76200/quai-de-la-marne-76011100,1.08666067,49.93006259,,True,False,True,,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-19T17:57:30.027000,60f5a0e8a803e000b3404e6c,543d78b2-6f94-4842-bab1-e43a7af9d2dc,indigo-group
2105,Hôtel de Ville,76200,Dieppe,,Boulevard Maréchal Joffre,,,32022964405241,https://fr.parkindigo.com/parking/dieppe-76200/hotel-de-ville-76010900,https://fr.parkindigo.com/parking/dieppe-76200/hotel-de-ville-76010900,1.07675111,49.9223759,,True,False,True,,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-19T17:57:30.027000,60f5a0e8a803e000b3404e6c,543d78b2-6f94-4842-bab1-e43a7af9d2dc,indigo-group
2104,Plage,85100,Les Sables-d'Olonne,,Rue Printanière,,,32022964405241,https://fr.parkindigo.com/parking/les-sables-d-olonne-85100/plage-85000800,https://fr.parkindigo.com/parking/les-sables-d-olonne-85100/plage-85000800,-1.77491789,46.49654343,,True,False,True,,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-19T17:57:30.027000,60f5a0e8a803e000b3404e6c,543d78b2-6f94-4842-bab1-e43a7af9d2dc,indigo-group
2103,Place Louis XI,85100,Les Sables-d'Olonne,26,Cours Dupont,,,32022964405241,https://fr.parkindigo.com/parking/les-sables-d-olonne-85100/place-louis-xi-85000600,https://fr.parkindigo.com/parking/les-sables-d-olonne-85100/place-louis-xi-85000600,-1.77919999,46.49796901,,True,False,True,,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-19T17:57:30.027000,60f5a0e8a803e000b3404e6c,543d78b2-6f94-4842-bab1-e43a7af9d2dc,indigo-group
2102,Atlantes,85100,Les Sables-d'Olonne,18,Boulevard Franklin Roosevelt,,,32022964405241,https://fr.parkindigo.com/parking/les-sables-d-olonne-85100/atlantes-85000400,https://fr.parkindigo.com/parking/les-sables-d-olonne-85100/atlantes-85000400,-1.79273285,46.49491286,,True,False,True,,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-19T17:57:30.027000,60f5a0e8a803e000b3404e6c,543d78b2-6f94-4842-bab1-e43a7af9d2dc,indigo-group
2101,Port de pêche,85100,Les Sables-d'Olonne,67,6-7 Quai Ernest de Franqueville,,,32022964405241,https://fr.parkindigo.com/parking/les-sables-d-olonne-85100/port-de-peche-85000700,https://fr.parkindigo.com/parking/les-sables-d-olonne-85100/port-de-peche-85000700,-1.78658746,46.49755588,,True,False,True,,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-19T17:57:30.027000,60f5a0e8a803e000b3404e6c,543d78b2-6f94-4842-bab1-e43a7af9d2dc,indigo-group
2100,Halles,85100,Les Sables-d'Olonne,57,Rue du Palais,,,32022964405241,https://fr.parkindigo.com/parking/les-sables-d-olonne-85100/halles-85000300,https://fr.parkindigo.com/parking/les-sables-d-olonne-85100/halles-85000300,-1.78569627,46.49532577,,True,False,True,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-19T17:57:30.027000,60f5a0e8a803e000b3404e6c,543d78b2-6f94-4842-bab1-e43a7af9d2dc,indigo-group
2099,Hôtel de Ville,85100,Les Sables-d'Olonne,7,Rue du Maréchal Leclerc,,,32022964405241,https://fr.parkindigo.com/parking/les-sables-d-olonne-85100/hotel-de-ville-85000200,https://fr.parkindigo.com/parking/les-sables-d-olonne-85100/hotel-de-ville-85000200,-1.78416285,46.49727392,,True,False,True,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-19T17:57:30.027000,60f5a0e8a803e000b3404e6c,543d78b2-6f94-4842-bab1-e43a7af9d2dc,indigo-group
2098,Centre Ville,85100,Les Sables-d'Olonne,2,Rue de l'Amiral Vaugiraud,,,32022964405241,https://fr.parkindigo.com/parking/les-sables-d-olonne-85100/centre-ville-85000100,https://fr.parkindigo.com/parking/les-sables-d-olonne-85100/centre-ville-85000100,-1.78200995,46.49939539,,True,False,True,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-19T17:57:30.027000,60f5a0e8a803e000b3404e6c,543d78b2-6f94-4842-bab1-e43a7af9d2dc,indigo-group
2089,Centre-Ville,31700,Blagnac,3,Place Jean Louis Puig,,,32022964405241,https://fr.parkindigo.com/,https://fr.parkindigo.com/,1.39719831,43.63458754,,True,False,True,,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-19T17:57:30.027000,60f5a0e8a803e000b3404e6c,543d78b2-6f94-4842-bab1-e43a7af9d2dc,indigo-group
