COLL_SIRET,COLL_NOM,EQUIP_UID,EQUIP_THEME,EQUIP_CODE,EQUIP_TYPE,EQUIP_NOM,ADR_NUMERO,ADR_NOMVOIE,ADR_CODEPOSTAL,ADR_COMMUNE,ADR_CLE_INTEROP,ERP_ID,ERP_TYPE,ERP_CATEGORIE,EQUIP_LAT,EQUIP_LONG,EQUIP_OUVERTURE,EQUIP_TEL,EQUIP_EMAIL,EQUIP_WEB,last_modified,datagouv_dataset_id,datagouv_resource_id,datagouv_organization_or_owner
21760255600011,,,,,,,,,,,,,,,,,,,,,2021-09-07T10:04:22.334000,602e99800dd01be4ae4e2e71,c25a78e4-b5e4-4854-b29a-5b222f4e57f6,eu
