dataset_id,dataset_title,dataset_slug,dataset_page,resource_id,resource_title,resource_url,resource_last_modified,organization_or_owner,error_type,resource_found_by,initial_version_name,is_valid_v_0.1.0,is_valid_v_0.2.0,is_valid_v_0.4.0,is_valid_v_0.5.0,is_valid_v_0.6.0,is_valid_v_0.7.0,is_valid_v_0.9.0,is_valid_v_1.2.0,is_valid_v_1.2.1,is_valid_one_version,most_recent_valid_version
6088a696b8d03e27059baccd,Restauration - Menus collectifs,menus-collectifs,https://www.data.gouv.fr/fr/datasets/menus-collectifs/,79450ab2-10bd-47f7-aec7-27c2ccb3c4ac,od_menu_collectifs,https://d4c.agglo-larochelle.fr/dataset/792b913c-e098-4215-b4d5-d987f8b50e85/resource/79450ab2-10bd-47f7-aec7-27c2ccb3c4ac/download/1383670329.csv,2021-09-26T00:00:00,la-rochelle,,3 - search request,,False,False,False,False,False,False,False,False,False,False,
