dataset_id,dataset_title,dataset_slug,dataset_page,resource_id,resource_title,resource_url,resource_last_modified,organization_or_owner,error_type,resource_found_by,initial_version_name,is_valid_v_0.1.0,is_valid_v_0.1.1,is_valid_one_version,most_recent_valid_version
614af0d737aa2f658af0ef34,Part des véhicules à faible émission ,part-des-vehicules-a-faible-emission,https://www.data.gouv.fr/fr/datasets/part-des-vehicules-a-faible-emission/,1db93662-d695-4ae2-bbf2-65e7f93edb45,Ville d'Annecy- Déclaration renouvellement véhicules,https://static.data.gouv.fr/resources/part-des-vehicules-a-faible-emission/20210922-110126/monfichier.csv,2021-09-22T11:33:00.492000,ville-dannecy,,3 - search request,,False,True,True,0.1.1
611b34c4b5516b56a7e142b2,Part des véhicules propres dans le renouvellement du parc - Ville d'Angers & Angers Loire Métropole,part-des-vehicules-propres-dans-le-renouvellement-du-parc-ville-dangers-angers-loire-metropole,https://www.data.gouv.fr/fr/datasets/part-des-vehicules-propres-dans-le-renouvellement-du-parc-ville-dangers-angers-loire-metropole/,adfadc8a-c648-42b4-96d2-fb3e364e10fb,Export au format CSV,https://data.angers.fr/explore/dataset/part-des-vehicules-propres-dans-le-renouvellement-du-parc/download?format=csv&timezone=Europe/Berlin&use_labels_for_header=false,2021-08-17T12:48:10,angers-loire-metropole,,3 - search request,,False,False,False,
611b34c4b5516b56a7e142b2,Part des véhicules propres dans le renouvellement du parc - Ville d'Angers & Angers Loire Métropole,part-des-vehicules-propres-dans-le-renouvellement-du-parc-ville-dangers-angers-loire-metropole,https://www.data.gouv.fr/fr/datasets/part-des-vehicules-propres-dans-le-renouvellement-du-parc-ville-dangers-angers-loire-metropole/,510c0d94-b9f0-420c-a187-ec74deea492e,Export au format JSON,https://data.angers.fr/explore/dataset/part-des-vehicules-propres-dans-le-renouvellement-du-parc/download?format=json&timezone=Europe/Berlin&use_labels_for_header=false,2021-08-17T12:48:10,,wrong-file-format,3 - search request,,False,False,False,
612f66f27dcfa64f1c4bfac7,Part des véhicules propres dans le renouvellement du parc de Metz Métropole (hors DSP),part-des-vehicules-propres-dans-le-renouvellement-du-parc-de-metz-metropole-hors-dsp,https://www.data.gouv.fr/fr/datasets/part-des-vehicules-propres-dans-le-renouvellement-du-parc-de-metz-metropole-hors-dsp/,b9d93984-48a6-45f4-a6a2-6852e6a34678,vfe-public-200039865-20210901.csv,https://static.data.gouv.fr/resources/part-des-vehicules-propres-dans-le-renouvellement-du-parc-de-metz-metropole-hors-dsp/20210901-134246/vfe-public-200039865-20210901.csv,2021-09-01T13:42:58.920000,eurometropole-de-metz,,3 - search request,,False,False,False,
610343e9918359a3e6042cfd,Part des véhicules propres dans le renouvellement du parc de la Ville de Saint-Nazaire,part-des-vehicules-propres-dans-le-renouvellement-du-parc-de-la-ville-de-saint-nazaire,https://www.data.gouv.fr/fr/datasets/part-des-vehicules-propres-dans-le-renouvellement-du-parc-de-la-ville-de-saint-nazaire/,3f6efe02-91ab-4575-9183-09ff0e7634f6,Export au format CSV,https://data.agglo-carene.fr/explore/dataset/214401846_vfe_public/download?format=csv&timezone=Europe/Berlin&use_labels_for_header=false,2021-07-29T13:32:45,communaute-dagglomeration-de-la-region-nazairienne-et-de-lestuaire,,3 - search request,,False,False,False,
610343e9918359a3e6042cfd,Part des véhicules propres dans le renouvellement du parc de la Ville de Saint-Nazaire,part-des-vehicules-propres-dans-le-renouvellement-du-parc-de-la-ville-de-saint-nazaire,https://www.data.gouv.fr/fr/datasets/part-des-vehicules-propres-dans-le-renouvellement-du-parc-de-la-ville-de-saint-nazaire/,fe2a14ae-e425-4cd1-a186-0f157418adbd,Export au format JSON,https://data.agglo-carene.fr/explore/dataset/214401846_vfe_public/download?format=json&timezone=Europe/Berlin&use_labels_for_header=false,2021-07-29T13:32:45,,wrong-file-format,3 - search request,,False,False,False,
610343e9918359a3e6042cfd,Part des véhicules propres dans le renouvellement du parc de la Ville de Saint-Nazaire,part-des-vehicules-propres-dans-le-renouvellement-du-parc-de-la-ville-de-saint-nazaire,https://www.data.gouv.fr/fr/datasets/part-des-vehicules-propres-dans-le-renouvellement-du-parc-de-la-ville-de-saint-nazaire/,216a581c-5852-48d7-a8d9-49fb46e97ab5,Arrete_VFE_Dec2020.pdf,https://data.agglo-carene.fr/api/datasets/1.0/214401846_vfe_public/attachments/arrete_vfe_dec2020_pdf,2021-07-29T13:32:45,,wrong-file-format,3 - search request,,False,False,False,
