dataset_id,dataset_title,dataset_slug,dataset_page,resource_id,resource_title,resource_url,resource_last_modified,organization_or_owner,error_type,resource_found_by,initial_version_name,is_valid_v_1.1.0,is_valid_v_2.0.0,is_valid_v_2.0.1,is_valid_one_version,most_recent_valid_version
614325bd7ace073cfe18d5dc,LA MARINIERE,la-mariniere,https://www.data.gouv.fr/fr/datasets/la-mariniere/,ece8f964-7d2c-495a-955c-20b657e139bf,LA MARINIERE,https://static.data.gouv.fr/resources/la-mariniere/20210916-131009/selecte-datasets-resources-2021-09-15-15-11.csv,2021-09-16T13:15:52.210000,fatos-razi,,1 - schema request,,False,False,False,False,
60a4cf597671a6cae09e4855,Subventions 2018 du Département de la Dordogne,subventions-2018-du-departement-de-la-dordogne,https://www.data.gouv.fr/fr/datasets/subventions-2018-du-departement-de-la-dordogne/,2ae5c8ac-aec2-4f1f-9ba9-b019afad33c1,cd24-subventions-2018.csv,https://static.data.gouv.fr/resources/subventions-2018-du-departement-de-la-dordogne/20210519-104207/cd24-subventions-2018.csv,2021-05-19T10:42:38.893000,conseil-departemental-de-la-dordogne-1,,1 - schema request,,False,False,False,False,
6062e4e62fa99079ae69e3d3,Données essentielles conventions subventions 2018 ,donnees-essentielles-conventions-subventions-2018,https://www.data.gouv.fr/fr/datasets/donnees-essentielles-conventions-subventions-2018/,9bbfc539-eb00-4594-91b2-a5ecb1dcfa1e,2018-donnees-essentielles.csv,https://static.data.gouv.fr/resources/donnees-essentielles-conventions-subventions-2018/20210330-112300/2018-donnees-essentielles.csv,2021-03-30T11:23:03.638000,departement-de-la-loire,,1 - schema request,,False,False,False,False,
60a4ce953b59a8be1c2bc5d8,Subventions 2019 du Département de la Dordogne,subventions-2019-du-departement-de-la-dordogne,https://www.data.gouv.fr/fr/datasets/subventions-2019-du-departement-de-la-dordogne/,17273ac9-3c2d-4a90-95a9-4c817368d4ca,cd24-subventions-2019.csv,https://static.data.gouv.fr/resources/subventions-2019-du-departement-de-la-dordogne/20210519-103850/cd24-subventions-2019.csv,2021-05-19T10:39:33.609000,conseil-departemental-de-la-dordogne-1,,1 - schema request,,False,False,False,False,
60a4d04249cee321deb999f5,Subventions 2017 du Département de la Dordogne,subventions-2017-du-departement-de-la-dordogne,https://www.data.gouv.fr/fr/datasets/subventions-2017-du-departement-de-la-dordogne/,74273342-0805-4ac8-8c80-e84c78f989c9,cd24-subventions-2017.csv,https://static.data.gouv.fr/resources/subventions-2017-du-departement-de-la-dordogne/20210519-104558/cd24-subventions-2017.csv,2021-05-19T10:46:30.807000,conseil-departemental-de-la-dordogne-1,,1 - schema request,,False,False,False,False,
602e86c4f234346ab9e623f9,Subventions aux associations de la Ville de Baugé-en-Anjou de 2018 à 2020,subventions-aux-associations-de-la-ville-de-bauge-en-anjou-de-2018-a-2020,https://www.data.gouv.fr/fr/datasets/subventions-aux-associations-de-la-ville-de-bauge-en-anjou-de-2018-a-2020/,ff229448-2bf5-4db7-9847-5952a1f63405,Baugé-en-Anjou_Subventions_associations_2018-2020,https://static.data.gouv.fr/resources/bauge-en-anjou-subventions-associations-2018-2020/20210218-162521/workflow-132604-refine-582636-1-.csv,2021-02-18T16:26:35.686000,bauge-en-anjou,,1 - schema request,,False,False,False,False,
602e86c4f234346ab9e623f9,Subventions aux associations de la Ville de Baugé-en-Anjou de 2018 à 2020,subventions-aux-associations-de-la-ville-de-bauge-en-anjou-de-2018-a-2020,https://www.data.gouv.fr/fr/datasets/subventions-aux-associations-de-la-ville-de-bauge-en-anjou-de-2018-a-2020/,8ca8e603-0f80-4714-8ef0-1ec9e0b13301,Fiche_descriptive-Baugé-en-Anjou_Subventions_associations_2018-2020,https://static.data.gouv.fr/resources/bauge-en-anjou-subventions-associations-2018-2020/20210218-162656/groupe-16-fiche-descriptive-jeu-de-donnees-subventions-associations.pdf,2021-02-18T16:29:36.231000,,wrong-file-format,1 - schema request,,False,False,False,False,
5e7b6aea4923cb66b8978c02,Données essentielles de conventions de subvention attribuées par la Ville d'Antibes,donnees-essentielles-de-conventions-de-subvention-attribuees-par-la-ville-dantibes,https://www.data.gouv.fr/fr/datasets/donnees-essentielles-de-conventions-de-subvention-attribuees-par-la-ville-dantibes/,d4d78089-f218-40b6-a86a-d7cc4e624b0c,antibes-subventions-2017.csv,https://static.data.gouv.fr/resources/donnees-essentielles-de-conventions-de-subvention-a-antibes/20200325-153014/antibes-subventions-2017.csv,2020-03-25T15:30:18.356000,ville-dantibes,,1 - schema request,,False,False,False,False,
5e7b6aea4923cb66b8978c02,Données essentielles de conventions de subvention attribuées par la Ville d'Antibes,donnees-essentielles-de-conventions-de-subvention-attribuees-par-la-ville-dantibes,https://www.data.gouv.fr/fr/datasets/donnees-essentielles-de-conventions-de-subvention-attribuees-par-la-ville-dantibes/,4c5ccecd-62aa-4005-a4be-3ffc224bd5ea,antibes-subventions-2017.xls,https://static.data.gouv.fr/resources/donnees-essentielles-de-conventions-de-subvention-a-antibes/20200325-153034/antibes-subventions-2017.xls,2020-03-25T15:30:38.326000,,wrong-file-format,1 - schema request,,False,False,False,False,
5e7b6aea4923cb66b8978c02,Données essentielles de conventions de subvention attribuées par la Ville d'Antibes,donnees-essentielles-de-conventions-de-subvention-attribuees-par-la-ville-dantibes,https://www.data.gouv.fr/fr/datasets/donnees-essentielles-de-conventions-de-subvention-attribuees-par-la-ville-dantibes/,e59a0551-ffb7-4ac6-968c-6232a38f1cda,antibes-subventions-2018.csv,https://static.data.gouv.fr/resources/donnees-essentielles-de-conventions-de-subvention-a-antibes/20200325-153048/antibes-subventions-2018.csv,2020-03-25T15:30:53.477000,ville-dantibes,,1 - schema request,,False,False,False,False,
5e7b6aea4923cb66b8978c02,Données essentielles de conventions de subvention attribuées par la Ville d'Antibes,donnees-essentielles-de-conventions-de-subvention-attribuees-par-la-ville-dantibes,https://www.data.gouv.fr/fr/datasets/donnees-essentielles-de-conventions-de-subvention-attribuees-par-la-ville-dantibes/,1d18e7d8-5385-43af-a1a0-ea3260f924c8,antibes-subventions-2018.xls,https://static.data.gouv.fr/resources/donnees-essentielles-de-conventions-de-subvention-a-antibes/20200325-153104/antibes-subventions-2018.xls,2020-03-25T15:31:08.618000,,wrong-file-format,1 - schema request,,False,False,False,False,
5e7b6aea4923cb66b8978c02,Données essentielles de conventions de subvention attribuées par la Ville d'Antibes,donnees-essentielles-de-conventions-de-subvention-attribuees-par-la-ville-dantibes,https://www.data.gouv.fr/fr/datasets/donnees-essentielles-de-conventions-de-subvention-attribuees-par-la-ville-dantibes/,5ebf2253-f792-4fef-8469-d8713eeb0019,antibes-subventions-2019.xls,https://static.data.gouv.fr/resources/donnees-essentielles-de-conventions-de-subvention-a-antibes/20200706-145216/antibes-subventions-2019.xls,2020-07-06T14:52:18.127000,,wrong-file-format,1 - schema request,,False,False,False,False,
5e7b6aea4923cb66b8978c02,Données essentielles de conventions de subvention attribuées par la Ville d'Antibes,donnees-essentielles-de-conventions-de-subvention-attribuees-par-la-ville-dantibes,https://www.data.gouv.fr/fr/datasets/donnees-essentielles-de-conventions-de-subvention-attribuees-par-la-ville-dantibes/,ea21eb2a-68a5-4710-adde-58c9dda1500d,antibes-subventions-2019.csv,https://static.data.gouv.fr/resources/donnees-essentielles-de-conventions-de-subvention-a-antibes/20200706-145223/antibes-subventions-2019.csv,2020-07-06T14:52:25.637000,ville-dantibes,,1 - schema request,,False,False,False,False,
5e7b6aea4923cb66b8978c02,Données essentielles de conventions de subvention attribuées par la Ville d'Antibes,donnees-essentielles-de-conventions-de-subvention-attribuees-par-la-ville-dantibes,https://www.data.gouv.fr/fr/datasets/donnees-essentielles-de-conventions-de-subvention-attribuees-par-la-ville-dantibes/,72700b3a-4975-4a18-9aa7-b2e0485e5442,antibes-subventions-2020.xls,https://static.data.gouv.fr/resources/donnees-essentielles-de-conventions-de-subvention-attribuees-par-la-ville-dantibes/20210115-161004/antibes-subventions-2020.xls,2021-01-15T16:46:19.842000,,wrong-file-format,1 - schema request,,False,False,False,False,
5e7b6aea4923cb66b8978c02,Données essentielles de conventions de subvention attribuées par la Ville d'Antibes,donnees-essentielles-de-conventions-de-subvention-attribuees-par-la-ville-dantibes,https://www.data.gouv.fr/fr/datasets/donnees-essentielles-de-conventions-de-subvention-attribuees-par-la-ville-dantibes/,b753ca5b-36e2-426b-804a-acb72f20993d,antibes-subventions-2020.csv,https://static.data.gouv.fr/resources/donnees-essentielles-de-conventions-de-subvention-attribuees-par-la-ville-dantibes/20210115-161011/antibes-subventions-2020.csv,2021-01-15T16:46:07.897000,ville-dantibes,,1 - schema request,,False,False,False,False,
5e7b6aea4923cb66b8978c02,Données essentielles de conventions de subvention attribuées par la Ville d'Antibes,donnees-essentielles-de-conventions-de-subvention-attribuees-par-la-ville-dantibes,https://www.data.gouv.fr/fr/datasets/donnees-essentielles-de-conventions-de-subvention-attribuees-par-la-ville-dantibes/,4e357095-fef6-4901-8731-0684069bcb97,antibes-subventions-2021.xls,https://static.data.gouv.fr/resources/donnees-essentielles-de-conventions-de-subvention-attribuees-par-la-ville-dantibes/20210521-111350/antibes-subventions-2021.xls,2021-05-21T11:13:51.911000,,wrong-file-format,1 - schema request,,False,False,False,False,
5e7b6aea4923cb66b8978c02,Données essentielles de conventions de subvention attribuées par la Ville d'Antibes,donnees-essentielles-de-conventions-de-subvention-attribuees-par-la-ville-dantibes,https://www.data.gouv.fr/fr/datasets/donnees-essentielles-de-conventions-de-subvention-attribuees-par-la-ville-dantibes/,f394239a-821c-48fc-83f7-f77d0978e25f,antibes-subventions-2021.csv,https://static.data.gouv.fr/resources/donnees-essentielles-de-conventions-de-subvention-attribuees-par-la-ville-dantibes/20210521-111358/antibes-subventions-2021.csv,2021-05-21T11:13:59.679000,ville-dantibes,,1 - schema request,,False,False,False,False,
61432cce47d202425301f7b8,LA MARINIERE,la-mariniere-1,https://www.data.gouv.fr/fr/datasets/la-mariniere-1/,b9247ed8-bc8e-4e42-a2a2-b774e9146b90,LA MARINIERE,https://static.data.gouv.fr/resources/la-mariniere-1/20210916-133902/irve-consolidation-v2.0.0-20210912.csv,2021-09-16T13:42:26.427000,selecte,,1 - schema request,,False,False,False,False,
602e98a5aac2a75db08c321b,Subventions liées au confinement Covid-19 Pays de Mormal 2020,subventions-liees-au-confinement-covid-19-pays-de-mormal-2020-1,https://www.data.gouv.fr/fr/datasets/subventions-liees-au-confinement-covid-19-pays-de-mormal-2020-1/,6c635db7-0d89-4166-aa81-4d5b69705a8e,subventions.csv,https://static.data.gouv.fr/resources/subventions-liees-au-confinement-covid-19-pays-de-mormal-2020-1/20210218-174125/subventions.csv,2021-02-18T17:41:47.052000,pays-de-mormal,,1 - schema request,,False,False,False,False,
605ca40259a2726526d76426,Contributions et subventions 2020,contributions-et-subventions-2020-1,https://www.data.gouv.fr/fr/datasets/contributions-et-subventions-2020-1/,79bd60f0-3889-4a0d-b490-2742300964ce,donnees-subvention-ccismn-2020.xlsx,https://static.data.gouv.fr/resources/contributions-et-subventions-2020-1/20210325-155400/donnees-subvention-ccismn-2020.xlsx,2021-03-25T15:54:22.821000,,wrong-file-format,1 - schema request,,False,False,False,False,
