siretAcheteur,urlProfilAcheteur,urlDCAT,coordonnees,last_modified,datagouv_resource_id
21290236500114,https://marches.megalis.bretagne.bzh,null,COMMUNE DE RIEC SUR BELON 29340 RIEC-SUR-BELON,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
21220341800018,https://marches.megalis.bretagne.bzh,null,COMMUNE DE TRAMAIN 22640 TRAMAIN,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
21560132900018,https://marches.megalis.bretagne.bzh,null,COMMUNE DE MEUCON 56890 MEUCON,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
20005979800013,https://marches.megalis.bretagne.bzh,null,COMMUNE DE SAINT-THEGONNEC LOC-EGUINER 29410 SAINT-THEGONNEC LOC-EGUINER,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
26350098500050,https://marches.megalis.bretagne.bzh,null,CENTRE COMMUNAL D'ACTION SOCIALE 35131 CHARTRES-DE-BRETAGNE,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
27220001500027,https://marches.megalis.bretagne.bzh,null,COTES D'ARMOR HABITAT OPH 22440 PLOUFRAGAN,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
26220266600018,https://marches.megalis.bretagne.bzh,null,CENTRE COMMUNAL D'ACTION SOCIALE 22230 SAINT-VRAN,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
21220322800011,https://marches.megalis.bretagne.bzh,null,COMMUNE DE SAINT PEVER 22720 SAINT-PEVER,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
21220332700011,https://marches.megalis.bretagne.bzh,null,COMMUNE DE SAINT TRIMOEL 22510 SAINT-TRIMOEL,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
25290114500042,https://marches.megalis.bretagne.bzh,null,SYNDICAT DEPARTEMENTAL D ENERGIE ET D EQUIPEMENT DU FINISTERE 29000 QUIMPER,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
21290246400016,https://marches.megalis.bretagne.bzh,null,COMMUNE DE SAINT ELOY 29460 SAINT-ELOY,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
21290241500208,https://marches.megalis.bretagne.bzh,null,COMMUNE DE ROSPORDEN 29140 ROSPORDEN,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
20005429400018,https://marches.megalis.bretagne.bzh,null,COMMUNE DE LE MENE 22330 LE MENE,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
20005488000014,https://marches.megalis.bretagne.bzh,null,COMMUNE DE LA CHAPELLE DU LOU DU LAC 35360 LA CHAPELLE DU LOU DU LAC,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
25220012600016,https://marches.megalis.bretagne.bzh,null,S.I. ADDUCTION EAU CORLAY ET HAUT CORLAY 22320 CORLAY,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
26290198600014,https://marches.megalis.bretagne.bzh,null,CTRE COM ACTION SOCIALE DE SAINT RENAN 29290 SAINT-RENAN,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
21290028600064,https://marches.megalis.bretagne.bzh,null,COMMUNE DE CLEDEN CAP SIZUN 29770 CLEDEN-CAP-SIZUN,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
21220035600013,https://marches.megalis.bretagne.bzh,null,COMMUNE LES CHAMPS-GERAUX 22630 LES CHAMPS-GERAUX,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
26290051700018,https://marches.megalis.bretagne.bzh,null,CENTRE COMMUNAL D'ACTION SOCIALE 29900 CONCARNEAU,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
21220254300014,https://marches.megalis.bretagne.bzh,null,COMMUNE DE PRAT 22140 PRAT,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
21220315200013,https://marches.megalis.bretagne.bzh,null,COMMUNE DE SAINT MAUDEZ 22980 SAINT-MAUDEZ,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
24291333300017,https://marches.megalis.bretagne.bzh,null,SI A VOCATION MULTIPLE REGION DE SCAER 29390 SCAER,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
20007706300010,https://marches.megalis.bretagne.bzh,null,CENTRE INTERCOMMUNAL D' ACTION SOCIALE DE LOUDEAC COMMUNAUTE BRETAGNE CENTRE 22600 LOUDEAC,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
24350013900189,https://marches.megalis.bretagne.bzh,null,RENNES METROPOLE 35200 RENNES,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
24290031400012,https://marches.megalis.bretagne.bzh,null,BREST METROPOLE 29200 BREST,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
79849947100026,https://marches.megalis.bretagne.bzh,null,ASSOCIATION BREIZH SMALL BUSINESS ACT 56380 BEIGNON,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
29560027400019,https://marches.megalis.bretagne.bzh,null,ASS FONCIERE REMEMBREMENT LES FORGES 56120 FORGES DE LANOUEE,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
21560045300017,https://marches.megalis.bretagne.bzh,null,COMMUNE DE LE COURS 56230 LE COURS,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
20005671100019,https://marches.megalis.bretagne.bzh,null,COMMUNE DE JUGON-LES-LACS - COMMUNE NOUVELLE 22270 JUGON-LES-LACS–COMMUNE NOUVELLE,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
21220263400011,https://marches.megalis.bretagne.bzh,null,COMMUNE DE LE QUIOU 22630 LE QUIOU,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
21560242600011,https://marches.megalis.bretagne.bzh,null,COMMUNE DE SEGLIEN 56160 SEGLIEN,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
21290033600018,https://marches.megalis.bretagne.bzh,null,COMMUNE DE LE CLOITRE PLEYBEN 29190 LE CLOITRE-PLEYBEN,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
26560093200031,https://marches.megalis.bretagne.bzh,null,CENTRE COMMUNAL D ACTION SOCIALE 56120 JOSSELIN,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
25350133200014,https://marches.megalis.bretagne.bzh,null,"SI DE REGROUPEMENT SCOLAIRE DES ETABLISSEMENTS D'ENSEIGNEMENT PRIVES DE BILLE, COMBOURTILLE, PARCE 35133 BILLE",2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
21350155400017,https://marches.megalis.bretagne.bzh,null,COMMUNE DE LOHEAC 35550 LOHEAC,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
21560205300013,https://marches.megalis.bretagne.bzh,null,COMMUNE DE SAINT ARMEL 56450 SAINT-ARMEL,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
21290185400019,https://marches.megalis.bretagne.bzh,null,COMMUNE DE PLOUESCAT 29430 PLOUESCAT,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
20003902200013,https://marches.megalis.bretagne.bzh,null,COMMUNAUTE D'AGGLOMERATION VITRE COMMUNAUTE 35500 VITRE,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
26220070200013,https://marches.megalis.bretagne.bzh,null,CENTRE COMMUNAL D'ACTION SOCIALE 22490 PLOUER-SUR-RANCE,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
21220156000019,https://marches.megalis.bretagne.bzh,null,COMMUNE DE MOUSTERU 22200 MOUSTERU,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
21220364000017,https://marches.megalis.bretagne.bzh,null,COMMUNE DE TRELIVAN 22100 TRELIVAN,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
21440067300015,https://marches.megalis.bretagne.bzh,null,COMMUNE DE GUEMENE-PENFAO 44290 GUEMENE-PENFAO,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
25350099500019,https://marches.megalis.bretagne.bzh,null,SMICTOM CENTRE OUEST D'ILLE ET VILLAINE 35290 SAINT-MEEN-LE-GRAND,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
21290167200015,https://marches.megalis.bretagne.bzh,null,COMMUNE DE PLOGASTEL SAINT GERMAIN 29710 PLOGASTEL-SAINT-GERMAIN,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
21350166100010,https://marches.megalis.bretagne.bzh,null,COMMUNE DE MARPIRE 35220 MARPIRE,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
21290064100011,https://marches.megalis.bretagne.bzh,null,COMMUNE DE GOULVEN 29890 GOULVEN,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
21290243100015,https://marches.megalis.bretagne.bzh,null,COMMUNE DE SAINT COULITZ 29150 SAINT-COULITZ,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
21220340000016,https://marches.megalis.bretagne.bzh,null,COMMUNE DE TONQUEDEC 22140 TONQUEDEC,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
